-1.500000000000000000e+01 9.780336186809520882e+00
-1.484848484848484773e+01 9.779618895085580021e+00
-1.469696969696969724e+01 9.778859065522778948e+00
-1.454545454545454497e+01 9.778056698121121215e+00
-1.439393939393939448e+01 9.777211792880606822e+00
-1.424242424242424221e+01 9.776324349801233993e+00
-1.409090909090908994e+01 9.775394368883002727e+00
-1.393939393939393945e+01 9.774421850125914801e+00
-1.378787878787878718e+01 9.773406793529968439e+00
-1.363636363636363669e+01 9.772349199095163641e+00
-1.348484848484848442e+01 9.771249066821500406e+00
-1.333333333333333393e+01 9.770106396708982288e+00
-1.318181818181818166e+01 9.768921188757603957e+00
-1.303030303030303116e+01 9.767693442967368966e+00
-1.287878787878787890e+01 9.766423159338275539e+00
-1.272727272727272663e+01 9.765110337870325452e+00
-1.257575757575757613e+01 9.763754978563516929e+00
-1.242424242424242387e+01 9.762357081417849969e+00
-1.227272727272727337e+01 9.760916646433326349e+00
-1.212121212121212110e+01 9.759433673609944293e+00
-1.196969696969696884e+01 9.757908162947703801e+00
-1.181818181818181834e+01 9.756340114446606648e+00
-1.166666666666666607e+01 9.754729528106651060e+00
-1.151515151515151558e+01 9.753076403927838811e+00
-1.136363636363636331e+01 9.751380741910168126e+00
-1.121212121212121104e+01 9.749642542053639005e+00
-1.106060606060606055e+01 9.747861804358253224e+00
-1.090909090909091006e+01 9.746038528824009006e+00
-1.075757575757575779e+01 9.744172715450908129e+00
-1.060606060606060552e+01 9.742264364238947039e+00
-1.045454545454545325e+01 9.740313475188131065e+00
-1.030303030303030276e+01 9.738320048298454878e+00
-1.015151515151515227e+01 9.736284083569922032e+00
-1.000000000000000000e+01 9.734205581002532526e+00
-9.848484848484847731e+00 9.732084540596282807e+00
-9.696969696969697239e+00 9.729920962351176428e+00
-9.545454545454544970e+00 9.727714846267213389e+00
-9.393939393939394478e+00 9.725466192344391914e+00
-9.242424242424242209e+00 9.723175000582712002e+00
-9.090909090909089940e+00 9.720841270982175431e+00
-8.939393939393939448e+00 9.718465003542780423e+00
-8.787878787878788955e+00 9.716046198264526979e+00
-8.636363636363636687e+00 9.713584855147416874e+00
-8.484848484848484418e+00 9.711080974191448334e+00
-8.333333333333332149e+00 9.708534555396621357e+00
-8.181818181818181657e+00 9.705945598762937720e+00
-8.030303030303031164e+00 9.703314104290397424e+00
-7.878787878787878896e+00 9.700640071978996914e+00
-7.727272727272726627e+00 9.697923501828739745e+00
-7.575757575757575246e+00 9.695164393839625916e+00
-7.424242424242423866e+00 9.692362748011651874e+00
-7.272727272727272485e+00 9.689518564344821172e+00
-7.121212121212121104e+00 9.686631842839133810e+00
-6.969696969696968836e+00 9.683702583494588012e+00
-6.818181818181818343e+00 9.680730786311183778e+00
-6.666666666666666075e+00 9.677716451288922883e+00
-6.515151515151515582e+00 9.674659578427803552e+00
-6.363636363636363313e+00 9.671560167727825785e+00
-6.212121212121211045e+00 9.668418219188991358e+00
-6.060606060606060552e+00 9.665233732811298495e+00
-5.909090909090908283e+00 9.662006708594748972e+00
-5.757575757575757791e+00 9.658737146539341012e+00
-5.606060606060605522e+00 9.655425046645074616e+00
-5.454545454545455030e+00 9.652070408911949784e+00
-5.303030303030302761e+00 9.648673233339970068e+00
-5.151515151515150492e+00 9.645233519929130139e+00
-5.000000000000000000e+00 9.641751268679433551e+00
-4.848484848484847731e+00 9.638226479590878526e+00
-4.696969696969697239e+00 9.634659152663465065e+00
-4.545454545454544970e+00 9.631049287897194944e+00
-4.393939393939394478e+00 9.627396885292068163e+00
-4.242424242424242209e+00 9.623701944848081169e+00
-4.090909090909089940e+00 9.619964466565237515e+00
-3.939393939393939448e+00 9.616184450443537202e+00
-3.787878787878787179e+00 9.612361896482978452e+00
-3.636363636363636687e+00 9.608496804683561265e+00
-3.484848484848484418e+00 9.604589175045285643e+00
-3.333333333333332149e+00 9.600639007568153360e+00
-3.181818181818181657e+00 9.596646302252164418e+00
-3.030303030303029388e+00 9.592611059097315263e+00
-2.878787878787878896e+00 9.588533278103609447e+00
-2.727272727272726627e+00 9.584412959271046972e+00
-2.575757575757576134e+00 9.580250102599626061e+00
-2.424242424242423866e+00 9.576044708089346713e+00
-2.272727272727271597e+00 9.571796775740208929e+00
-2.121212121212121104e+00 9.567506305552214485e+00
-1.969696969696968836e+00 9.563173297525363381e+00
-1.818181818181818343e+00 9.558797751659652064e+00
-1.666666666666666075e+00 9.554379667955084088e+00
-1.515151515151515582e+00 9.549919046411659451e+00
-1.363636363636363313e+00 9.545415887029376378e+00
-1.212121212121211045e+00 9.540870189808234869e+00
-1.060606060606060552e+00 9.536281954748234924e+00
-9.090909090909082835e-01 9.531651181849378318e+00
-7.575757575757577911e-01 9.526977871111665053e+00
-6.060606060606055223e-01 9.522262022535091575e+00
-4.545454545454532536e-01 9.517503636119661437e+00
-3.030303030303027612e-01 9.512702711865374638e+00
-1.515151515151504924e-01 9.507859249772229404e+00
0.000000000000000000e+00 9.502973249840225733e+00
