0.000000000000000000e+00 -1.045994112980321091e+02
-1.000000000000000000e+01 1.974709981146001780e+01
-1.200000000000000000e+01 2.618259564569622100e+01
-1.500000000000000000e+01 3.023840417966198757e+01
-2.000000000000000000e+00 -6.938794334001600816e+01
-4.000000000000000000e+00 -4.067139078402387753e+01
-5.000000000000000000e+00 -2.739597403617215221e+01
-6.000000000000000000e+00 -1.563561536119806661e+01
-7.000000000000000000e+00 -6.944686222641944795e+00
-8.000000000000000000e+00 4.738884663491726101e+00
-9.000000000000000000e+00 1.237407858614182388e+01
