0.000000	 -30894170.972700	 105.356744	 88.567340	 275.121405	 36144978.363732	 0.000000	 0.000000	 0.000000	 0.000000
0.050000	 -30841985.474890	 -53.324653	 -48.383751	 -210.058013	 36154180.874549	 0.000000	 0.000000	 0.000000	 0.000000
0.100000	 -30124896.526131	 -42.143662	 -50.097801	 -130.236466	 36238349.224259	 0.000000	 0.000000	 0.000000	 0.000000
0.150000	 -30075623.692181	 -885.677238	 -899.261319	 -2661.931308	 36244499.226093	 0.000000	 0.000000	 0.000000	 0.000000
0.200000	 -33262911.722775	 -16382.276718	 -16377.700282	 -49104.416641	 35864209.016606	 0.000000	 0.000000	 0.000000	 0.000000
0.250000	 -46664534.707464	 423080.567877	 422535.126119	 1246409.216325	 34246344.710093	 0.000000	 0.000000	 0.000000	 0.000000
0.300000	 -41962265.431009	 7263388.617696	 7264162.952309	 20957670.799322	 36199535.023778	 0.000000	 0.000000	 0.000000	 0.000000
0.350000	 -38795721.403870	 23333806.461175	 23336932.580455	 67525436.754995	 34712546.320621	 0.000000	 0.000000	 0.000000	 0.000000
0.400000	 -30628604.525867	 10042238.148384	 10040636.921474	 29275781.220184	 33313809.019386	 0.000000	 0.000000	 0.000000	 0.000000
0.450000	 8471330.212675	 41857.869229	 41545.383528	 81316.247857	 40414502.199896	 0.000000	 0.000000	 0.000000	 0.000000
0.500000	 714111.926976	 1487.940702	 1477.847547	 3832.407918	 39733044.533213	 0.000000	 0.000000	 0.000000	 0.000000
0.550000	 6514449.475772	 36712.016680	 36477.593663	 69514.832184	 40222054.427228	 0.000000	 0.000000	 0.000000	 0.000000
0.600000	 -31662186.062690	 9924906.563943	 9922346.102856	 28939278.684056	 33248593.012544	 0.000000	 0.000000	 0.000000	 0.000000
0.650000	 -39749950.230539	 23302044.256616	 23300668.187958	 67382074.118247	 34505502.879679	 0.000000	 0.000000	 0.000000	 0.000000
0.700000	 -41820626.438126	 7283001.520440	 7283023.855908	 21020158.898053	 36214898.280542	 0.000000	 0.000000	 0.000000	 0.000000
0.750000	 -46524558.122292	 429089.388332	 429524.941379	 1266357.379598	 34262871.830466	 0.000000	 0.000000	 0.000000	 0.000000
0.800000	 -33254944.682358	 -16434.266469	 -16417.376570	 -49157.314282	 35864840.974041	 0.000000	 0.000000	 0.000000	 0.000000
0.850000	 -30227104.784298	 -544.736380	 -500.342849	 -1602.233333	 36225323.710139	 0.000000	 0.000000	 0.000000	 0.000000
0.900000	 -30404106.696494	 33.314042	 10.496888	 175.939822	 36206496.257484	 0.000000	 0.000000	 0.000000	 0.000000
0.950000	 -30731185.679362	 40.384548	 55.623524	 129.729145	 36164352.857605	 0.000000	 0.000000	 0.000000	 0.000000
