#	SIM_20_0.05_-3.86	
1	4611453.18288602
500	1328243.14091280
1000	1060812.89689326
1500	1057392.09669301
2000	464217.762578968
2500	-120987.105273061
3000	1856608.32222009
3500	1905172.89895771
4000	1083012.41010616
4500	-326733.433733866
5000	166933.153362796
5500	1703396.50855760
6000	-656958.630222093
6500	-565421.720942616
7000	134582.896201072
7500	469350.800339432
8000	911209.825917953
8500	1116104.28209260
9000	1434228.27446023
9500	975814.369220024
10000	-585257.113073488
10500	736960.682475674
11000	32415.4584905061
11500	-1435345.42587291
12000	-193864.782416260
12500	-1447451.02184072
13000	667135.115336260
13500	1372904.40865011
14000	-656204.248491212
14500	-27055.7886531823
15000	-438175.851308625
15500	-1514593.92893578
16000	-384027.157196567
16500	149114.495348001
17000	866461.632775914
17500	-197500.881762330
18000	-753652.260192716
18500	859443.817028351
19000	447909.489202142
19500	541202.810971343
20000	-762672.624454490
20500	799723.881776989
21000	220286.961442534
21500	-236336.055222591
22000	-1008469.88956023
22500	80631.3780434254
23000	358039.942888637
23500	-771079.203465978
24000	-710124.593981347
24500	1554908.66187575
25000	-1071694.11502254
25500	255296.376490328
26000	-164521.102127899
26500	-292137.078671344
27000	101939.178092741
27500	1196270.47138961
28000	656344.714352146
28500	-293783.185387723
29000	740845.805431768
29500	319897.563729685
30000	-1249870.75984251
30500	-1643334.79352362
31000	497761.683135480
31500	-144567.685337001
32000	471631.776293145
32500	945619.805991617
33000	-258748.180534384
33500	1174502.85762215
34000	-317331.857761951
34500	24991.0002631479
35000	-388249.397998063
35500	-294664.141407187
36000	-411591.685315812
36500	1015840.72275438
37000	167628.182545066
37500	572784.279395507
38000	768452.323080374
38500	1419242.70475113
39000	-466376.448587932
39500	-354830.088943219
40000	85405.8096296929
40500	204205.673890425
41000	-4521.54980031302
41500	-154386.906015334
42000	-84326.6496647466
42500	-400599.367669805
43000	268492.910284494
43500	118599.480010089
44000	99824.1207517568
44500	253988.953990443
45000	-748239.679951077
45500	-461205.502558081
46000	521956.247301086
46500	635589.198517382
47000	-378893.586427936
47500	582790.265089015
48000	596064.909239879
48500	-317255.361722241
49000	425930.610527573
49500	422232.677229677
50000	-572232.125287690
50500	-1193761.43891328
51000	60419.9103802169
51500	-130286.316271946
52000	22836.0840782223
52500	-355561.727145157
53000	1032155.56092837
53500	-6363.67743726851
54000	-93434.1124392728
54500	698909.828531957
55000	-154494.698677485
55500	81470.1195674089
56000	23755.1975302609
56500	790153.101978255
57000	349758.415028552
57500	-301959.693710959
58000	-367861.808317710
58500	268332.036236463
59000	-479622.997689120
59500	-54651.3175621955
60000	2202324.70327795
60500	-719683.397767214
61000	-235202.660356991
61500	-646596.376212289
62000	-315913.534038883
62500	1889428.03503027
63000	806184.710972514
63500	-500024.167194074
64000	457678.423097970
64500	357606.471469007
65000	165947.209179770
65500	-80639.0675616529
66000	-1663610.30050599
66500	384285.700438298
67000	-978143.790585268
67500	-306914.026126353
68000	625506.965215807
68500	-960761.245449270
69000	476343.648360651
69500	1868569.69411898
70000	-25466.1903134158
70500	854799.922337920
71000	-184004.446982217
71500	-20740.4112356359
72000	-303403.511510707
72500	-231293.173564320
73000	469120.134457706
73500	604222.195637489
74000	554134.863971284
74500	-1314968.62894285
75000	216706.873545096
75500	-183582.286432246
76000	552135.586526583
76500	749.394593584435
77000	1278658.16929526
77500	783210.607910950
78000	296474.584449596
78500	-75239.3653879879
79000	-1174071.27990430
79500	-844670.827623695
80000	-1251362.24343124
80500	-270639.844514495
81000	739731.341904053
81500	-633133.123276800
82000	343406.294343245
82500	-1025709.39935298
83000	1244954.34537762
83500	739575.078595982
84000	-72152.0310612145
84500	-1808747.37668133
85000	-215434.041135809
85500	224583.376145010
86000	-85965.8142677985
86500	17290.7039563630
87000	1605654.23330189
87500	362424.032410274
88000	458773.444108547
88500	38907.6747370227
89000	-13652.5065520356
89500	-119453.858653664
90000	390891.407557703
90500	-1127558.39384987
91000	-57782.7150812510
91500	151266.886444214
92000	-404864.317813357
92500	73826.9884447452
93000	844004.988223893
93500	812632.605374779
94000	428342.824685094
94500	1195164.53181834
95000	556366.954207242
95500	-591086.572555746
96000	-95224.9699755641
96500	-334215.202127770
97000	-435739.332991296
97500	-978133.333529115
98000	-569806.834540024
98500	1152181.58770452
99000	336966.210295258
99500	263928.762286543
100000	778127.497426205
