#	SIM_20_0.05_-3.86	
1	102548.630354933
5000	101038.489133308
10000	101644.562829880
15000	101787.958337666
20000	101489.281325408
25000	101479.180165249
30000	102077.954704579
35000	101002.704943029
40000	101175.913708962
45000	100739.421474609
50000	100642.135624773
55000	100989.559888669
60000	100963.675427453
65000	100720.905628703
70000	100642.505412853
75000	100717.147416936
80000	100949.000130579
85000	100007.101722742
90000	101344.006109530
95000	100881.970437207
100000	100810.077295637
105000	100259.290846376
110000	100962.630408812
115000	100796.913174622
120000	101349.571516995
125000	101446.060147642
130000	101941.941921101
135000	101408.258308178
140000	100527.755737972
145000	100848.396381555
150000	100185.824276368
155000	101194.784362682
160000	100509.858353399
165000	99970.9361074485
170000	100817.106318208
175000	100654.927890913
180000	101045.120009905
185000	100844.461318958
190000	100027.694608975
195000	100986.538498349
200000	100757.093360974
205000	101159.359085325
210000	101631.156529700
215000	100751.185924236
220000	101413.695049189
225000	100979.309714075
230000	100842.087735514
235000	100139.585380286
240000	101427.865138657
245000	100660.913427767
250000	100067.013814896
255000	100639.004816759
260000	100749.337215931
265000	99578.1794784442
270000	101269.973555377
275000	100909.444335895
280000	99831.6721853127
285000	101229.280311488
290000	100646.924177862
295000	101239.150771243
300000	101192.283760509
305000	101771.781179662
310000	100464.958911408
315000	100950.338943990
320000	100311.372272064
325000	100807.327421996
330000	100202.728586384
335000	101238.271117072
340000	101289.552942962
345000	101421.683139804
350000	100790.973369111
355000	100873.056048122
360000	100409.074735397
365000	100781.039537591
370000	100419.803508495
375000	101393.171431800
380000	99922.5017258979
385000	100402.274799397
390000	100285.900210216
395000	101319.453198096
400000	100982.192695289
405000	100624.411883080
410000	101163.651391404
415000	101321.694429599
420000	100563.800829951
425000	100852.854391918
430000	100116.149961886
435000	100751.418445503
440000	101727.884167076
445000	100146.132532693
450000	100346.370998363
455000	100688.849199422
460000	100909.412483998
465000	100849.512488129
470000	100870.115004890
475000	100688.721482502
480000	100181.756827158
485000	100620.667876166
490000	101211.403051133
495000	99844.8317536458
500000	101382.777818054
505000	100022.253318535
510000	101000.432432339
515000	101193.342267248
520000	100504.310756069
525000	100931.911434035
530000	100163.364855077
535000	100057.709727288
540000	101523.106040711
545000	100266.402545644
550000	100093.310412126
555000	100040.322038152
560000	101456.323458252
565000	100807.411566148
570000	101306.783634061
575000	99992.0964816172
580000	101594.907871861
585000	101431.108446075
590000	100834.135617187
595000	100381.272580788
600000	100417.393142715
605000	100920.962820019
610000	100920.743587150
615000	100435.782428692
620000	100249.943078649
625000	100447.384890369
630000	100525.199022883
635000	100631.575386899
640000	101135.831919539
645000	100788.683182303
650000	100959.347299297
655000	100533.499760249
660000	101838.858759053
665000	101396.119642823
670000	100215.364369885
675000	101174.519559520
680000	100726.916077941
685000	100726.718449817
690000	100518.090747113
695000	101009.754548727
700000	100432.655977144
705000	100813.756216329
710000	101159.440852641
715000	101299.353605035
720000	100611.723921943
725000	100529.521180428
730000	100834.955046171
735000	100138.435116919
740000	101063.735804646
745000	100453.444880801
750000	101476.162871147
755000	100577.531015210
760000	101632.507353619
765000	100603.956726988
770000	100826.981125383
775000	100243.181096059
780000	101027.228484148
785000	101004.863836595
790000	100752.823155692
795000	101037.255184200
800000	101306.151177555
805000	100909.756800777
810000	100901.686268318
815000	101049.923187911
820000	100414.195638687
825000	100604.958999763
830000	101018.182400108
835000	100606.836900539
840000	100962.927741660
845000	101486.704905191
850000	100741.138697356
855000	101398.974689753
860000	101273.580876683
865000	101555.111237176
870000	101162.158091009
875000	100403.631799577
880000	100460.571251991
885000	100238.608800912
890000	100469.192580425
895000	99945.6100118049
900000	100337.094928053
