A-S-P 112.678117 5.045053
C-S-P 110.458738 4.880298
G-S-P 110.697997 4.913969
P-S-A 104.480152 4.914325
P-S-C 104.226127 4.817128
P-S-G 108.133795 4.846529
P-S-P 120.644245 4.996174
P-S-T 92.987217 5.130405
S-P-S 94.737642 5.058443
T-S-P 116.750264 5.258432
