A-S-P 113.360648 4.851139
C-S-P 103.760430 4.865502
G-S-P 113.684982 4.816137
P-S-A 108.699328 4.830168
P-S-C 112.553930 4.890448
P-S-G 108.478988 4.826512
P-S-P 120.475140 4.955628
P-S-T 112.844431 4.881430
S-P-S 94.453030 5.011816
T-S-P 103.093941 4.852332
