#time	SIM_10/	SIM_15/	SIM_20/	SIM_5/
415.80	74.60	140.10	127.00	28.40
416.40	72.50	136.50	132.80	15.70
417.00	80.50	135.60	137.60	23.70
417.60	65.30	141.40	141.40	19.00
418.20	75.10	140.00	128.30	25.40
418.80	70.20	142.80	138.00	20.10
419.40	68.90	142.60	140.00	27.00
420.00	70.50	141.90	131.40	20.40
420.60	70.00	146.60	134.50	21.00
421.20	72.90	132.50	136.40	28.80
421.80	71.50	139.70	138.60	13.10
422.40	72.80	145.60	144.60	16.50
423.00	77.60	134.10	149.40	21.60
423.60	70.40	135.10	139.20	20.00
424.20	76.20	125.10	132.00	34.50
424.80	73.90	139.30	136.80	35.20
425.40	81.80	133.20	125.60	30.60
426.00	79.20	130.50	127.10	26.70
426.60	75.80	137.30	119.90	22.90
427.20	68.40	135.10	128.00	25.00
427.80	71.60	138.20	136.50	17.10
428.40	69.10	138.30	133.00	28.20
429.00	70.90	133.90	135.60	25.90
429.60	71.90	130.10	128.20	31.60
430.20	70.50	139.40	133.70	27.10
430.80	68.00	133.50	138.30	28.80
431.40	64.70	133.60	131.00	28.40
432.00	73.80	122.00	126.00	24.60
432.60	81.10	127.50	134.20	24.40
433.20	76.00	126.30	141.40	20.60
433.80	74.20	132.60	131.30	23.10
434.40	75.30	133.50	130.80	19.60
435.00	83.60	123.80	140.50	16.90
435.60	73.10	122.20	140.90	16.10
436.20	59.90	128.00	131.60	23.40
436.80	66.30	126.90	140.20	27.00
437.40	60.00	134.90	130.60	18.10
438.00	65.10	131.40	138.10	13.80
438.60	52.40	125.30	142.40	17.00
439.20	47.30	117.80	132.20	28.60
439.80	55.00	116.20	137.70	28.00
440.40	56.20	117.20	125.50	37.50
441.00	61.60	116.80	140.30	39.00
441.60	69.50	118.70	142.20	27.40
442.20	71.10	98.90	139.80	21.00
442.80	72.10	93.70	139.40	27.50
443.40	68.90	99.30	139.00	30.50
444.00	66.40	98.40	139.30	29.20
444.60	71.40	106.00	145.40	21.20
445.20	82.70	107.30	147.80	13.90
445.80	80.90	106.20	149.20	16.10
446.40	79.90	93.80	143.20	14.80
447.00	74.70	73.70	138.80	14.90
447.60	65.50	86.80	134.90	14.70
448.20	58.10	99.20	133.40	34.00
448.80	61.20	108.30	139.80	33.40
449.40	58.00	116.10	150.70	32.40
450.00	70.00	113.60	144.20	29.70
450.60	66.20	111.80	130.30	29.10
451.20	70.40	99.60	133.10	40.70
451.80	64.80	91.50	135.00	34.50
452.40	67.30	115.40	138.60	36.30
453.00	66.70	101.30	151.00	40.20
453.60	67.40	95.50	148.20	34.70
454.20	61.20	113.90	149.80	35.50
454.80	69.10	105.60	147.20	38.70
455.40	62.30	108.20	148.00	32.10
456.00	64.10	101.30	154.00	33.30
456.60	67.30	109.40	136.20	31.60
457.20	65.40	106.20	145.30	40.00
457.80	72.60	108.10	139.40	35.30
458.40	60.10	105.50	151.70	38.20
459.00	64.50	111.40	154.90	34.50
459.60	63.70	110.20	147.40	35.40
460.20	60.70	121.80	138.20	37.70
460.80	46.00	114.50	145.90	34.80
461.40	52.80	116.30	143.50	42.50
462.00	55.20	127.80	138.40	36.00
462.60	61.80	126.50	146.50	30.30
463.20	55.90	128.00	151.00	23.40
463.80	64.00	128.40	153.70	33.90
464.40	70.30	130.70	149.70	36.60
465.00	63.30	130.70	132.10	34.00
465.60	65.90	129.20	143.00	31.90
466.20	62.80	137.70	136.70	35.30
466.80	52.70	133.10	137.60	38.70
467.40	62.00	142.50	143.30	34.80
468.00	51.70	129.50	136.70	28.80
468.60	52.10	123.10	140.20	32.10
469.20	61.70	126.40	128.80	31.60
469.80	64.10	138.30	137.20	26.90
470.40	63.90	140.50	142.30	27.50
471.00	41.20	130.00	141.90	29.10
471.60	37.60	132.50	154.60	41.40
472.20	32.80	125.30	144.80	47.90
472.80	30.80	127.10	148.60	31.50
473.40	39.50	127.40	146.80	35.20
474.00	41.10	133.40	140.70	33.00
474.60	44.10	132.50	130.00	27.10
475.20	37.80	142.00	121.50	32.30
475.80	30.70	130.60	121.40	32.40
476.40	44.80	138.00	114.70	32.40
477.00	51.20	131.80	121.10	33.80
477.60	51.00	140.80	122.10	37.30
478.20	42.10	138.20	132.20	27.80
478.80	45.00	145.90	137.90	30.20
479.40	49.40	137.20	133.00	35.00
480.00	42.80	131.00	137.00	31.50
480.60	48.60	137.30	145.20	33.90
481.20	40.70	143.90	130.30	33.80
481.80	40.40	140.10	131.00	36.70
482.40	34.10	134.20	126.60	41.20
483.00	44.90	133.50	141.40	35.90
483.60	38.80	135.80	144.50	27.30
484.20	40.50	133.10	142.00	26.30
484.80	44.20	133.80	138.80	20.60
485.40	48.00	139.90	129.00	5.80
486.00	44.80	135.40	130.60	12.50
486.60	40.10	132.80	129.10	31.10
487.20	44.40	137.00	135.50	11.80
487.80	41.40	138.50	132.00	15.70
488.40	40.60	137.60	134.70	15.40
489.00	41.70	141.20	129.20	28.70
489.60	46.50	133.30	129.40	20.70
490.20	56.10	135.60	130.60	26.00
490.80	44.90	138.20	128.70	23.40
491.40	36.20	145.30	124.20	23.30
492.00	33.30	138.80	130.80	19.00
492.60	38.70	134.20	132.40	25.00
493.20	32.60	143.80	133.30	26.90
493.80	32.70	136.80	130.60	28.10
494.40	20.10	126.90	127.30	23.70
495.00	29.20	134.10	122.10	25.60
495.60	42.50	125.20	122.00	23.60
496.20	40.10	124.30	122.50	25.40
496.80	50.90	134.00	122.30	31.20
497.40	45.50	125.10	131.70	30.10
498.00	46.90	124.60	124.30	32.50
498.60	51.50	128.90	140.80	48.20
499.20	40.80	127.60	138.00	48.30
499.80	40.40	133.70	140.70	41.60
500.40	43.00	137.80	141.80	34.50
501.00	53.20	131.50	144.90	26.10
501.60	49.10	135.10	133.20	31.10
502.20	55.80	134.00	145.30	28.90
502.80	62.20	141.00	143.40	24.30
503.40	47.80	142.80	147.60	20.20
504.00	48.20	141.70	137.40	25.20
504.60	52.80	137.10	137.70	22.10
505.20	54.90	141.70	138.20	22.10
505.80	53.50	144.40	136.30	22.40
506.40	44.00	142.00	138.60	11.40
507.00	52.20	135.30	134.00	13.40
507.60	48.60	145.70	133.70	11.70
508.20	47.60	145.50	137.00	7.60
508.80	52.30	143.30	139.90	5.90
509.40	61.00	139.50	140.50	10.70
510.00	42.70	140.10	145.40	6.10
510.60	52.10	143.90	149.80	11.30
511.20	53.70	134.10	142.10	12.50
511.80	40.00	121.90	135.70	6.40
512.40	51.20	123.20	131.10	11.10
513.00	49.10	123.70	139.30	10.30
513.60	50.90	109.60	139.60	13.20
514.20	42.50	112.70	148.70	16.50
514.80	47.90	125.70	146.80	14.30
515.40	41.00	126.80	147.80	11.30
516.00	46.50	115.50	141.90	13.40
516.60	49.60	125.80	146.10	13.00
517.20	51.00	121.40	151.80	15.90
517.80	53.50	117.50	141.60	29.80
518.40	47.40	138.30	141.10	25.40
519.00	52.60	137.70	136.70	21.80
519.60	44.70	139.30	135.20	35.40
520.20	51.40	137.40	140.50	41.90
520.80	51.80	135.50	144.10	30.20
521.40	52.70	123.20	147.00	18.20
522.00	59.40	128.50	145.90	18.40
522.60	49.50	125.60	149.90	25.50
523.20	50.30	132.00	144.10	20.00
523.80	54.40	121.80	141.30	12.70
524.40	53.70	128.20	137.20	14.40
525.00	49.50	117.90	133.30	15.70
525.60	54.20	126.50	142.20	20.70
526.20	47.50	122.80	130.10	23.00
526.80	47.40	120.70	129.60	25.50
527.40	45.00	127.30	139.10	29.20
528.00	35.70	135.00	138.80	34.10
528.60	41.50	136.50	135.70	27.10
529.20	36.70	133.00	144.00	22.70
529.80	40.70	128.50	152.50	21.80
530.40	49.90	143.40	140.00	14.10
531.00	63.10	139.10	137.90	10.40
531.60	52.00	139.50	134.50	9.00
532.20	47.70	124.90	136.50	16.70
532.80	45.00	131.60	127.00	13.10
533.40	47.70	129.40	131.30	18.10
534.00	49.90	127.50	122.70	6.60
534.60	57.30	126.20	119.00	10.60
535.20	57.40	123.10	121.30	10.70
535.80	60.70	113.80	125.00	19.80
536.40	59.70	121.40	124.00	18.90
537.00	54.40	122.80	113.20	6.50
537.60	50.40	119.00	111.80	15.80
538.20	53.50	128.80	122.20	12.00
538.80	56.90	125.80	124.40	17.10
539.40	58.20	128.60	125.60	18.20
540.00	48.40	126.20	108.30	21.30
540.60	55.30	116.80	120.40	20.80
541.20	50.10	123.90	127.90	15.80
541.80	48.30	132.50	123.70	16.50
542.40	50.80	134.80	121.70	18.60
543.00	54.20	127.60	117.10	23.00
543.60	52.80	125.10	118.00	18.50
544.20	55.80	130.70	125.60	22.70
544.80	40.50	128.00	126.30	17.10
545.40	49.60	137.30	125.30	22.20
546.00	50.90	139.60	127.40	15.30
546.60	58.90	135.50	115.20	28.30
547.20	57.40	138.00	115.00	26.30
547.80	67.40	139.30	123.50	25.30
548.40	47.80	133.70	115.50	24.30
549.00	47.60	133.60	126.60	34.20
549.60	44.80	132.90	130.30	27.90
550.20	59.50	124.90	135.50	20.50
550.80	57.70	114.80	130.10	24.40
551.40	44.50	123.10	124.90	20.70
552.00	38.70	119.30	125.50	21.80
552.60	54.90	121.80	137.40	22.50
553.20	53.30	128.00	126.20	27.10
553.80	52.30	131.90	129.50	25.80
554.40	54.30	125.50	121.00	17.60
555.00	44.20	126.70	115.60	26.60
555.60	47.70	137.80	120.90	17.50
556.20	42.50	134.20	121.40	16.50
556.80	45.80	138.60	110.70	8.10
557.40	44.20	143.30	102.10	12.20
558.00	35.60	129.30	114.00	6.70
558.60	39.40	139.70	118.90	14.30
559.20	42.90	140.00	112.20	17.30
559.80	35.70	145.10	107.30	16.00
560.40	41.50	138.80	103.80	22.50
561.00	48.10	131.60	113.40	15.70
561.60	36.90	132.40	114.10	11.60
562.20	37.50	139.60	125.30	17.50
562.80	43.70	142.30	110.80	4.50
563.40	37.90	139.70	119.60	16.20
564.00	51.70	139.20	116.40	21.10
564.60	43.00	148.50	124.20	27.40
565.20	37.50	142.80	113.00	36.10
565.80	46.90	144.50	110.70	34.40
566.40	34.30	134.70	122.20	28.50
567.00	30.80	137.70	120.90	19.90
567.60	45.20	144.50	115.60	17.90
568.20	39.10	153.90	113.50	18.40
568.80	45.30	146.80	103.30	10.10
569.40	40.90	144.90	109.20	19.90
570.00	43.60	150.10	106.60	10.30
570.60	46.40	136.20	112.30	9.60
571.20	49.50	144.60	126.00	15.30
571.80	38.60	149.60	117.00	21.00
572.40	35.50	143.20	124.50	17.20
573.00	52.60	147.50	111.50	21.70
573.60	38.10	139.20	122.20	17.90
574.20	37.00	133.90	116.20	17.40
574.80	35.50	131.90	114.30	14.10
575.40	36.70	132.70	114.60	7.20
576.00	36.60	133.40	124.40	13.40
576.60	31.40	123.40	127.50	11.20
577.20	40.60	135.60	122.90	17.20
577.80	29.80	131.10	129.00	8.70
578.40	30.50	124.40	131.60	17.90
579.00	29.60	132.10	125.20	12.70
579.60	27.10	137.50	124.40	6.00
580.20	21.50	140.30	127.70	22.00
580.80	19.80	144.30	130.20	9.20
581.40	20.10	145.40	130.70	11.70
582.00	23.80	140.80	141.60	17.50
582.60	22.70	142.40	137.90	18.70
583.20	11.90	143.90	129.10	15.10
583.80	10.80	141.50	134.00	24.10
584.40	9.90	149.30	129.70	12.20
585.00	17.50	150.60	134.80	2.50
585.60	11.20	150.80	140.60	7.60
586.20	8.90	142.00	125.90	6.30
586.80	19.80	148.90	129.00	13.10
587.40	8.90	145.50	124.40	12.70
588.00	10.00	147.20	129.60	21.60
588.60	11.80	143.60	128.60	20.60
589.20	11.90	139.30	138.90	7.60
589.80	5.80	129.60	138.60	8.60
590.40	12.80	138.30	131.80	9.50
591.00	14.80	136.80	143.90	10.60
591.60	14.40	143.20	142.70	7.50
592.20	7.90	128.40	137.70	13.00
592.80	14.20	128.70	138.20	15.40
593.40	10.60	123.40	135.10	21.80
594.00	13.90	121.50	148.30	13.10
594.60	11.60	129.90	149.60	32.00
595.20	4.90	125.50	148.30	27.50
595.80	11.60	126.60	136.50	31.00
596.40	8.60	130.00	144.80	20.30
597.00	5.10	131.90	140.80	23.50
597.60	7.60	135.30	138.80	27.70
598.20	13.30	145.50	145.30	20.10
598.80	16.00	134.50	150.00	16.90
599.40	9.70	132.30	141.60	16.60
600.00	7.00	122.10	136.80	16.20
600.60	9.30	130.50	136.00	28.20
601.20	9.10	131.90	120.70	23.70
601.80	9.00	115.50	115.60	25.40
602.40	19.10	132.50	130.80	23.20
603.00	26.60	139.30	138.60	24.10
603.60	26.10	132.30	127.80	26.00
604.20	18.00	128.90	129.20	22.20
604.80	19.50	133.10	137.00	29.70
605.40	10.70	129.60	128.40	22.00
606.00	10.60	136.20	133.80	21.00
606.60	19.00	138.60	137.50	17.40
607.20	19.60	136.00	136.80	32.90
607.80	21.10	128.20	138.30	37.80
608.40	22.40	126.50	143.40	25.70
609.00	21.40	122.60	139.50	9.40
609.60	23.60	119.40	137.70	17.60
610.20	18.80	125.10	137.20	29.10
610.80	25.40	132.40	143.60	13.70
611.40	21.00	121.50	136.90	16.00
612.00	29.10	122.70	141.10	17.40
612.60	14.30	127.50	134.70	18.40
613.20	28.10	130.80	142.00	18.40
613.80	24.90	125.10	150.90	9.80
614.40	13.30	127.90	150.80	19.30
615.00	8.00	139.80	153.60	23.30
615.60	10.00	138.10	157.40	18.70
616.20	14.30	140.80	147.80	23.60
616.80	16.10	139.30	147.10	20.00
617.40	9.40	139.90	149.20	17.40
618.00	15.80	145.40	149.00	15.80
618.60	16.40	147.10	152.30	18.40
619.20	14.50	144.60	143.00	14.10
619.80	15.10	130.70	147.90	19.70
620.40	22.70	133.80	153.00	14.20
621.00	25.20	143.10	148.80	11.50
621.60	24.70	138.80	140.00	26.50
622.20	17.80	137.70	136.10	21.40
622.80	23.80	141.10	145.80	23.70
623.40	9.60	138.20	149.80	18.20
624.00	16.80	146.20	153.30	21.60
624.60	9.00	136.20	150.60	14.50
625.20	13.90	137.40	149.60	20.30
625.80	7.80	133.80	136.80	14.70
626.40	8.20	131.30	139.40	13.30
627.00	10.70	127.70	135.70	15.30
627.60	8.00	124.40	139.10	7.70
628.20	6.90	124.70	144.60	3.60
628.80	10.60	128.70	144.60	19.50
629.40	22.10	124.60	150.90	14.60
630.00	29.30	135.20	147.70	10.40
630.60	13.40	139.30	139.00	10.10
631.20	11.90	143.30	125.40	8.70
631.80	18.00	135.70	135.10	13.90
632.40	22.80	133.00	128.10	13.60
633.00	24.60	126.70	132.20	17.80
633.60	24.30	130.90	141.90	17.20
634.20	15.10	120.40	142.10	11.00
634.80	17.30	114.80	146.30	11.40
635.40	14.00	125.60	134.40	8.20
636.00	13.60	129.40	148.20	17.90
636.60	24.40	127.50	141.00	15.00
637.20	17.70	126.30	156.60	16.90
637.80	18.60	129.10	147.60	18.20
638.40	7.00	127.10	144.90	13.20
639.00	21.80	132.70	137.40	10.30
639.60	26.60	128.60	144.10	10.90
640.20	15.50	123.20	140.50	12.90
640.80	11.10	132.40	142.40	12.30
641.40	24.90	136.60	137.30	12.60
642.00	20.20	131.00	140.40	10.10
642.60	17.70	120.10	136.90	13.30
643.20	25.40	121.10	138.30	14.60
643.80	22.80	123.60	141.30	12.60
644.40	23.30	114.10	138.20	16.30
645.00	26.50	116.90	141.50	22.20
645.60	31.40	116.10	137.50	20.10
646.20	19.10	124.80	129.10	26.00
646.80	29.50	122.20	133.70	20.20
647.40	21.90	131.60	132.60	21.10
648.00	23.10	136.60	120.50	28.50
648.60	18.40	126.50	126.30	19.60
649.20	28.10	125.50	130.70	28.80
649.80	20.20	138.10	136.90	26.20
650.40	22.10	127.20	139.80	22.90
651.00	21.20	133.40	146.70	25.70
651.60	12.60	130.40	138.10	25.80
652.20	21.00	131.70	143.50	14.70
652.80	17.50	128.90	142.10	10.00
653.40	21.90	121.00	141.00	12.50
654.00	20.30	138.00	136.40	5.70
654.60	32.30	136.00	139.50	15.80
655.20	24.00	145.40	151.00	9.10
655.80	23.60	141.50	152.00	5.70
656.40	18.70	143.40	142.70	15.50
657.00	20.60	140.20	138.40	12.40
657.60	18.30	137.80	147.50	14.50
658.20	26.60	128.50	133.90	25.20
658.80	32.30	134.40	134.10	27.50
659.40	18.30	145.30	130.20	31.50
660.00	18.10	135.40	140.10	17.30
660.60	12.70	133.50	143.60	14.80
661.20	15.40	127.00	143.00	19.30
661.80	12.00	125.40	140.20	12.00
662.40	20.70	125.30	131.10	16.40
663.00	15.00	126.50	139.80	20.60
663.60	28.60	129.60	132.70	14.90
664.20	22.60	129.70	133.60	18.50
664.80	10.50	123.90	130.00	18.80
665.40	12.60	131.90	128.40	23.20
666.00	11.70	139.80	137.70	26.00
666.60	19.90	138.10	144.40	27.60
667.20	18.20	144.40	141.40	27.40
667.80	23.80	130.80	125.40	19.40
668.40	25.00	128.50	123.20	20.40
669.00	17.50	130.40	123.20	20.60
669.60	14.60	139.80	133.70	20.10
670.20	11.00	135.90	130.10	20.70
670.80	11.00	132.70	134.70	20.90
671.40	11.60	131.20	130.00	12.60
672.00	11.30	135.20	132.40	19.10
672.60	7.60	144.30	130.70	29.70
673.20	10.50	138.10	138.80	35.20
673.80	15.70	140.00	141.70	26.40
674.40	11.20	140.50	140.50	15.70
675.00	16.00	138.90	133.70	13.90
675.60	15.30	139.00	138.40	9.70
676.20	16.00	144.70	141.30	14.20
676.80	13.30	142.50	130.10	11.20
677.40	15.90	142.80	130.40	11.20
678.00	14.00	155.00	129.70	7.40
678.60	14.00	149.10	128.00	14.90
679.20	10.80	143.60	135.70	17.40
679.80	10.30	153.10	128.60	8.70
680.40	13.10	150.70	132.30	14.90
681.00	13.70	137.80	125.30	14.00
681.60	13.80	150.90	129.80	9.30
682.20	14.90	141.20	136.40	15.50
682.80	12.30	145.30	135.30	16.10
683.40	15.90	154.20	130.20	9.60
684.00	12.40	152.80	113.90	7.20
684.60	12.00	151.30	121.70	14.20
685.20	15.80	143.50	120.90	5.90
685.80	17.70	156.10	135.80	10.60
686.40	11.00	152.50	143.80	6.70
687.00	10.60	144.90	136.00	12.80
687.60	14.80	147.00	140.30	15.50
688.20	18.70	136.90	123.40	15.30
688.80	17.90	135.00	128.60	12.40
689.40	14.60	136.50	130.00	15.80
690.00	19.40	129.00	136.50	15.00
690.60	18.40	135.50	140.50	17.10
691.20	16.60	131.30	140.60	22.00
691.80	19.00	128.10	135.90	21.60
692.40	21.20	132.40	130.40	21.10
693.00	12.80	143.50	134.90	23.20
693.60	14.00	128.70	134.30	18.80
694.20	16.70	130.60	141.50	26.60
694.80	18.00	135.70	133.80	16.60
695.40	15.80	134.70	135.10	16.20
696.00	14.10	130.30	142.50	15.70
696.60	16.80	128.60	146.50	26.70
697.20	16.10	124.00	139.00	21.90
697.80	15.70	132.90	145.10	18.40
698.40	12.40	137.40	138.90	29.80
699.00	14.60	127.30	139.60	34.90
699.60	15.70	132.60	144.00	26.80
700.20	15.60	132.10	128.60	30.90
700.80	8.40	129.40	136.70	39.10
701.40	15.00	121.10	133.50	37.90
702.00	15.80	129.60	136.00	43.10
702.60	14.70	113.10	134.20	35.50
703.20	13.80	127.40	136.00	36.60
703.80	15.30	111.90	136.20	39.60
704.40	13.30	121.20	135.30	39.20
705.00	15.00	120.40	135.10	44.60
705.60	14.70	124.50	137.30	45.10
706.20	15.10	117.80	140.80	27.70
706.80	15.80	122.80	141.10	39.10
707.40	15.10	122.60	148.60	44.60
708.00	14.60	127.10	144.50	26.90
708.60	14.20	130.10	141.30	28.90
709.20	16.50	121.40	137.50	33.50
709.80	8.40	123.40	129.70	29.60
710.40	14.80	126.70	124.20	22.90
711.00	15.50	128.80	111.40	30.80
711.60	13.50	130.10	125.20	19.30
712.20	13.30	121.20	107.90	29.60
712.80	20.20	122.20	119.00	25.00
713.40	21.20	113.80	124.50	21.00
714.00	14.00	111.50	122.30	32.30
714.60	10.20	119.30	105.00	25.90
715.20	18.20	119.30	124.60	25.40
715.80	14.90	105.40	127.20	22.60
716.40	16.60	107.30	126.30	6.40
717.00	13.50	112.80	129.40	8.40
717.60	16.40	128.60	134.10	13.60
718.20	13.90	127.30	121.90	9.90
718.80	17.80	126.00	137.60	10.00
719.40	13.70	126.70	134.90	10.40
720.00	19.30	134.30	137.50	13.30
720.60	21.40	137.70	131.40	15.30
721.20	16.60	134.50	144.70	13.10
721.80	17.30	134.60	137.70	10.60
722.40	14.60	132.70	130.10	9.60
723.00	11.00	127.00	136.10	8.00
723.60	18.70	120.80	137.70	10.80
724.20	11.80	137.40	143.00	6.00
724.80	16.60	134.50	127.60	11.10
725.40	18.90	130.70	123.80	10.90
726.00	12.50	130.10	118.40	11.40
726.60	9.70	127.50	131.00	19.70
727.20	16.60	130.30	133.10	6.50
727.80	6.10	124.70	137.60	13.00
728.40	14.20	115.90	131.00	9.80
729.00	14.90	114.10	139.00	7.70
729.60	16.50	112.80	139.60	10.10
730.20	12.90	102.10	135.40	7.70
730.80	21.80	120.80	135.20	15.00
731.40	12.80	123.70	137.40	15.50
732.00	14.80	124.10	136.70	20.90
732.60	15.20	134.40	142.00	24.50
733.20	13.20	130.80	146.30	19.80
733.80	9.20	127.00	136.90	18.70
734.40	12.70	124.30	147.30	19.70
735.00	13.50	127.10	145.90	13.80
735.60	15.00	123.10	138.90	10.00
736.20	14.20	145.70	133.60	14.30
736.80	13.50	141.10	137.90	12.60
737.40	13.00	135.00	135.50	13.30
738.00	17.10	141.60	141.50	8.50
738.60	15.00	137.90	138.70	16.80
739.20	17.60	127.00	131.60	5.90
739.80	18.70	131.70	119.20	16.90
740.40	13.10	135.30	114.90	13.80
741.00	17.80	136.70	122.80	14.10
741.60	14.90	148.20	120.10	18.40
742.20	17.20	138.80	115.20	23.80
742.80	13.40	144.80	112.90	21.90
743.40	13.20	145.00	122.00	25.10
744.00	16.40	141.90	130.90	26.50
744.60	16.80	138.90	124.90	25.40
745.20	12.40	134.50	128.50	28.30
745.80	12.00	137.40	116.90	34.80
746.40	13.20	136.90	132.80	34.40
747.00	13.00	141.60	132.10	35.70
747.60	15.90	137.30	139.20	37.30
748.20	15.90	141.70	136.80	41.60
748.80	8.70	128.60	150.10	36.20
749.40	16.50	133.50	142.10	41.20
750.00	13.10	129.90	135.90	41.50
750.60	15.30	127.30	136.60	36.30
751.20	15.00	125.70	129.70	30.80
751.80	12.90	122.90	120.60	30.90
752.40	14.80	129.30	124.80	34.00
753.00	14.10	134.80	127.70	34.30
753.60	12.70	134.40	129.30	39.10
754.20	21.30	128.50	137.30	38.50
754.80	17.20	126.50	127.30	36.30
755.40	11.70	140.50	139.70	40.10
756.00	16.20	141.30	123.50	49.00
756.60	16.20	138.10	123.90	43.00
757.20	10.20	136.20	135.60	36.60
757.80	13.50	139.00	126.10	39.50
758.40	17.80	144.80	127.00	40.30
759.00	18.90	135.70	132.00	42.00
759.60	16.70	133.60	136.70	37.20
760.20	14.90	135.10	136.50	40.80
760.80	18.70	145.60	128.30	41.80
761.40	14.60	154.60	144.90	49.00
762.00	18.80	144.20	139.40	33.50
762.60	20.00	144.20	135.60	31.80
763.20	19.10	142.80	132.50	36.70
763.80	14.60	144.80	133.70	36.20
764.40	14.60	140.60	124.40	41.90
765.00	19.30	130.60	133.00	43.70
765.60	12.70	124.60	124.70	44.20
766.20	11.40	118.30	138.60	38.70
766.80	12.10	117.30	134.80	46.00
767.40	13.30	122.60	132.50	47.50
768.00	11.60	114.70	125.90	40.70
768.60	14.90	114.90	136.80	43.60
769.20	14.00	109.30	142.70	50.20
769.80	13.10	110.90	139.20	46.50
770.40	12.00	120.70	140.30	48.00
771.00	16.40	116.10	146.00	57.60
771.60	19.50	115.00	134.30	49.10
772.20	20.30	114.20	126.60	48.70
772.80	20.90	123.50	130.10	48.60
773.40	14.90	131.90	128.80	43.50
774.00	15.00	127.70	132.70	38.20
774.60	11.80	117.30	116.80	41.00
775.20	14.60	123.90	132.40	42.70
775.80	15.50	114.30	137.20	44.20
776.40	12.90	116.50	137.50	39.80
777.00	11.90	125.30	128.60	36.00
777.60	14.00	123.60	129.20	41.20
778.20	12.00	117.60	137.70	41.40
778.80	12.70	124.90	129.20	40.30
779.40	14.10	120.90	131.70	39.90
780.00	14.40	121.60	128.20	36.00
780.60	15.70	112.80	134.90	45.20
781.20	17.40	115.70	136.90	39.60
781.80	12.20	102.40	132.30	40.40
782.40	15.70	120.70	143.20	46.00
783.00	13.70	132.40	151.30	44.20
783.60	19.20	136.00	156.40	40.40
784.20	17.90	131.80	145.20	42.20
784.80	17.70	135.10	141.60	41.50
785.40	20.20	137.50	143.90	36.70
786.00	11.60	141.90	140.60	44.90
786.60	13.90	145.20	145.20	42.60
787.20	15.30	151.00	145.00	48.40
787.80	13.80	151.90	138.20	44.50
788.40	23.40	148.60	134.60	41.20
789.00	16.00	147.50	140.40	41.70
789.60	17.70	144.90	136.10	51.40
790.20	13.90	149.60	139.30	47.90
790.80	15.00	145.10	135.80	45.30
791.40	22.90	151.20	137.20	45.50
792.00	15.50	151.60	144.30	48.50
792.60	15.20	133.70	132.00	42.20
793.20	11.10	141.00	131.30	34.20
793.80	13.40	137.90	139.10	39.20
794.40	18.80	135.40	139.70	39.90
795.00	20.30	138.40	129.80	38.20
795.60	12.40	128.90	136.40	34.80
796.20	13.80	139.20	138.70	43.30
796.80	13.70	137.40	140.80	42.40
797.40	16.10	132.20	136.30	46.60
798.00	12.10	139.10	141.10	47.80
798.60	15.80	136.10	153.10	45.50
799.20	14.80	127.60	154.10	41.90
799.80	16.10	123.70	148.60	41.30
800.40	12.70	122.00	150.00	44.30
801.00	12.80	125.60	151.00	43.40
801.60	15.80	115.00	142.40	35.90
802.20	18.30	111.20	127.30	39.40
802.80	17.40	115.90	133.40	40.40
803.40	17.60	117.10	142.00	41.50
804.00	13.00	119.30	149.20	38.70
804.60	12.80	125.10	141.30	44.60
805.20	11.10	113.60	144.70	43.10
805.80	18.70	117.90	143.20	36.80
806.40	15.20	120.90	144.70	35.10
807.00	9.20	126.80	142.40	33.60
807.60	24.70	131.40	139.80	31.40
808.20	19.90	134.50	136.50	35.40
808.80	22.80	123.70	144.20	30.50
809.40	20.90	130.20	131.80	31.20
810.00	17.50	137.20	131.60	29.00
810.60	17.80	123.40	130.20	35.40
811.20	17.80	128.90	132.80	40.40
811.80	18.30	137.10	131.00	34.70
812.40	18.20	142.80	136.30	37.60
813.00	16.30	135.70	135.90	37.10
813.60	16.60	137.40	137.70	34.90
814.20	16.40	140.50	130.10	31.90
814.80	12.20	148.40	132.40	36.90
815.40	13.70	140.40	145.10	38.00
816.00	10.80	142.50	139.20	41.50
816.60	13.10	141.00	142.50	38.00
817.20	15.20	140.80	137.80	38.10
817.80	16.30	138.70	142.50	44.20
818.40	16.10	134.70	137.40	47.20
819.00	16.30	135.70	139.40	35.90
819.60	13.60	129.90	132.60	42.40
820.20	16.50	132.60	123.60	40.90
820.80	19.00	129.50	131.50	47.80
821.40	12.30	130.60	118.40	38.40
822.00	20.70	137.90	123.60	39.80
822.60	12.90	129.00	113.70	44.00
823.20	16.90	142.60	125.90	40.20
823.80	19.40	138.30	135.80	55.40
824.40	13.10	134.70	124.40	48.20
825.00	16.30	151.90	120.20	45.00
825.60	11.90	137.20	120.60	43.00
826.20	12.10	133.90	125.40	38.20
826.80	18.20	124.30	127.50	42.10
827.40	19.20	127.60	122.80	49.30
828.00	20.60	137.00	125.00	47.30
828.60	14.60	140.70	122.70	34.40
829.20	15.40	138.00	115.00	46.00
829.80	13.00	133.40	120.70	56.10
830.40	17.50	140.40	125.80	46.30
831.00	17.50	133.50	115.80	40.30
831.60	11.90	141.80	124.60	58.30
832.20	17.40	144.20	115.50	45.00
832.80	14.60	141.00	117.50	56.10
833.40	14.70	135.70	115.40	42.70
834.00	13.70	136.20	121.90	45.50
