0 0.067 0.57 0.745 0.91225 1.419 73.703 112.2765 126.61699999999999 140.461 176.252
5 0.067 0.57 0.745 0.91225 1.419 73.703 112.2765 126.61699999999999 140.461 176.252
10 0.081 2.243 2.952 3.696 5.856 0.459 72.061 110.04 138.66325 179.822
15 0.024 0.494 0.663 0.867 1.426 57.621 116.907 141.03949999999998 156.431 179.726
20 0.019 0.437 0.578 0.733 1.177 84.751 129.35075 146.356 159.08525 179.876
