#	SIM_0.2_-7.14		#	SIM_20_-7.14		#	SIM_2_-7.14	
1	299087.996410934	1	-244224.263977629	1	787958.882317285
20000	196229.771230689	20000	-105369.878337388	20000	828535.972229070
40000	-486803.103962275	40000	661198.339831951	40000	-232212.541614144
60000	658954.937307844	60000	-292254.022182402	60000	153769.444973497
80000	265805.251172404	80000	730047.552834132	80000	486360.102588249
100000	67881.3337943245	100000	475066.307041069	100000	264333.520805348
120000	64884.2381815487	120000	-1515704.73893146	120000	65669.1980644596
140000	140971.644019463	140000	-99422.7829769559	140000	253638.826201628
160000	385191.745974835	160000	122202.304043936	160000	-188717.703045010
180000	-877215.058361391	180000	492186.171142945	180000	669989.413304406
200000	485645.142408191	200000	117695.785836191	200000	146593.871566352
220000	520598.922985271	220000	222296.066333323	220000	-291835.497293062
240000	-80016.7827078297	240000	540881.526304115	240000	59682.6429004954
260000	-382485.012298495	260000	911083.529501433	260000	60090.7102775842
280000	22137.8574324735	280000	-60349.5622131541	280000	897002.417645673
300000	913250.366477321	300000	-882909.329597161	300000	861728.319857778
320000	484763.255007622	320000	310510.364038601	320000	482830.632036782
340000	271761.873934889	340000	-370565.842926302	340000	-372060.666537696
360000	169591.564968116	360000	195863.544592684	360000	61991.3564735689
380000	-548537.642461434	380000	-351908.388326038	380000	-563878.931898345
400000	18683.1280101961	400000	119779.979720783	400000	-175507.001985290
