#	SIM_0.2_-7.14		#	SIM_20_-7.14		#	SIM_2_-7.14	
1	-89275.2550214635	1	111681.657959211	1	844745.753934565
20000	-80450.9413589788	20000	-7057.35233215275	20000	-322504.996172897
40000	-252196.202641116	40000	311696.284955522	40000	595428.890467917
60000	419318.737883268	60000	338830.880783582	60000	32845.1115674042
80000	-591454.500846789	80000	1614839.32414658	80000	151757.539800647
100000	-784215.670714540	100000	1216927.54187860	100000	-308446.206947839
120000	20388.1071577472	120000	-647283.803358889	120000	259287.954713360
140000	863410.136368512	140000	158038.361067311	140000	141566.330178573
160000	29246.1259703580	160000	515768.745355398	160000	-405924.952898346
180000	-538950.362165005	180000	-356262.783153015	180000	156708.024143747
200000	614334.787775036	200000	-135718.940381427	200000	57038.3083527239
220000	356224.854689204	220000	-933439.068002309	220000	-236869.322677807
240000	-294311.058171279	240000	474100.658992971	240000	-723610.054014486
260000	245126.846449066	260000	1365272.35390817	260000	173221.992211553
280000	-114780.732187936	280000	-754575.770046810	280000	415750.384665958
300000	-131538.063415980	300000	-573365.126102723	300000	39989.8208975547
320000	132531.607197957	320000	-151366.687781303	320000	533088.502880374
340000	-247204.956323022	340000	-111848.367423013	340000	23973.2548925009
360000	374843.982540709	360000	70439.6268401582	360000	427316.739315296
380000	-25127.3799139365	380000	-139469.336112070	380000	-27962.7355490564
400000	580629.807313091	400000	637925.982932284	400000	145534.539956437
