#time	SIM_15_10/
0.60	208.40
1.20	208.40
1.80	209.00
2.40	201.20
3.00	212.40
3.60	203.70
4.20	197.70
4.80	198.00
5.40	184.40
6.00	179.80
6.60	173.70
7.20	183.90
7.80	169.60
8.40	181.20
9.00	187.40
9.60	190.50
10.20	189.00
10.80	189.30
11.40	194.00
12.00	180.70
12.60	189.20
13.20	180.80
13.80	179.10
14.40	176.90
15.00	166.50
15.60	163.50
16.20	173.30
16.80	171.90
17.40	165.10
18.00	160.80
18.60	162.10
19.20	156.90
19.80	158.00
20.40	172.90
21.00	183.20
21.60	185.80
22.20	170.90
22.80	181.90
23.40	201.10
24.00	183.00
24.60	190.10
25.20	194.80
25.80	177.10
26.40	197.70
27.00	190.70
27.60	188.30
28.20	187.80
28.80	196.90
29.40	202.80
30.00	202.50
30.60	203.00
31.20	202.80
31.80	201.60
32.40	205.60
33.00	202.60
33.60	198.20
34.20	197.60
34.80	192.00
35.40	197.40
36.00	201.50
36.60	202.10
37.20	200.10
37.80	196.50
38.40	195.20
39.00	200.00
39.60	196.10
40.20	203.00
40.80	194.80
41.40	203.40
42.00	193.70
42.60	193.40
43.20	199.50
43.80	183.10
44.40	181.50
45.00	182.20
45.60	178.30
46.20	190.10
46.80	194.20
47.40	189.90
48.00	194.50
48.60	189.20
49.20	193.30
49.80	198.90
50.40	198.60
51.00	192.80
51.60	196.40
52.20	191.90
52.80	190.30
53.40	177.90
54.00	177.10
54.60	183.30
55.20	178.10
55.80	184.30
56.40	183.70
57.00	183.20
57.60	184.70
58.20	190.90
58.80	184.20
59.40	175.30
60.00	174.20
60.60	168.60
61.20	168.20
61.80	173.20
62.40	173.30
63.00	168.90
63.60	166.20
64.20	173.40
64.80	173.30
65.40	180.70
66.00	172.10
66.60	179.20
67.20	180.10
67.80	181.70
68.40	185.50
69.00	174.30
69.60	198.00
70.20	189.10
70.80	197.20
71.40	193.70
72.00	205.10
72.60	205.70
73.20	204.50
73.80	207.90
74.40	211.10
