0 1.000000 0.000000
1 0.986002 0.006487
2 0.951685 0.022217
3 0.907330 0.042384
4 0.860752 0.063560
5 0.816259 0.083896
6 0.775047 0.102952
7 0.736739 0.120756
8 0.700674 0.137512
9 0.666682 0.153367
10 0.635393 0.168257
11 0.607829 0.182136
12 0.582687 0.195698
13 0.558555 0.209686
14 0.534263 0.224653
15 0.509339 0.240725
16 0.483981 0.257690
17 0.458937 0.275050
18 0.435289 0.292087
19 0.413889 0.308275
20 0.395000 0.323168
21 0.378293 0.336736
22 0.363019 0.349341
23 0.348429 0.361206
24 0.334210 0.372212
25 0.320393 0.382296
26 0.307263 0.391560
27 0.295257 0.400011
28 0.284608 0.407710
29 0.275505 0.414660
30 0.267994 0.420711
31 0.261561 0.425711
32 0.255741 0.429184
33 0.250113 0.430857
34 0.244656 0.430503
35 0.239170 0.428699
36 0.233743 0.426029
37 0.228765 0.423330
38 0.224690 0.421243
39 0.221735 0.419930
40 0.219684 0.419706
41 0.218351 0.420458
42 0.217381 0.422368
43 0.216381 0.425394
44 0.214438 0.429427
45 0.211031 0.433817
46 0.205972 0.438181
47 0.199390 0.443216
48 0.191933 0.450127
49 0.184286 0.459966
50 0.177106 0.473006
51 0.170150 0.488892
52 0.163773 0.506413
53 0.158425 0.523868
54 0.154743 0.540367
55 0.151045 0.556182
56 0.145080 0.569354
