#time	SIM_15_5/
0.60	157.20
1.20	157.20
1.80	159.20
2.40	163.90
3.00	149.30
3.60	146.60
4.20	146.70
4.80	140.90
5.40	129.30
6.00	133.20
6.60	139.10
7.20	161.20
7.80	151.00
8.40	152.80
9.00	160.60
9.60	155.40
10.20	174.60
10.80	186.20
11.40	188.20
12.00	181.40
12.60	189.90
13.20	198.10
13.80	188.60
14.40	180.90
15.00	186.00
15.60	186.50
16.20	193.90
16.80	194.20
17.40	180.60
18.00	189.30
18.60	195.80
19.20	186.30
19.80	192.80
20.40	203.40
21.00	198.60
21.60	201.30
22.20	196.20
22.80	205.50
23.40	218.60
24.00	210.60
24.60	201.80
25.20	205.10
25.80	198.70
26.40	189.90
27.00	183.10
27.60	191.00
28.20	189.10
28.80	200.10
29.40	200.40
30.00	193.10
30.60	200.60
31.20	210.40
31.80	210.10
32.40	212.40
33.00	205.90
33.60	205.80
34.20	200.80
34.80	207.80
35.40	197.00
36.00	189.00
36.60	197.20
37.20	207.90
37.80	197.30
38.40	203.30
39.00	204.80
39.60	200.40
40.20	194.60
40.80	188.30
41.40	194.10
42.00	196.80
42.60	198.20
43.20	201.00
43.80	207.90
44.40	208.50
45.00	218.30
45.60	209.70
46.20	212.50
46.80	216.80
47.40	213.30
48.00	218.80
48.60	222.40
49.20	208.70
49.80	206.50
50.40	210.40
51.00	213.80
51.60	210.70
52.20	221.90
52.80	211.60
53.40	207.70
54.00	195.00
54.60	205.60
55.20	194.70
55.80	191.30
56.40	193.10
57.00	197.40
57.60	199.50
58.20	187.50
58.80	190.80
59.40	195.50
60.00	198.20
60.60	195.30
61.20	197.80
61.80	200.20
62.40	185.70
63.00	184.20
63.60	187.50
64.20	193.80
64.80	189.90
65.40	194.60
66.00	204.90
66.60	205.60
67.20	205.10
67.80	211.50
68.40	199.50
69.00	197.10
69.60	190.40
70.20	180.50
70.80	193.30
71.40	197.60
72.00	202.50
72.60	190.40
73.20	194.60
73.80	206.40
74.40	193.00
75.00	188.20
75.60	187.50
76.20	194.30
76.80	181.10
77.40	185.20
78.00	191.50
78.60	183.80
79.20	178.60
79.80	183.70
80.40	179.60
81.00	180.30
81.60	176.20
82.20	184.90
82.80	189.90
83.40	202.10
84.00	204.10
84.60	196.80
85.20	189.90
85.80	185.50
86.40	189.20
87.00	180.10
87.60	181.10
88.20	190.10
88.80	188.60
89.40	211.40
90.00	203.70
90.60	198.20
91.20	205.80
91.80	203.50
92.40	213.70
93.00	213.30
93.60	208.20
94.20	216.60
94.80	207.00
95.40	204.50
96.00	212.70
96.60	208.70
97.20	201.60
97.80	209.50
98.40	194.40
99.00	207.70
99.60	212.40
100.20	204.70
100.80	211.60
101.40	211.50
102.00	213.50
102.60	198.50
103.20	204.70
103.80	220.00
104.40	228.90
105.00	220.90
105.60	226.50
106.20	222.30
106.80	222.30
107.40	225.70
108.00	216.50
108.60	224.30
109.20	227.30
109.80	210.90
110.40	215.80
111.00	219.50
111.60	213.10
112.20	229.10
112.80	227.60
113.40	230.10
114.00	217.90
114.60	226.90
115.20	222.70
115.80	227.60
116.40	226.30
117.00	222.00
117.60	229.50
118.20	221.80
118.80	227.60
119.40	228.20
120.00	230.80
120.60	231.20
121.20	224.30
121.80	228.40
122.40	226.10
123.00	233.90
123.60	224.90
124.20	221.90
