#time	SIM_10_10/
0.60	139.70
1.20	139.80
1.80	132.90
2.40	127.50
3.00	130.10
3.60	124.60
4.20	137.00
4.80	120.00
5.40	123.30
6.00	123.60
6.60	121.90
7.20	116.30
7.80	109.20
8.40	115.60
9.00	108.70
9.60	106.90
10.20	107.70
10.80	107.10
11.40	107.50
12.00	122.10
12.60	121.80
13.20	121.30
13.80	121.60
14.40	111.90
15.00	112.60
15.60	108.80
16.20	100.90
16.80	102.30
17.40	114.10
18.00	127.30
18.60	131.40
19.20	137.20
19.80	131.20
20.40	128.50
21.00	145.50
21.60	140.00
22.20	136.80
22.80	142.90
23.40	141.70
24.00	143.30
24.60	141.70
25.20	144.40
25.80	133.20
26.40	141.00
27.00	131.10
27.60	131.00
28.20	119.20
28.80	120.80
29.40	111.10
30.00	111.50
30.60	108.50
31.20	95.10
31.80	112.80
32.40	107.80
33.00	116.00
33.60	114.70
34.20	111.20
34.80	110.10
35.40	114.00
36.00	108.30
36.60	110.40
37.20	110.70
37.80	114.90
38.40	110.00
39.00	105.40
39.60	103.40
40.20	121.70
40.80	129.00
41.40	126.20
42.00	119.40
42.60	119.20
43.20	113.80
43.80	115.10
44.40	116.40
45.00	111.50
45.60	99.00
46.20	104.30
46.80	107.70
47.40	106.80
48.00	117.20
48.60	119.30
49.20	114.00
49.80	115.90
50.40	116.60
51.00	110.60
51.60	117.80
52.20	125.00
52.80	117.60
53.40	110.80
54.00	109.10
54.60	104.50
55.20	102.10
55.80	115.50
56.40	123.10
57.00	107.20
57.60	110.70
58.20	112.50
58.80	113.20
59.40	108.70
60.00	114.90
60.60	123.90
61.20	105.10
61.80	110.50
62.40	103.00
63.00	115.20
63.60	113.80
64.20	116.40
64.80	116.00
65.40	107.10
66.00	103.90
66.60	98.40
67.20	101.00
67.80	105.10
68.40	105.10
69.00	106.30
69.60	107.90
70.20	99.40
70.80	121.70
71.40	111.00
72.00	106.70
72.60	101.80
73.20	113.40
73.80	109.10
74.40	112.20
75.00	114.10
75.60	113.90
76.20	122.20
76.80	125.50
77.40	122.70
78.00	116.90
78.60	122.00
79.20	115.30
79.80	126.20
80.40	124.80
81.00	110.60
81.60	109.60
82.20	97.70
82.80	101.40
83.40	101.30
84.00	89.50
84.60	90.50
85.20	87.60
85.80	97.00
86.40	106.10
87.00	99.80
87.60	111.70
88.20	119.00
88.80	115.80
89.40	123.70
90.00	119.50
90.60	117.20
91.20	121.80
91.80	108.80
92.40	105.60
93.00	119.30
93.60	111.20
94.20	124.00
94.80	111.10
95.40	108.50
96.00	90.10
96.60	92.60
97.20	107.60
97.80	106.40
98.40	118.10
99.00	119.70
99.60	109.60
100.20	120.20
100.80	106.80
101.40	105.20
102.00	102.10
102.60	111.50
103.20	107.10
103.80	119.70
104.40	127.20
105.00	116.70
105.60	121.10
106.20	121.60
106.80	130.10
107.40	120.80
108.00	112.40
108.60	118.70
109.20	120.40
109.80	126.10
110.40	134.00
111.00	137.10
111.60	128.60
112.20	125.00
112.80	120.00
113.40	109.20
114.00	117.70
114.60	114.80
115.20	121.10
115.80	125.10
116.40	118.20
117.00	121.60
117.60	123.60
118.20	121.90
118.80	126.20
119.40	124.10
120.00	125.20
120.60	134.00
121.20	133.40
121.80	128.50
122.40	125.10
123.00	133.30
123.60	139.70
124.20	146.00
124.80	134.20
125.40	139.50
126.00	129.80
126.60	121.70
127.20	131.30
127.80	108.70
128.40	105.40
129.00	110.40
129.60	117.30
130.20	114.70
130.80	111.90
131.40	114.90
132.00	119.40
132.60	126.70
133.20	137.90
133.80	139.10
134.40	140.00
135.00	131.90
135.60	139.20
136.20	137.20
136.80	135.30
137.40	136.70
138.00	138.80
138.60	132.20
139.20	134.90
139.80	134.30
140.40	140.00
141.00	133.50
141.60	128.90
142.20	117.50
142.80	118.30
143.40	124.00
144.00	124.90
144.60	124.50
145.20	124.10
145.80	105.50
146.40	113.70
147.00	119.10
147.60	131.80
148.20	120.90
148.80	117.30
149.40	129.20
150.00	134.70
150.60	132.20
151.20	140.90
151.80	139.50
152.40	138.20
153.00	138.80
153.60	139.40
154.20	128.90
154.80	131.50
155.40	129.50
156.00	132.30
156.60	129.50
157.20	125.50
157.80	134.30
158.40	132.20
159.00	125.80
159.60	135.20
160.20	139.20
160.80	135.70
161.40	136.00
162.00	137.00
162.60	146.10
163.20	133.30
163.80	132.20
164.40	126.50
165.00	124.70
165.60	125.40
166.20	119.30
166.80	105.10
167.40	107.30
168.00	108.20
168.60	110.70
169.20	96.10
169.80	102.10
170.40	114.50
171.00	132.80
171.60	126.50
172.20	131.70
172.80	129.50
173.40	119.00
174.00	129.30
174.60	127.90
175.20	124.80
175.80	117.10
176.40	116.10
177.00	119.60
177.60	111.30
178.20	121.40
178.80	108.00
179.40	116.00
180.00	121.10
180.60	118.40
181.20	120.60
181.80	128.80
182.40	124.10
183.00	124.10
183.60	120.10
184.20	116.70
184.80	113.20
185.40	130.00
186.00	121.30
186.60	125.40
187.20	125.40
187.80	125.20
188.40	117.40
189.00	123.90
189.60	120.10
190.20	115.80
190.80	116.90
191.40	120.40
192.00	123.40
192.60	113.90
193.20	114.10
193.80	125.10
194.40	122.80
195.00	123.90
195.60	128.20
196.20	116.70
196.80	123.00
197.40	129.20
198.00	125.70
198.60	132.10
199.20	120.40
199.80	121.40
200.40	116.90
201.00	123.20
201.60	130.60
202.20	132.40
202.80	129.30
203.40	138.20
204.00	141.10
204.60	133.70
205.20	124.30
205.80	140.90
206.40	133.50
207.00	131.50
207.60	135.10
208.20	138.80
208.80	138.20
209.40	131.30
210.00	130.30
210.60	118.80
211.20	124.70
211.80	131.30
212.40	129.40
213.00	132.40
213.60	127.80
214.20	133.40
214.80	127.70
215.40	128.90
216.00	124.00
216.60	135.20
217.20	135.70
217.80	128.20
218.40	119.40
219.00	119.30
219.60	123.20
220.20	116.40
220.80	124.50
221.40	119.30
222.00	118.40
222.60	124.70
223.20	120.70
223.80	126.70
224.40	130.40
225.00	114.60
225.60	116.50
226.20	113.00
226.80	112.30
227.40	115.50
228.00	119.30
228.60	122.50
229.20	114.40
229.80	111.30
230.40	106.30
231.00	111.50
231.60	118.60
232.20	115.20
232.80	114.40
233.40	108.50
234.00	106.70
234.60	113.30
235.20	117.30
235.80	122.30
236.40	125.90
237.00	127.40
237.60	126.30
238.20	135.50
238.80	133.90
239.40	141.30
240.00	138.60
240.60	134.60
241.20	136.80
241.80	139.20
242.40	133.90
243.00	135.00
243.60	137.20
244.20	139.70
244.80	133.80
245.40	125.50
246.00	126.10
246.60	121.10
247.20	133.80
247.80	134.90
248.40	133.60
249.00	139.80
249.60	136.70
250.20	135.40
250.80	133.40
251.40	125.00
252.00	128.50
252.60	121.90
253.20	134.00
253.80	135.40
254.40	128.10
255.00	125.00
255.60	124.30
256.20	129.90
256.80	127.10
257.40	135.50
258.00	137.60
258.60	131.60
259.20	130.80
259.80	125.90
260.40	129.00
261.00	119.40
261.60	128.40
262.20	123.00
262.80	128.30
263.40	123.70
264.00	133.30
264.60	136.40
265.20	139.20
265.80	139.90
266.40	128.10
267.00	130.30
267.60	121.30
268.20	126.90
268.80	138.70
269.40	148.30
270.00	142.70
270.60	128.40
271.20	125.80
271.80	115.90
272.40	122.50
273.00	110.10
273.60	112.90
274.20	108.10
274.80	110.00
275.40	108.20
276.00	110.30
276.60	112.50
277.20	112.10
277.80	104.50
278.40	102.00
279.00	105.90
279.60	105.00
280.20	103.30
280.80	107.40
281.40	99.60
282.00	86.30
282.60	86.60
283.20	100.30
283.80	100.10
284.40	98.40
285.00	95.80
285.60	96.80
286.20	110.30
286.80	114.50
287.40	117.00
288.00	110.20
288.60	118.60
289.20	120.60
289.80	115.00
290.40	124.80
291.00	124.50
291.60	126.80
292.20	131.50
292.80	143.30
293.40	145.30
294.00	149.10
294.60	145.90
295.20	147.60
295.80	154.40
296.40	146.10
297.00	147.60
297.60	137.00
298.20	144.40
298.80	136.70
299.40	132.50
300.00	137.20
300.60	130.70
301.20	124.10
301.80	130.80
302.40	122.50
303.00	122.10
303.60	118.60
304.20	114.00
304.80	120.70
305.40	112.70
306.00	116.90
306.60	109.20
307.20	110.20
307.80	116.20
308.40	116.60
309.00	107.90
309.60	105.10
310.20	126.20
310.80	116.10
311.40	114.90
312.00	124.80
312.60	127.10
313.20	126.90
313.80	125.30
314.40	110.00
315.00	111.30
315.60	111.70
316.20	124.20
316.80	117.70
317.40	123.40
318.00	119.30
318.60	141.40
319.20	136.40
319.80	136.10
320.40	130.40
321.00	117.90
321.60	126.10
322.20	125.80
322.80	126.30
323.40	134.10
324.00	144.40
324.60	138.00
325.20	134.00
325.80	145.80
326.40	141.40
327.00	143.20
327.60	133.10
328.20	135.20
