#time	SIM_5_20/
0.60	133.90
1.20	134.00
1.80	124.80
2.40	119.30
3.00	140.10
3.60	135.80
4.20	133.30
4.80	131.80
5.40	122.20
6.00	108.10
6.60	110.60
7.20	108.90
7.80	111.80
8.40	116.40
9.00	117.30
9.60	112.20
10.20	122.50
10.80	128.30
11.40	127.10
12.00	125.60
12.60	108.00
13.20	110.20
13.80	111.70
14.40	103.20
15.00	108.40
15.60	110.50
16.20	103.50
16.80	98.20
17.40	100.40
18.00	106.90
18.60	112.60
19.20	111.20
19.80	115.20
20.40	105.90
21.00	101.30
21.60	108.40
22.20	109.60
22.80	101.80
23.40	113.80
24.00	108.00
24.60	100.40
25.20	91.20
25.80	87.20
26.40	86.20
27.00	91.00
27.60	102.20
28.20	84.20
28.80	83.20
29.40	70.00
30.00	73.10
30.60	72.60
31.20	73.70
31.80	84.40
32.40	89.10
33.00	84.20
33.60	78.40
34.20	80.40
34.80	84.40
35.40	83.70
36.00	81.20
36.60	78.30
37.20	84.30
37.80	88.10
38.40	86.50
39.00	90.40
39.60	92.80
40.20	100.30
40.80	98.60
41.40	95.00
42.00	92.20
42.60	99.90
43.20	91.40
43.80	82.30
44.40	65.40
45.00	63.40
45.60	56.10
46.20	56.70
46.80	58.30
47.40	58.40
48.00	63.30
48.60	70.70
49.20	64.20
49.80	65.10
50.40	53.20
51.00	54.20
51.60	62.30
52.20	64.80
52.80	54.60
53.40	64.60
54.00	61.20
54.60	59.80
55.20	60.10
55.80	61.20
56.40	70.50
57.00	70.00
57.60	44.90
58.20	52.10
58.80	45.90
59.40	48.50
60.00	51.40
60.60	51.70
61.20	50.30
61.80	47.40
62.40	53.60
63.00	45.70
63.60	44.40
64.20	49.40
64.80	49.60
65.40	62.20
66.00	63.10
66.60	59.90
67.20	67.70
67.80	70.40
68.40	66.10
69.00	57.80
69.60	54.20
70.20	63.70
70.80	53.80
71.40	61.70
72.00	71.20
72.60	61.50
73.20	50.20
73.80	53.00
74.40	46.60
75.00	42.60
75.60	48.20
76.20	52.10
76.80	52.30
77.40	62.70
78.00	71.90
78.60	58.00
79.20	42.40
79.80	46.50
80.40	63.40
81.00	60.60
81.60	36.70
82.20	49.30
82.80	47.80
83.40	54.60
84.00	64.00
84.60	59.50
85.20	65.00
85.80	43.60
86.40	45.60
87.00	48.40
87.60	55.30
88.20	46.60
88.80	43.50
89.40	46.10
90.00	47.80
90.60	44.00
91.20	48.00
91.80	40.70
92.40	49.90
93.00	50.50
93.60	47.00
94.20	47.20
94.80	59.20
95.40	67.80
96.00	70.60
96.60	64.30
97.20	69.30
97.80	74.90
98.40	62.90
99.00	69.60
99.60	67.20
100.20	53.80
100.80	54.50
101.40	61.20
102.00	72.40
102.60	62.10
103.20	64.40
103.80	58.90
104.40	60.60
105.00	57.20
105.60	51.20
106.20	50.80
106.80	53.60
107.40	61.50
108.00	63.00
108.60	44.60
109.20	47.10
109.80	59.30
110.40	63.20
111.00	57.50
111.60	58.80
112.20	41.60
112.80	34.10
113.40	46.30
114.00	38.70
114.60	30.10
115.20	34.10
115.80	35.10
116.40	45.30
117.00	30.60
117.60	31.40
118.20	33.30
118.80	32.50
119.40	29.80
120.00	45.80
120.60	38.60
121.20	33.90
121.80	31.60
122.40	32.60
123.00	27.60
123.60	34.60
124.20	41.40
124.80	31.00
125.40	26.80
126.00	30.00
126.60	19.90
127.20	20.00
127.80	30.00
128.40	25.40
129.00	34.80
129.60	24.40
130.20	25.20
130.80	31.80
131.40	45.90
132.00	35.10
132.60	29.20
133.20	40.20
133.80	39.10
134.40	41.70
135.00	36.90
135.60	32.90
136.20	39.90
136.80	44.10
137.40	40.60
138.00	41.00
138.60	50.20
139.20	40.00
139.80	48.40
140.40	52.10
141.00	40.20
141.60	49.40
142.20	40.50
142.80	33.60
143.40	45.40
144.00	37.30
144.60	38.50
145.20	23.90
145.80	35.00
146.40	44.50
147.00	44.10
147.60	48.60
148.20	54.30
148.80	63.80
149.40	54.20
150.00	62.60
150.60	63.60
151.20	58.90
151.80	56.70
152.40	65.80
153.00	68.70
153.60	67.10
154.20	48.60
154.80	54.50
155.40	56.00
156.00	55.70
156.60	57.50
157.20	56.00
157.80	52.80
158.40	70.50
159.00	51.30
159.60	61.40
160.20	60.10
160.80	53.70
161.40	53.10
162.00	57.10
162.60	58.20
163.20	49.00
163.80	41.70
164.40	34.90
165.00	29.60
165.60	31.40
166.20	33.30
166.80	33.80
167.40	40.30
168.00	43.60
168.60	41.60
169.20	45.60
169.80	46.00
170.40	55.40
171.00	60.90
171.60	48.70
172.20	55.50
172.80	41.10
173.40	37.70
174.00	33.60
174.60	40.00
175.20	44.40
175.80	38.80
176.40	39.10
177.00	28.70
177.60	39.30
178.20	39.80
178.80	47.20
179.40	52.40
180.00	44.80
180.60	48.70
181.20	41.90
181.80	45.70
182.40	38.20
183.00	49.10
183.60	52.10
184.20	46.00
184.80	42.40
185.40	54.30
186.00	43.00
186.60	50.40
187.20	50.80
187.80	58.10
188.40	59.20
189.00	58.00
189.60	51.80
190.20	46.40
190.80	45.20
191.40	40.40
192.00	54.80
192.60	56.70
193.20	49.80
193.80	62.10
194.40	65.10
195.00	45.60
195.60	58.40
196.20	67.00
196.80	59.80
197.40	65.70
198.00	69.20
198.60	75.80
199.20	75.30
199.80	62.00
200.40	62.30
201.00	69.70
201.60	66.80
202.20	71.30
202.80	71.20
203.40	64.20
204.00	63.00
204.60	67.80
205.20	68.90
205.80	60.80
206.40	56.70
207.00	48.00
207.60	58.60
208.20	59.00
208.80	74.80
209.40	74.90
210.00	82.60
210.60	77.10
211.20	82.50
211.80	62.90
212.40	71.20
213.00	77.30
213.60	73.80
214.20	68.60
214.80	54.20
215.40	57.50
216.00	56.50
216.60	49.90
217.20	45.40
217.80	55.70
218.40	56.30
219.00	50.10
219.60	55.80
220.20	61.20
220.80	67.60
221.40	69.40
222.00	66.60
222.60	55.20
223.20	66.70
223.80	52.20
224.40	66.30
225.00	73.10
225.60	66.40
226.20	76.70
226.80	67.50
227.40	76.30
228.00	90.30
228.60	89.40
229.20	84.90
229.80	73.50
230.40	83.80
231.00	73.40
231.60	78.50
232.20	73.00
232.80	81.20
233.40	83.40
234.00	65.20
234.60	52.60
235.20	57.10
235.80	62.20
236.40	48.20
237.00	54.30
237.60	62.60
238.20	69.20
238.80	56.20
239.40	63.40
240.00	66.60
240.60	69.90
241.20	64.40
241.80	69.80
242.40	54.30
243.00	67.80
243.60	71.30
244.20	69.20
244.80	48.30
245.40	47.80
246.00	50.70
246.60	56.90
247.20	52.60
247.80	59.30
248.40	67.00
249.00	51.10
249.60	59.80
250.20	55.40
250.80	57.30
251.40	54.70
252.00	53.70
252.60	47.50
253.20	49.50
253.80	51.10
254.40	48.20
255.00	34.70
255.60	44.40
256.20	41.20
256.80	46.80
257.40	34.40
258.00	56.20
258.60	52.30
259.20	54.50
259.80	54.90
260.40	53.80
261.00	40.00
261.60	61.90
262.20	61.20
262.80	68.20
263.40	64.80
264.00	64.40
264.60	44.90
265.20	49.60
265.80	53.60
266.40	64.40
267.00	60.30
267.60	55.80
268.20	61.30
268.80	55.40
269.40	49.70
270.00	34.40
270.60	38.50
271.20	51.20
271.80	56.70
272.40	50.00
273.00	60.20
273.60	47.10
274.20	32.40
274.80	45.90
275.40	39.30
276.00	37.70
276.60	53.90
277.20	55.40
277.80	43.80
278.40	57.60
279.00	60.70
279.60	62.00
280.20	62.00
280.80	69.80
281.40	72.50
282.00	61.20
282.60	61.50
283.20	38.30
283.80	38.70
284.40	54.90
285.00	57.30
285.60	58.60
286.20	55.60
286.80	44.70
287.40	44.90
288.00	46.40
288.60	47.60
289.20	45.90
289.80	45.50
290.40	58.20
291.00	50.50
291.60	49.60
292.20	42.40
292.80	48.10
293.40	47.50
294.00	62.60
294.60	68.90
295.20	67.90
295.80	68.00
296.40	58.90
297.00	53.60
297.60	63.30
298.20	60.30
298.80	63.50
299.40	57.30
300.00	62.30
300.60	58.30
301.20	60.90
301.80	70.60
302.40	65.80
303.00	71.60
303.60	81.50
304.20	76.30
304.80	74.30
305.40	46.20
306.00	46.40
306.60	55.60
307.20	58.70
307.80	54.80
308.40	52.30
309.00	43.30
309.60	43.20
310.20	40.70
310.80	51.80
311.40	45.70
312.00	47.90
312.60	50.20
313.20	49.40
313.80	58.90
314.40	46.70
315.00	37.60
315.60	44.10
316.20	38.30
316.80	51.10
317.40	36.10
318.00	39.50
318.60	48.30
319.20	50.80
319.80	51.50
320.40	56.40
321.00	49.90
321.60	56.30
322.20	55.50
322.80	38.10
323.40	39.30
324.00	42.00
324.60	46.00
325.20	50.60
325.80	48.50
326.40	53.80
327.00	57.90
327.60	55.50
328.20	65.10
328.80	63.50
329.40	68.00
330.00	57.50
330.60	61.20
331.20	56.50
331.80	50.10
332.40	56.50
333.00	59.40
333.60	45.80
334.20	47.30
334.80	60.60
335.40	48.30
336.00	53.30
336.60	52.80
337.20	55.50
337.80	50.00
338.40	58.90
339.00	60.70
339.60	54.60
340.20	53.00
340.80	54.40
341.40	38.20
342.00	36.60
342.60	38.50
343.20	48.70
343.80	48.70
344.40	40.90
345.00	36.90
345.60	35.50
346.20	23.70
346.80	25.00
347.40	23.90
348.00	29.90
348.60	32.70
349.20	33.40
349.80	30.80
350.40	16.00
351.00	23.70
351.60	25.60
352.20	25.10
352.80	28.70
353.40	37.00
354.00	47.90
354.60	51.50
355.20	57.60
355.80	61.20
356.40	46.70
357.00	49.70
357.60	49.10
358.20	48.20
358.80	39.10
359.40	38.40
360.00	30.60
360.60	48.90
361.20	44.40
361.80	46.00
362.40	41.20
363.00	45.60
363.60	56.50
364.20	56.40
364.80	52.40
365.40	63.30
366.00	47.60
366.60	48.00
367.20	61.20
367.80	55.90
368.40	41.20
369.00	50.30
369.60	51.30
370.20	54.80
370.80	45.70
371.40	52.00
372.00	45.10
372.60	39.20
373.20	48.80
373.80	45.50
374.40	38.50
375.00	37.10
375.60	36.70
376.20	30.30
376.80	26.50
377.40	28.10
378.00	25.00
378.60	33.90
379.20	32.10
379.80	40.70
380.40	39.50
381.00	43.70
381.60	32.50
382.20	31.30
382.80	46.00
383.40	45.50
384.00	48.90
384.60	35.80
385.20	48.70
385.80	62.10
386.40	49.70
387.00	45.90
387.60	59.90
388.20	50.10
388.80	58.50
389.40	65.60
390.00	64.60
390.60	61.20
391.20	46.00
391.80	53.00
392.40	58.50
393.00	60.00
393.60	59.80
394.20	58.80
394.80	60.00
395.40	64.30
396.00	55.60
396.60	53.80
397.20	52.60
397.80	56.80
398.40	51.50
399.00	48.10
399.60	49.90
400.20	52.90
400.80	49.90
401.40	50.10
402.00	54.70
402.60	54.70
403.20	48.60
403.80	58.70
404.40	57.60
405.00	49.90
405.60	43.50
406.20	34.70
406.80	34.70
407.40	27.30
408.00	24.40
408.60	29.00
409.20	28.30
409.80	33.50
410.40	26.20
411.00	32.20
411.60	32.00
412.20	38.50
412.80	33.70
413.40	39.60
414.00	41.20
414.60	27.10
415.20	35.40
415.80	23.80
416.40	21.80
417.00	14.10
417.60	13.50
418.20	14.20
418.80	22.70
419.40	8.00
420.00	10.20
420.60	11.00
421.20	8.10
421.80	22.30
422.40	13.00
423.00	13.90
423.60	14.40
424.20	13.20
424.80	10.20
425.40	15.20
426.00	14.20
426.60	12.90
427.20	10.10
427.80	11.50
428.40	20.00
429.00	24.40
429.60	10.10
430.20	3.40
430.80	9.30
431.40	11.50
432.00	7.40
432.60	7.90
433.20	12.00
433.80	11.80
434.40	13.70
435.00	13.40
435.60	26.30
436.20	24.60
436.80	34.40
437.40	30.20
438.00	32.30
438.60	22.80
439.20	12.70
439.80	11.90
440.40	5.50
441.00	8.40
441.60	13.10
442.20	23.90
442.80	23.10
443.40	23.60
444.00	26.50
444.60	23.10
445.20	26.90
445.80	14.80
446.40	27.40
447.00	30.30
447.60	26.50
448.20	22.90
448.80	20.30
449.40	18.40
450.00	12.90
450.60	29.50
451.20	25.90
451.80	29.00
452.40	28.70
453.00	23.90
453.60	29.10
454.20	22.30
454.80	28.30
455.40	29.70
456.00	27.20
456.60	30.30
457.20	41.50
457.80	42.40
458.40	45.70
459.00	50.80
459.60	47.30
460.20	48.30
460.80	45.60
461.40	33.80
462.00	31.10
462.60	35.60
463.20	28.00
463.80	20.60
464.40	17.10
465.00	30.40
465.60	24.20
466.20	22.00
466.80	24.00
467.40	17.10
468.00	8.10
468.60	10.40
469.20	12.60
469.80	8.90
470.40	15.60
471.00	13.40
471.60	12.10
472.20	17.70
472.80	16.60
473.40	17.60
474.00	12.40
474.60	7.60
475.20	13.80
475.80	19.90
476.40	20.60
477.00	14.30
477.60	12.60
478.20	23.00
478.80	8.20
479.40	15.30
480.00	9.90
480.60	13.90
481.20	13.10
481.80	16.60
482.40	21.10
483.00	13.60
483.60	23.90
484.20	28.80
484.80	18.40
485.40	34.70
486.00	31.70
486.60	20.50
487.20	22.30
487.80	24.10
488.40	17.40
489.00	12.20
489.60	18.50
490.20	15.70
490.80	17.40
491.40	21.80
492.00	20.30
492.60	15.50
493.20	8.40
493.80	6.10
494.40	12.20
495.00	9.10
495.60	12.90
496.20	15.80
496.80	16.40
497.40	11.00
498.00	15.00
498.60	9.80
499.20	6.00
499.80	9.80
500.40	15.70
501.00	18.90
501.60	18.70
502.20	7.80
502.80	17.60
503.40	11.90
504.00	8.30
504.60	13.40
505.20	12.30
505.80	8.30
506.40	11.70
507.00	12.70
507.60	12.30
508.20	8.10
508.80	11.40
509.40	5.90
510.00	16.10
510.60	6.80
511.20	10.20
511.80	20.10
512.40	12.90
513.00	20.70
513.60	16.10
514.20	11.60
514.80	13.90
515.40	5.50
516.00	7.50
516.60	7.00
517.20	6.20
517.80	11.30
518.40	9.80
519.00	8.70
519.60	12.50
520.20	10.40
520.80	8.20
521.40	8.80
522.00	15.70
522.60	11.90
523.20	20.80
523.80	18.50
524.40	18.20
525.00	4.20
525.60	16.80
526.20	10.10
526.80	6.50
527.40	11.40
528.00	13.90
528.60	21.10
529.20	21.80
529.80	13.90
530.40	7.80
531.00	10.50
531.60	1.90
532.20	14.50
532.80	14.90
533.40	22.20
534.00	15.30
534.60	16.20
535.20	16.40
535.80	20.20
536.40	12.90
537.00	10.00
537.60	8.20
538.20	10.40
538.80	22.90
539.40	27.10
540.00	18.30
540.60	16.70
541.20	11.70
541.80	18.80
542.40	18.40
543.00	27.00
543.60	21.60
544.20	26.20
544.80	9.50
545.40	16.30
546.00	19.90
546.60	21.40
547.20	18.30
547.80	21.70
548.40	7.80
549.00	18.90
549.60	13.70
550.20	12.50
550.80	15.50
551.40	13.40
552.00	17.90
552.60	20.70
553.20	18.30
553.80	22.10
554.40	16.40
555.00	22.50
555.60	23.10
556.20	20.10
556.80	14.90
557.40	17.60
558.00	26.40
558.60	26.60
559.20	30.70
559.80	29.70
560.40	28.10
561.00	21.30
561.60	24.40
562.20	29.90
562.80	23.80
563.40	22.50
564.00	19.60
564.60	18.80
565.20	25.90
565.80	24.00
566.40	23.20
567.00	16.60
567.60	23.30
568.20	27.50
568.80	21.50
569.40	24.70
570.00	28.30
570.60	20.00
571.20	18.00
571.80	17.30
572.40	17.10
573.00	22.30
573.60	21.50
574.20	20.90
574.80	18.30
575.40	23.00
576.00	21.20
576.60	23.60
577.20	15.50
577.80	21.70
578.40	24.00
579.00	24.60
579.60	31.20
580.20	38.60
580.80	32.50
581.40	29.80
582.00	29.30
582.60	25.10
583.20	33.30
583.80	24.60
584.40	22.70
585.00	29.40
585.60	21.90
586.20	25.70
586.80	21.70
587.40	18.80
588.00	14.80
588.60	20.00
589.20	17.80
589.80	30.70
590.40	35.30
591.00	33.70
591.60	30.80
592.20	23.00
592.80	24.70
593.40	29.70
594.00	22.80
594.60	24.30
595.20	22.20
595.80	27.70
596.40	14.20
597.00	19.00
597.60	21.10
598.20	18.40
598.80	11.60
599.40	17.20
600.00	22.40
600.60	35.10
601.20	36.00
601.80	18.60
602.40	8.90
603.00	16.70
603.60	19.40
604.20	14.10
604.80	11.70
605.40	14.60
606.00	16.30
606.60	18.20
607.20	16.00
607.80	17.50
608.40	19.70
609.00	13.00
609.60	18.80
610.20	13.00
610.80	16.70
611.40	16.20
612.00	15.10
612.60	18.10
613.20	15.90
613.80	11.60
614.40	13.80
615.00	11.70
615.60	5.50
616.20	8.10
616.80	5.40
617.40	14.40
618.00	17.20
618.60	16.00
619.20	20.10
619.80	27.50
620.40	18.80
621.00	16.20
621.60	14.40
622.20	12.70
622.80	9.20
623.40	13.00
624.00	12.40
624.60	9.40
625.20	17.30
625.80	11.80
626.40	21.80
627.00	21.80
627.60	21.30
628.20	23.90
628.80	13.30
629.40	22.10
630.00	16.60
630.60	12.10
631.20	18.80
631.80	16.70
632.40	11.60
633.00	7.50
633.60	14.30
634.20	17.30
634.80	19.70
635.40	11.10
636.00	19.40
636.60	16.40
637.20	19.00
637.80	20.40
638.40	14.00
639.00	12.30
639.60	16.60
640.20	19.30
640.80	12.00
641.40	10.70
642.00	21.10
642.60	19.00
643.20	15.60
643.80	11.40
644.40	16.50
645.00	9.80
645.60	9.50
646.20	12.90
646.80	15.40
647.40	24.70
648.00	29.90
648.60	23.00
649.20	30.40
649.80	23.40
650.40	20.50
651.00	19.70
651.60	20.20
652.20	14.80
652.80	26.20
653.40	23.00
654.00	20.10
654.60	19.70
655.20	20.60
655.80	15.90
656.40	11.00
657.00	7.90
657.60	9.70
658.20	10.80
658.80	18.00
659.40	14.90
660.00	16.50
660.60	9.10
661.20	9.30
661.80	18.20
662.40	16.30
663.00	6.60
663.60	16.10
664.20	9.90
664.80	17.40
665.40	9.80
666.00	22.90
666.60	25.60
667.20	20.50
667.80	20.80
668.40	21.70
669.00	14.50
669.60	20.70
