5.000000	0.000000	130.260000	30.020000
5.000000	5.000000	139.210000	30.470000
5.000000	10.000000	100.180000	29.670000
5.000000	20.000000	34.160000	18.340000

7.500000	0.000000	139.570000	34.840000
7.500000	5.000000	119.890000	27.700000
7.500000	10.000000	145.770000	52.500000
7.500000	20.000000	60.640000	10.190000

10.000000	0.000000	182.950000	32.910000
10.000000	5.000000	182.950000	27.540000
10.000000	10.000000	185.130000	23.570000
10.000000	20.000000	15.740000	3.680000

15.000000	0.000000	221.410000	13.850000
15.000000	5.000000	219.000000	14.170000
15.000000	10.000000	215.850000	12.050000
15.000000	20.000000	183.500000	18.030000

