0 1.000000 0.000000
1 0.997085 0.001303
2 0.989686 0.004832
3 0.979642 0.009819
4 0.968690 0.015471
5 0.957966 0.021280
6 0.947858 0.027105
7 0.938216 0.033053
8 0.928666 0.039301
9 0.918972 0.045911
10 0.909205 0.052799
11 0.899750 0.059830
12 0.890346 0.067049
13 0.880901 0.074536
14 0.871419 0.082294
15 0.862034 0.090203
16 0.853020 0.097846
17 0.844615 0.104810
18 0.836933 0.110828
19 0.829939 0.115797
20 0.823440 0.119787
21 0.817203 0.123019
22 0.811037 0.125787
23 0.804842 0.128407
24 0.798644 0.131105
25 0.792614 0.133921
26 0.786916 0.136886
27 0.781698 0.140015
28 0.777014 0.143382
29 0.772759 0.147105
30 0.768780 0.151217
31 0.764863 0.155689
32 0.760839 0.160417
33 0.756556 0.165439
34 0.752032 0.170675
35 0.747347 0.176218
36 0.742623 0.182073
37 0.737979 0.188196
38 0.733416 0.194571
39 0.728847 0.201157
40 0.724134 0.207899
41 0.719137 0.214733
42 0.713771 0.221616
43 0.708101 0.228372
44 0.702179 0.235055
45 0.696103 0.241734
46 0.689939 0.248466
47 0.683779 0.255395
48 0.677686 0.262488
49 0.671637 0.269872
50 0.665561 0.277671
51 0.659315 0.285957
52 0.652790 0.294612
53 0.646033 0.303549
54 0.639199 0.312235
55 0.632385 0.320374
56 0.625775 0.327322
