#	SIM_0.2_-5.71		#	SIM_200_-5.71		#	SIM_20_-5.71		#	SIM_2_-5.71	
1	-1221647.77036695	1	951965.722805145	1	49419.0919497681	1	-503781.050223481
500	-565859.266754249	500	374340.074970213	500	-834830.859003371	500	-180357.364276276
1000	-182262.818669582	1000	-1044950.67569741	1000	-1143510.33809310	1000	-595030.504747438
1500	-1156119.54874287	1500	134360.671095375	1500	7026.80246518419	1500	260293.554882018
2000	790834.866348758	2000	732306.559606143	2000	1376745.40931374	2000	-846261.192244194
2500	538126.773544014	2500	584457.126507763	2500	-322580.019012107	2500	2282034.22090157
3000	-580419.111423545	3000	-1992126.48599125	3000	-1570334.84761154	3000	-93435.6379699466
3500	1126508.35897300	3500	-32221.0673708952	3500	6517.08401381979	3500	-576540.730761852
4000	768601.033144052	4000	440800.748867452	4000	-552761.592250422	4000	660564.474936955
4500	381926.091170943	4500	-433747.469792441	4500	1175944.31311951	4500	-570430.566519366
5000	897813.376972722	5000	-1355161.30467199	5000	88158.7444342883	5000	194717.834194099
5500	-824187.915972308	5500	11484.2795558819	5500	51835.4618926047	5500	-891407.758975673
6000	140222.973830533	6000	1092674.90106136	6000	-1483641.50887295	6000	1491607.46680788
6500	598660.030429208	6500	-297637.075906283	6500	888433.414998123	6500	322407.923262088
7000	1667151.99408357	7000	1006934.52976785	7000	-14631.3797117671	7000	-776158.127327536
7500	-570834.695211923	7500	207143.078365794	7500	-852414.912373711	7500	331858.336530434
8000	352032.018844236	8000	-1119637.58721489	8000	502369.442061692	8000	765960.927320770
8500	-455008.547091822	8500	1007722.46694096	8500	727186.628320053	8500	745577.643099843
9000	-26396.7015442778	9000	1118515.87506511	9000	288786.785403955	9000	26802.0380017149
9500	2310500.10745420	9500	759286.663829995	9500	485400.530246308	9500	1509526.07694097
10000	276188.711280091	10000	140899.720577800	10000	-118569.422221849	10000	-159470.885095390
10500	-371526.319291200	10500	-1000368.14091849	10500	14232.1729048389	10500	330398.392687260
11000	-545842.121000773	11000	-405024.112550536	11000	-309302.337480141	11000	779100.463109600
11500	236685.552014019	11500	1160989.74301307	11500	-191311.953952435	11500	-738609.310871142
12000	-281049.430017057	12000	-159571.316076045	12000	867115.718435608	12000	-779940.262414048
12500	494456.973066122	12500	1367273.40773454	12500	1005841.56444852	12500	-534377.895099111
13000	764195.792561784	13000	99587.8070337235	13000	397805.081415311	13000	-538369.690471128
13500	429064.512273229	13500	-701360.492820102	13500	-771137.075539719	13500	167839.638422299
14000	270483.148342595	14000	925489.769338151	14000	-606320.079097616	14000	-923110.778398311
14500	-973765.937244114	14500	-276706.793515793	14500	-493775.106185052	14500	857898.814013319
15000	1734884.43465182	15000	1716946.44242703	15000	-791551.959235358	15000	-541833.742378107
15500	-138048.343640234	15500	767795.438436042	15500	-503222.273387012	15500	1204803.66519267
16000	-70629.6841733176	16000	519755.433503552	16000	-1249424.22621824	16000	-41137.9072527121
16500	-111262.791396172	16500	660709.203467467	16500	1093366.66293449	16500	310060.500568301
17000	-604801.285159474	17000	197489.578699991	17000	-867423.402509320	17000	300775.752431767
17500	663640.927303035	17500	33838.6882197030	17500	114166.095867966	17500	-755439.471679827
18000	-55342.8586840266	18000	-441865.790540234	18000	792918.518042078	18000	24000.1540411006
18500	1825609.20275165	18500	755036.402949326	18500	-571552.611919645	18500	539695.612055505
19000	85832.7411403013	19000	-4629.58609577409	19000	-821533.563256721	19000	-936100.885457454
19500	-106182.440949957	19500	251586.416693136	19500	-60465.0047033006	19500	453452.832962552
20000	86142.1031991283	20000	318940.300006604	20000	1025450.01454990	20000	-631818.744643475
20500	291564.457722720	20500	23489.7819004323	20500	-435972.531461374	20500	1444871.61259915
21000	-1019832.01150470	21000	-1195120.04517232	21000	1386243.96982141	21000	667102.578842828
21500	708033.565434507	21500	-446018.332566431	21500	396454.158278677	21500	674286.195525601
22000	216891.662290064	22000	-8947.09206933777	22000	869513.879292640	22000	-95495.1719236863
22500	-580110.386984316	22500	-169930.845881623	22500	11310.8388108387	22500	-272320.862890174
