0 193824317.076400 451830.041175
-10 204043424.944338 461919.059806
-12 205147352.348997 498158.053800
-15 206399507.571474 493609.873776
-2 196637725.491080 463798.489343
-4 198928403.650849 485735.783157
-5 199986847.983505 446268.634368
-6 200963348.805436 496693.783412
-7 201801013.480727 487884.934204
-8 202646013.369382 447051.508206
-9 203345836.475736 515913.161681
