#time	SIM_10_0/
0.60	206.30
1.20	206.40
1.80	201.90
2.40	200.30
3.00	198.40
3.60	202.20
4.20	195.30
4.80	201.70
5.40	198.30
6.00	194.20
6.60	182.70
7.20	177.00
7.80	188.60
8.40	192.10
9.00	199.30
9.60	197.80
10.20	202.40
10.80	204.70
11.40	213.60
12.00	216.10
12.60	201.10
13.20	210.90
13.80	201.70
14.40	188.50
15.00	191.40
15.60	204.00
16.20	204.20
16.80	193.30
17.40	204.60
18.00	202.80
18.60	206.00
19.20	196.40
19.80	198.90
20.40	214.50
21.00	221.90
21.60	215.00
22.20	210.10
22.80	214.30
23.40	215.40
24.00	222.40
24.60	223.30
25.20	215.70
25.80	222.50
26.40	214.40
27.00	213.60
27.60	213.90
28.20	209.10
28.80	201.70
29.40	210.60
30.00	218.40
30.60	215.50
31.20	213.60
31.80	209.20
32.40	190.40
33.00	197.60
33.60	194.40
34.20	187.60
34.80	185.60
35.40	182.70
36.00	183.10
36.60	161.20
37.20	172.20
37.80	166.50
38.40	151.70
39.00	141.90
39.60	142.80
40.20	148.40
40.80	147.60
41.40	162.80
42.00	161.10
42.60	152.70
43.20	156.10
43.80	146.90
44.40	133.10
45.00	145.70
45.60	154.10
46.20	139.90
46.80	137.40
47.40	147.80
48.00	138.20
48.60	146.80
49.20	146.20
49.80	154.60
50.40	139.10
51.00	131.40
51.60	149.50
52.20	147.60
52.80	153.30
53.40	144.20
54.00	128.90
54.60	131.90
55.20	139.50
55.80	132.30
56.40	137.40
57.00	144.20
57.60	142.60
58.20	142.20
58.80	136.10
59.40	135.30
60.00	142.80
60.60	146.10
61.20	167.80
61.80	167.70
62.40	161.70
63.00	164.60
63.60	165.20
64.20	174.20
64.80	164.70
65.40	168.30
66.00	168.30
66.60	164.70
67.20	179.60
67.80	171.00
68.40	175.20
69.00	183.40
69.60	178.10
70.20	179.30
70.80	176.20
71.40	181.90
72.00	195.00
72.60	182.60
73.20	176.30
73.80	182.10
74.40	181.70
75.00	182.00
75.60	174.50
76.20	171.30
76.80	182.70
77.40	186.10
78.00	183.70
78.60	190.40
79.20	203.10
79.80	206.00
80.40	198.00
81.00	184.60
81.60	191.60
82.20	199.40
82.80	179.20
83.40	190.90
84.00	188.00
84.60	192.00
85.20	188.40
85.80	180.40
86.40	184.70
87.00	188.50
87.60	192.00
88.20	186.00
88.80	181.40
89.40	182.50
90.00	176.10
90.60	175.90
91.20	175.10
91.80	176.70
92.40	179.10
93.00	196.10
93.60	190.20
94.20	191.50
94.80	208.50
95.40	206.10
96.00	198.40
96.60	188.20
97.20	187.40
97.80	170.10
98.40	161.70
99.00	170.60
99.60	181.70
100.20	192.80
100.80	194.60
101.40	202.90
102.00	198.40
102.60	198.70
103.20	198.00
103.80	193.40
104.40	182.30
105.00	183.30
105.60	163.60
106.20	168.90
106.80	180.30
107.40	173.10
108.00	174.10
108.60	175.00
109.20	173.80
109.80	164.50
110.40	167.70
111.00	169.90
111.60	166.90
112.20	156.70
112.80	156.20
113.40	160.00
114.00	167.10
114.60	163.50
115.20	164.90
115.80	165.20
116.40	169.60
117.00	164.80
117.60	167.60
118.20	176.20
118.80	170.00
119.40	164.60
120.00	161.10
120.60	153.00
121.20	166.30
121.80	168.90
122.40	173.80
123.00	161.00
123.60	166.00
124.20	162.40
124.80	162.90
125.40	146.10
126.00	153.50
126.60	166.80
127.20	159.10
127.80	163.90
128.40	157.30
129.00	154.90
129.60	174.10
130.20	158.50
130.80	162.00
131.40	150.10
132.00	131.80
132.60	141.40
133.20	139.00
133.80	147.60
134.40	155.60
135.00	171.90
135.60	164.10
136.20	154.20
136.80	159.60
137.40	173.70
138.00	174.20
138.60	182.90
139.20	175.00
139.80	158.30
140.40	160.70
141.00	164.50
141.60	160.50
142.20	166.90
142.80	161.50
143.40	176.80
144.00	167.80
144.60	162.80
145.20	171.20
145.80	183.20
146.40	179.80
147.00	176.30
147.60	169.70
148.20	177.20
148.80	170.70
149.40	171.20
150.00	166.10
150.60	179.80
151.20	171.10
151.80	171.30
152.40	178.90
153.00	171.30
153.60	178.90
154.20	177.40
154.80	176.30
155.40	187.00
156.00	172.80
156.60	170.20
157.20	166.60
157.80	164.60
158.40	174.60
159.00	174.40
159.60	169.70
160.20	163.70
160.80	155.20
161.40	157.90
162.00	167.10
162.60	172.90
163.20	174.40
163.80	159.50
164.40	175.40
165.00	173.10
165.60	177.00
166.20	181.10
166.80	164.40
167.40	162.80
168.00	168.70
168.60	166.90
169.20	167.70
169.80	160.80
170.40	157.80
171.00	157.80
171.60	154.70
172.20	158.90
172.80	165.10
173.40	179.80
174.00	185.60
174.60	176.90
175.20	174.00
175.80	173.20
176.40	180.90
177.00	182.80
177.60	172.90
178.20	170.20
178.80	181.60
179.40	179.20
180.00	172.00
180.60	175.80
181.20	195.30
181.80	187.30
182.40	188.60
183.00	194.20
183.60	197.00
184.20	186.20
184.80	190.10
185.40	198.80
186.00	191.40
186.60	196.40
187.20	177.80
187.80	179.40
188.40	181.20
189.00	182.80
189.60	175.70
190.20	197.90
190.80	195.20
191.40	188.60
192.00	188.60
192.60	185.80
193.20	174.40
193.80	185.70
194.40	177.90
195.00	171.50
195.60	172.20
196.20	182.30
196.80	171.60
197.40	177.00
198.00	181.20
198.60	196.40
199.20	184.60
199.80	184.80
200.40	189.00
201.00	193.60
201.60	196.70
202.20	188.50
202.80	201.90
203.40	202.30
204.00	201.60
204.60	206.00
205.20	206.80
205.80	219.60
206.40	207.90
207.00	187.70
207.60	197.90
208.20	186.90
208.80	182.30
209.40	201.10
210.00	206.70
210.60	212.50
211.20	204.00
211.80	204.00
212.40	210.60
213.00	201.80
213.60	206.70
214.20	209.00
214.80	204.90
215.40	191.60
216.00	181.60
216.60	188.60
217.20	169.80
217.80	167.40
218.40	160.70
219.00	154.00
219.60	160.10
220.20	153.20
220.80	158.10
221.40	174.30
222.00	173.80
222.60	176.30
223.20	169.40
223.80	180.50
224.40	183.80
225.00	189.90
225.60	198.50
226.20	188.20
226.80	179.60
227.40	182.60
228.00	176.20
228.60	178.20
229.20	177.50
229.80	172.20
230.40	175.50
231.00	179.50
231.60	180.70
232.20	170.00
232.80	156.90
233.40	165.40
234.00	168.10
234.60	159.30
235.20	153.90
235.80	158.30
236.40	144.40
237.00	136.80
237.60	160.70
238.20	171.40
238.80	161.80
239.40	167.70
240.00	156.70
240.60	156.70
241.20	153.40
241.80	150.50
242.40	152.30
243.00	145.80
243.60	151.70
244.20	148.80
244.80	164.10
245.40	164.30
246.00	154.80
246.60	162.80
247.20	154.80
247.80	147.00
248.40	165.40
249.00	153.60
