#time	SIM_5_10/
0.60	155.90
1.20	156.00
1.80	154.30
2.40	151.80
3.00	143.80
3.60	150.70
4.20	147.70
4.80	136.40
5.40	126.60
6.00	135.80
6.60	119.50
7.20	138.80
7.80	145.30
8.40	135.00
9.00	142.00
9.60	139.20
10.20	136.90
10.80	133.80
11.40	139.80
12.00	150.30
12.60	170.60
13.20	155.90
13.80	146.30
14.40	153.80
15.00	155.00
15.60	153.10
16.20	149.50
16.80	163.70
17.40	154.70
18.00	148.90
18.60	146.00
19.20	153.30
19.80	144.60
20.40	145.80
21.00	133.80
21.60	146.50
22.20	155.80
22.80	137.60
23.40	128.90
24.00	112.70
24.60	105.50
25.20	96.60
25.80	106.40
26.40	106.50
27.00	112.30
27.60	108.60
28.20	109.90
28.80	111.20
29.40	118.60
30.00	122.80
30.60	111.00
31.20	113.90
31.80	115.10
32.40	114.30
33.00	124.70
33.60	122.50
34.20	123.10
34.80	119.50
35.40	115.00
36.00	119.20
36.60	103.30
37.20	95.70
37.80	102.40
38.40	105.90
39.00	100.80
39.60	95.70
40.20	84.00
40.80	81.10
41.40	83.80
42.00	79.70
42.60	100.00
43.20	105.30
43.80	89.60
44.40	97.60
45.00	107.30
45.60	107.40
46.20	102.70
46.80	97.50
47.40	91.50
48.00	83.20
48.60	85.00
49.20	84.90
49.80	82.00
50.40	90.50
51.00	88.40
51.60	87.60
52.20	97.40
52.80	97.50
53.40	85.80
54.00	90.80
54.60	96.20
55.20	78.40
55.80	81.90
56.40	82.40
57.00	67.20
57.60	71.50
58.20	82.50
58.80	81.40
59.40	86.20
60.00	80.70
60.60	77.40
61.20	83.90
61.80	77.50
62.40	80.90
63.00	91.30
63.60	86.10
64.20	82.30
64.80	73.20
65.40	80.90
66.00	79.40
66.60	80.90
67.20	77.10
67.80	69.00
68.40	78.10
69.00	72.20
69.60	62.00
70.20	70.20
70.80	79.60
71.40	80.30
72.00	87.30
72.60	64.90
73.20	71.30
73.80	74.40
74.40	85.80
75.00	103.90
75.60	102.60
76.20	86.20
76.80	89.20
77.40	84.20
78.00	82.70
78.60	88.30
79.20	93.50
79.80	94.70
80.40	82.70
81.00	89.20
81.60	98.60
82.20	94.20
82.80	85.30
83.40	92.70
84.00	100.80
84.60	107.40
85.20	111.50
85.80	105.10
86.40	108.60
87.00	116.90
87.60	122.70
88.20	111.60
88.80	103.70
89.40	111.00
90.00	116.00
90.60	103.00
91.20	92.20
91.80	101.90
92.40	107.30
93.00	108.50
93.60	103.20
