10 0 182.95 32.91
10 10 185.13 23.57
10 20 15.74 3.68
10 5 182.95 27.54
15 0 221.41 13.85
15 10 215.85 12.05
15 20 183.50 18.03
15 5 219.00 14.17
5 0 130.26 30.02
5 10 100.18 29.67
5 20 34.16 18.34
5 5 139.21 30.47
7.5 0 139.57 34.84
7.5 10 145.77 52.50
7.5 20 60.64 10.19
7.5 5 119.89 27.70
