#time	SIM_7.5_5/
369.00	137.90
369.60	140.40
370.20	137.40
370.80	134.40
371.40	124.90
372.00	132.30
372.60	120.90
373.20	108.30
373.80	110.80
374.40	102.70
375.00	110.40
375.60	117.10
376.20	125.80
376.80	136.60
377.40	131.50
378.00	116.70
378.60	104.70
379.20	101.80
379.80	104.20
380.40	92.10
381.00	103.50
381.60	99.90
382.20	100.90
382.80	102.30
383.40	112.70
384.00	107.70
384.60	106.80
385.20	112.70
385.80	114.40
386.40	107.30
387.00	109.30
387.60	104.50
388.20	94.80
388.80	82.90
389.40	86.20
390.00	87.40
390.60	85.50
391.20	83.00
391.80	80.40
392.40	80.20
393.00	89.60
393.60	104.30
394.20	105.30
394.80	96.60
395.40	90.30
396.00	89.20
396.60	98.10
397.20	88.30
397.80	86.60
398.40	89.00
399.00	79.20
399.60	68.10
400.20	68.50
400.80	62.10
401.40	73.50
402.00	74.00
402.60	91.80
403.20	93.00
403.80	79.20
404.40	67.50
405.00	96.50
405.60	89.70
406.20	68.50
406.80	70.10
407.40	92.30
408.00	82.20
408.60	93.40
409.20	100.30
409.80	97.10
410.40	88.30
411.00	83.50
411.60	81.20
412.20	86.50
412.80	84.10
413.40	91.90
414.00	106.20
414.60	103.90
415.20	111.80
415.80	98.80
416.40	91.10
417.00	96.00
417.60	106.80
418.20	103.10
418.80	102.50
419.40	95.20
420.00	83.60
420.60	94.10
421.20	97.30
421.80	94.80
422.40	88.10
423.00	87.10
423.60	103.00
424.20	113.40
424.80	123.40
425.40	121.30
426.00	113.00
426.60	107.60
427.20	107.10
427.80	98.00
428.40	92.80
429.00	79.40
429.60	85.30
430.20	75.50
430.80	92.90
431.40	91.00
432.00	102.40
432.60	103.00
433.20	94.90
433.80	92.60
434.40	95.80
435.00	110.60
435.60	105.70
436.20	114.40
436.80	118.30
437.40	109.60
438.00	110.50
438.60	125.50
439.20	117.40
439.80	106.50
440.40	102.00
441.00	100.60
441.60	105.90
442.20	106.70
442.80	101.80
443.40	88.80
444.00	111.10
444.60	101.90
445.20	89.40
445.80	92.60
446.40	101.20
447.00	121.10
447.60	115.50
448.20	119.80
448.80	114.90
449.40	123.40
450.00	115.70
450.60	135.60
451.20	114.50
451.80	104.40
452.40	104.40
453.00	120.60
453.60	131.30
454.20	128.80
454.80	121.50
455.40	120.90
456.00	133.20
456.60	142.00
457.20	149.30
457.80	148.70
458.40	150.60
459.00	155.30
459.60	145.50
460.20	156.60
460.80	148.00
461.40	147.90
462.00	133.60
462.60	133.20
463.20	143.40
463.80	125.20
464.40	107.60
465.00	112.50
465.60	101.00
466.20	114.00
466.80	105.50
467.40	98.80
468.00	107.00
468.60	104.10
469.20	105.90
469.80	121.80
470.40	106.40
471.00	108.10
471.60	126.40
472.20	100.00
472.80	118.10
473.40	116.40
474.00	115.60
474.60	115.30
475.20	101.90
475.80	100.80
476.40	84.40
477.00	87.20
477.60	86.20
478.20	89.90
478.80	86.10
479.40	92.80
480.00	86.90
480.60	84.40
481.20	83.00
481.80	82.20
482.40	81.30
483.00	77.80
483.60	79.70
484.20	73.60
484.80	70.90
485.40	74.10
486.00	75.60
486.60	74.60
487.20	86.50
487.80	83.90
488.40	86.20
489.00	85.20
489.60	99.50
490.20	87.90
490.80	101.70
491.40	102.50
492.00	108.40
492.60	93.80
493.20	94.30
493.80	98.30
494.40	101.10
495.00	102.20
495.60	98.00
496.20	117.10
496.80	101.00
497.40	103.80
498.00	90.70
498.60	79.20
499.20	88.10
499.80	98.30
500.40	104.50
501.00	107.00
501.60	117.10
502.20	124.10
502.80	115.00
503.40	123.00
504.00	109.80
504.60	110.30
505.20	108.30
505.80	111.30
506.40	106.90
507.00	101.10
507.60	112.80
508.20	108.90
508.80	108.70
509.40	114.00
510.00	120.90
510.60	121.90
511.20	123.60
511.80	124.50
512.40	125.60
513.00	136.80
513.60	144.60
514.20	149.70
514.80	144.30
515.40	144.10
516.00	139.50
516.60	154.30
517.20	155.10
517.80	158.40
518.40	153.30
519.00	146.70
519.60	143.10
520.20	130.40
520.80	111.50
521.40	123.70
522.00	115.00
522.60	116.80
523.20	109.60
523.80	114.00
524.40	112.40
525.00	99.30
525.60	105.60
526.20	108.50
526.80	105.30
527.40	96.50
528.00	107.10
528.60	110.50
529.20	113.30
529.80	100.90
530.40	98.30
531.00	82.50
531.60	102.90
532.20	101.00
532.80	108.50
533.40	105.20
534.00	97.80
534.60	112.30
535.20	108.90
535.80	119.50
536.40	120.70
537.00	112.40
537.60	99.90
538.20	112.40
538.80	120.90
539.40	110.20
540.00	107.30
540.60	110.60
541.20	104.00
541.80	109.40
542.40	121.40
543.00	135.60
543.60	126.50
544.20	113.80
544.80	111.90
545.40	108.60
546.00	109.20
546.60	102.20
547.20	108.30
547.80	115.60
548.40	121.40
549.00	123.50
549.60	122.40
550.20	108.90
550.80	125.40
551.40	111.10
552.00	117.00
552.60	112.40
553.20	116.70
553.80	119.40
554.40	120.50
555.00	119.10
555.60	124.00
556.20	117.10
556.80	112.10
557.40	113.00
558.00	113.90
558.60	112.90
559.20	116.30
559.80	121.80
560.40	105.50
561.00	91.70
561.60	75.70
562.20	84.40
562.80	90.30
563.40	91.60
564.00	89.10
564.60	88.70
565.20	94.20
565.80	96.30
566.40	94.70
567.00	100.90
567.60	89.20
568.20	87.10
568.80	80.40
569.40	96.00
570.00	97.00
570.60	103.90
571.20	104.90
571.80	101.70
572.40	101.10
573.00	98.10
573.60	110.50
574.20	102.90
574.80	103.30
575.40	105.90
576.00	108.20
576.60	105.20
577.20	102.80
577.80	96.80
578.40	108.90
579.00	108.60
579.60	102.70
580.20	99.00
580.80	95.40
581.40	107.60
582.00	91.50
582.60	88.30
583.20	89.30
583.80	87.00
584.40	98.00
585.00	87.60
585.60	91.00
586.20	90.50
586.80	81.20
587.40	88.90
588.00	85.50
588.60	89.30
589.20	97.70
589.80	96.70
590.40	105.70
591.00	111.90
591.60	118.40
592.20	121.30
592.80	119.60
593.40	114.20
594.00	121.10
594.60	124.60
595.20	109.90
595.80	109.90
596.40	110.10
597.00	101.00
597.60	110.50
598.20	110.40
598.80	109.60
599.40	100.20
600.00	116.00
600.60	101.80
601.20	108.30
601.80	95.10
602.40	106.90
603.00	107.40
603.60	106.00
604.20	111.90
604.80	108.20
605.40	103.90
606.00	104.00
606.60	110.60
607.20	105.40
607.80	112.90
608.40	108.80
609.00	105.10
609.60	114.70
610.20	115.00
610.80	107.40
611.40	112.70
612.00	113.50
612.60	116.70
613.20	106.40
613.80	92.30
614.40	94.90
615.00	107.10
615.60	89.70
616.20	95.50
616.80	89.40
617.40	96.10
618.00	95.60
618.60	98.20
619.20	115.30
619.80	93.40
620.40	87.90
621.00	88.60
621.60	91.20
622.20	87.70
622.80	104.90
623.40	92.00
624.00	99.90
624.60	111.10
625.20	123.20
625.80	97.40
626.40	93.00
627.00	100.90
627.60	93.70
628.20	99.20
628.80	106.60
629.40	104.10
630.00	118.80
630.60	122.10
631.20	119.10
631.80	115.10
632.40	125.00
633.00	131.80
633.60	140.50
634.20	139.60
634.80	143.70
635.40	144.40
636.00	142.70
636.60	140.90
637.20	129.90
637.80	129.70
638.40	129.10
639.00	117.50
639.60	126.90
640.20	114.00
640.80	123.00
641.40	125.90
642.00	123.80
642.60	124.50
643.20	116.30
643.80	121.90
644.40	131.40
645.00	120.10
645.60	134.10
646.20	139.20
646.80	128.10
647.40	131.00
648.00	140.60
648.60	129.10
649.20	136.20
649.80	124.10
650.40	128.20
651.00	148.70
651.60	135.20
652.20	135.90
652.80	154.50
653.40	138.40
654.00	134.30
654.60	137.60
655.20	154.60
655.80	165.70
656.40	169.30
657.00	169.80
657.60	174.60
658.20	157.70
658.80	147.50
659.40	165.80
660.00	166.30
660.60	164.40
661.20	155.30
661.80	171.30
662.40	172.10
663.00	162.30
663.60	160.50
664.20	157.00
664.80	166.20
665.40	164.70
666.00	172.20
666.60	167.50
667.20	173.30
667.80	178.20
668.40	175.00
669.00	176.40
669.60	169.20
670.20	161.70
670.80	163.10
671.40	168.60
672.00	169.20
672.60	179.20
673.20	185.10
673.80	179.10
674.40	170.40
675.00	195.70
675.60	190.70
676.20	168.90
676.80	170.80
677.40	180.20
678.00	179.20
678.60	163.20
679.20	164.60
679.80	174.40
680.40	174.60
681.00	176.90
681.60	167.10
682.20	180.70
682.80	169.70
683.40	185.10
684.00	177.50
684.60	184.70
685.20	192.90
685.80	187.30
686.40	192.20
687.00	184.10
687.60	169.70
688.20	167.60
688.80	158.00
689.40	158.70
690.00	149.90
690.60	144.20
691.20	148.80
691.80	146.40
692.40	162.00
693.00	161.90
693.60	176.10
694.20	169.80
694.80	162.10
695.40	178.70
696.00	165.50
696.60	167.30
697.20	164.30
697.80	169.60
698.40	171.90
699.00	182.30
699.60	174.60
700.20	182.90
700.80	171.60
701.40	182.30
702.00	181.20
702.60	178.80
703.20	167.80
703.80	164.40
704.40	167.20
705.00	158.70
705.60	148.30
706.20	154.70
706.80	150.80
707.40	170.50
708.00	170.40
708.60	166.60
709.20	171.10
709.80	155.50
710.40	167.70
711.00	177.70
711.60	169.90
712.20	193.30
712.80	186.70
713.40	172.00
714.00	175.50
714.60	173.40
715.20	170.00
715.80	162.80
716.40	168.30
717.00	176.50
717.60	182.40
718.20	183.80
718.80	187.20
719.40	183.50
720.00	191.50
720.60	193.00
721.20	171.70
721.80	173.80
722.40	189.20
723.00	180.40
723.60	180.70
724.20	177.90
724.80	180.60
725.40	188.80
726.00	181.30
726.60	173.10
727.20	176.70
727.80	164.00
728.40	153.30
729.00	157.70
729.60	149.90
730.20	142.00
730.80	138.40
731.40	150.10
732.00	158.60
732.60	140.50
733.20	135.70
733.80	145.50
734.40	149.60
735.00	148.90
735.60	147.50
736.20	137.70
736.80	143.00
737.40	139.90
738.00	134.30
738.60	142.50
739.20	138.90
739.80	137.90
740.40	132.00
741.00	141.60
741.60	129.30
742.20	133.50
742.80	132.90
743.40	91.40
744.00	99.90
744.60	97.30
745.20	100.20
745.80	112.70
746.40	120.10
747.00	118.70
747.60	124.30
748.20	112.70
748.80	128.50
749.40	128.10
750.00	128.00
750.60	120.70
751.20	123.90
751.80	116.70
752.40	133.90
753.00	136.60
753.60	134.60
754.20	124.00
754.80	110.70
755.40	111.50
756.00	104.60
756.60	105.90
757.20	96.50
757.80	97.60
758.40	88.70
759.00	99.40
759.60	111.50
760.20	106.40
760.80	104.60
761.40	97.00
762.00	98.90
762.60	98.60
763.20	83.30
763.80	96.90
764.40	97.00
765.00	108.10
765.60	95.90
766.20	101.10
766.80	93.60
767.40	90.40
768.00	86.40
768.60	80.10
769.20	78.70
769.80	82.20
770.40	89.50
771.00	84.90
771.60	95.40
772.20	98.70
772.80	94.70
773.40	100.80
774.00	97.70
774.60	101.30
775.20	112.20
775.80	107.90
776.40	111.30
777.00	100.10
777.60	100.10
778.20	94.90
778.80	96.70
779.40	82.60
780.00	96.40
780.60	97.20
781.20	106.10
781.80	101.40
782.40	104.50
783.00	117.80
783.60	128.70
784.20	121.80
784.80	110.50
785.40	103.00
786.00	100.10
786.60	93.70
787.20	93.80
787.80	99.50
788.40	111.10
789.00	120.90
789.60	131.40
790.20	122.00
790.80	135.00
791.40	134.60
792.00	140.80
792.60	145.10
793.20	146.00
793.80	138.70
794.40	139.50
795.00	138.30
795.60	138.00
796.20	148.00
796.80	155.90
797.40	148.20
798.00	150.40
798.60	153.50
799.20	156.00
799.80	155.90
800.40	156.80
801.00	151.30
801.60	151.20
802.20	146.40
802.80	137.10
803.40	137.90
804.00	130.30
804.60	131.30
805.20	147.00
805.80	137.10
806.40	123.30
807.00	120.90
807.60	129.30
808.20	137.90
808.80	141.80
809.40	134.60
810.00	141.10
810.60	128.20
811.20	126.20
811.80	109.40
812.40	113.50
813.00	128.50
813.60	134.80
814.20	116.60
814.80	129.60
815.40	127.50
816.00	122.80
816.60	121.10
817.20	120.10
817.80	112.20
818.40	119.60
819.00	129.70
819.60	130.20
820.20	124.20
820.80	131.20
821.40	127.70
822.00	130.40
822.60	132.60
823.20	134.40
823.80	124.00
824.40	126.40
825.00	132.50
825.60	145.00
826.20	139.00
826.80	140.60
827.40	134.90
828.00	143.80
828.60	141.40
829.20	149.40
829.80	138.50
830.40	140.20
831.00	142.50
831.60	140.40
832.20	124.70
832.80	108.70
833.40	113.90
834.00	115.30
834.60	111.50
835.20	121.90
835.80	116.30
836.40	106.40
837.00	97.30
837.60	110.50
838.20	104.60
838.80	110.60
839.40	107.10
840.00	104.40
840.60	110.70
841.20	105.40
841.80	81.60
842.40	98.30
843.00	91.90
843.60	101.60
844.20	103.10
844.80	83.90
845.40	86.20
846.00	89.10
846.60	78.50
847.20	78.40
847.80	79.80
848.40	87.10
849.00	84.80
849.60	79.20
850.20	68.70
850.80	80.30
851.40	79.50
852.00	78.10
852.60	87.30
853.20	95.30
853.80	81.60
854.40	86.00
855.00	82.40
855.60	97.90
856.20	103.10
856.80	117.30
857.40	117.20
858.00	118.40
858.60	117.90
859.20	131.70
859.80	124.20
860.40	115.70
861.00	126.90
861.60	122.40
862.20	122.90
862.80	98.20
863.40	111.50
864.00	126.50
864.60	117.80
865.20	121.30
865.80	123.00
866.40	112.60
867.00	113.40
867.60	121.80
868.20	134.60
868.80	124.40
869.40	119.50
870.00	130.40
870.60	128.00
871.20	124.50
871.80	119.10
872.40	125.60
873.00	115.60
873.60	128.40
874.20	120.70
874.80	119.50
875.40	93.60
876.00	97.90
876.60	106.60
877.20	118.30
877.80	105.70
878.40	83.60
879.00	96.20
879.60	106.60
880.20	101.30
880.80	100.30
881.40	100.20
882.00	111.70
882.60	114.00
883.20	108.90
883.80	108.40
884.40	107.20
885.00	118.80
885.60	125.20
886.20	117.10
886.80	123.70
887.40	125.50
888.00	119.80
888.60	132.20
889.20	111.00
889.80	126.50
890.40	131.80
891.00	136.50
891.60	133.20
892.20	130.50
892.80	135.20
893.40	132.40
894.00	126.40
894.60	125.10
895.20	126.30
895.80	135.20
896.40	134.40
897.00	137.00
897.60	136.10
898.20	138.20
898.80	139.10
899.40	132.80
900.00	149.90
900.60	145.60
901.20	139.10
901.80	128.90
902.40	127.20
903.00	136.40
903.60	133.10
904.20	134.50
904.80	133.70
905.40	128.60
906.00	117.90
906.60	115.30
907.20	130.30
907.80	142.40
908.40	139.60
909.00	123.30
909.60	128.10
910.20	127.10
910.80	113.60
911.40	131.10
912.00	122.90
912.60	132.30
913.20	131.20
913.80	117.60
914.40	125.30
915.00	127.90
915.60	134.60
916.20	127.10
916.80	131.50
917.40	127.50
918.00	133.20
918.60	124.00
919.20	128.50
919.80	114.80
920.40	111.40
921.00	95.10
921.60	104.10
922.20	97.50
922.80	97.60
923.40	102.80
924.00	105.80
924.60	99.40
925.20	108.10
925.80	109.50
926.40	108.90
927.00	112.10
927.60	104.00
928.20	106.90
928.80	120.80
929.40	122.50
930.00	127.40
930.60	137.70
931.20	147.80
931.80	148.60
932.40	141.00
933.00	127.60
933.60	124.60
934.20	126.50
934.80	121.40
935.40	120.30
936.00	126.10
936.60	126.10
937.20	127.10
937.80	118.80
938.40	124.10
939.00	134.80
939.60	124.60
940.20	126.20
940.80	124.60
941.40	135.70
942.00	150.50
942.60	147.10
943.20	148.40
943.80	146.30
944.40	150.20
945.00	162.00
945.60	159.80
946.20	151.00
946.80	162.50
947.40	159.50
948.00	156.50
948.60	156.60
949.20	159.10
949.80	160.30
950.40	162.00
951.00	160.60
951.60	157.90
952.20	155.00
952.80	147.30
953.40	145.20
954.00	145.20
954.60	133.70
955.20	131.70
955.80	142.40
956.40	123.70
957.00	125.70
957.60	103.10
958.20	110.50
958.80	104.80
959.40	111.00
960.00	107.30
960.60	123.60
961.20	115.50
961.80	109.20
962.40	118.90
963.00	121.10
963.60	111.00
964.20	121.00
964.80	140.90
965.40	139.70
966.00	151.80
966.60	146.50
967.20	152.70
967.80	161.20
968.40	148.50
969.00	150.90
969.60	151.80
970.20	151.00
970.80	143.10
971.40	147.10
972.00	146.70
972.60	143.80
973.20	157.10
973.80	173.80
974.40	155.60
975.00	158.70
975.60	154.40
976.20	152.80
976.80	144.70
977.40	147.60
978.00	147.50
978.60	145.40
979.20	152.60
979.80	147.50
980.40	144.20
981.00	144.40
981.60	153.40
982.20	131.60
982.80	143.50
983.40	144.00
984.00	129.90
984.60	116.60
985.20	117.20
985.80	126.80
986.40	131.70
987.00	125.20
987.60	128.70
988.20	119.60
988.80	111.10
989.40	112.60
990.00	110.90
990.60	113.20
991.20	103.30
991.80	96.30
992.40	100.90
993.00	103.70
993.60	107.40
994.20	119.90
994.80	126.10
995.40	113.80
996.00	111.10
996.60	118.20
997.20	109.10
997.80	90.60
998.40	90.70
999.00	90.20
999.60	87.60
1000.20	90.90
1000.80	96.90
1001.40	99.10
1002.00	92.30
1002.60	91.60
1003.20	94.50
1003.80	94.70
1004.40	82.90
1005.00	88.30
1005.60	86.00
1006.20	76.20
1006.80	73.70
1007.40	85.40
1008.00	92.10
1008.60	76.40
1009.20	76.90
1009.80	79.90
1010.40	72.50
1011.00	87.10
1011.60	86.90
1012.20	88.30
1012.80	86.60
1013.40	103.30
1014.00	91.20
1014.60	105.10
1015.20	89.30
1015.80	98.30
1016.40	106.00
1017.00	106.60
1017.60	107.00
1018.20	98.90
1018.80	94.40
1019.40	98.50
1020.00	116.80
1020.60	115.20
1021.20	103.60
1021.80	96.80
1022.40	101.90
1023.00	96.70
1023.60	90.20
1024.20	96.60
1024.80	99.90
1025.40	109.20
1026.00	104.20
1026.60	100.70
1027.20	100.70
1027.80	99.30
1028.40	101.40
1029.00	91.10
1029.60	100.00
1030.20	97.90
1030.80	95.10
1031.40	101.70
1032.00	99.70
1032.60	88.60
1033.20	92.40
1033.80	93.20
1034.40	106.60
1035.00	93.40
1035.60	97.50
1036.20	93.80
1036.80	85.60
1037.40	61.40
1038.00	71.70
1038.60	79.40
1039.20	78.90
1039.80	60.00
1040.40	63.10
1041.00	61.90
1041.60	80.00
1042.20	74.90
