#time	SIM_15_20/
0.60	141.20
1.20	141.10
1.80	142.60
2.40	147.20
3.00	160.80
3.60	157.00
4.20	154.40
4.80	154.70
5.40	150.20
6.00	165.50
6.60	158.30
7.20	155.60
7.80	161.70
8.40	163.40
9.00	161.70
9.60	160.80
10.20	153.70
10.80	153.30
11.40	151.20
12.00	145.90
12.60	154.30
13.20	162.40
13.80	166.70
14.40	170.80
15.00	173.60
15.60	169.70
16.20	174.90
16.80	173.20
17.40	180.80
18.00	176.10
18.60	196.90
19.20	191.60
19.80	195.20
20.40	190.70
21.00	178.60
21.60	187.90
22.20	201.90
22.80	202.60
23.40	199.20
24.00	196.10
24.60	192.20
25.20	198.10
25.80	194.90
26.40	192.50
27.00	186.60
27.60	195.10
28.20	189.80
28.80	201.70
29.40	202.80
30.00	201.40
30.60	195.70
31.20	196.10
31.80	191.40
32.40	197.80
33.00	185.90
33.60	189.30
34.20	183.00
34.80	178.70
35.40	174.90
36.00	183.00
36.60	181.60
37.20	186.20
37.80	188.50
38.40	187.70
39.00	183.90
39.60	174.50
40.20	196.80
40.80	193.70
41.40	190.90
42.00	196.70
42.60	188.00
43.20	182.50
43.80	186.30
44.40	178.20
45.00	187.70
45.60	186.00
46.20	188.40
46.80	203.90
47.40	198.10
48.00	194.40
48.60	201.90
49.20	200.80
49.80	199.40
50.40	203.60
51.00	201.90
51.60	200.60
52.20	199.80
52.80	210.70
53.40	205.50
54.00	200.80
54.60	206.30
55.20	210.90
55.80	195.70
56.40	199.40
57.00	197.30
57.60	202.80
58.20	203.60
58.80	213.00
59.40	207.50
60.00	220.00
60.60	215.10
61.20	211.60
61.80	218.90
62.40	213.60
63.00	205.60
63.60	204.80
64.20	200.20
64.80	203.20
65.40	209.60
66.00	205.90
66.60	210.00
67.20	210.40
67.80	203.50
68.40	200.10
69.00	198.10
69.60	197.70
70.20	198.10
70.80	197.90
71.40	209.80
72.00	199.30
72.60	196.50
73.20	197.30
73.80	179.50
74.40	185.10
75.00	181.50
75.60	176.00
76.20	167.80
76.80	167.30
77.40	167.60
78.00	166.20
78.60	168.90
79.20	166.90
79.80	163.00
80.40	153.40
81.00	155.70
81.60	160.60
82.20	166.90
82.80	161.40
83.40	165.10
84.00	169.00
84.60	178.20
85.20	176.60
85.80	173.40
86.40	169.80
87.00	164.40
87.60	162.00
88.20	176.80
88.80	174.70
89.40	178.60
90.00	177.10
90.60	174.80
91.20	171.90
91.80	177.50
92.40	174.10
93.00	180.60
93.60	173.60
94.20	177.10
94.80	180.60
95.40	173.20
96.00	187.70
96.60	183.80
97.20	186.60
97.80	175.10
98.40	173.20
99.00	179.80
99.60	179.20
100.20	184.80
100.80	178.10
101.40	184.00
102.00	175.90
102.60	175.90
103.20	181.80
103.80	181.60
104.40	190.90
105.00	178.70
105.60	174.50
106.20	184.10
106.80	184.60
107.40	183.60
108.00	179.00
108.60	185.80
109.20	185.50
109.80	177.30
110.40	188.80
111.00	188.90
111.60	189.60
112.20	187.20
112.80	183.30
113.40	182.70
114.00	183.20
114.60	181.60
115.20	189.80
115.80	195.40
116.40	196.20
117.00	188.90
117.60	192.30
118.20	180.60
118.80	194.80
119.40	191.60
120.00	191.30
120.60	197.20
121.20	183.00
121.80	182.80
122.40	181.60
123.00	183.70
123.60	180.10
124.20	183.50
