#time	SIM_7.5_10/
162.00	152.80
162.60	152.20
163.20	155.00
163.80	151.90
164.40	138.60
165.00	121.50
165.60	132.90
166.20	131.00
166.80	126.60
167.40	121.80
168.00	134.90
168.60	121.20
169.20	124.90
169.80	133.50
170.40	137.80
171.00	137.00
171.60	138.60
172.20	135.60
172.80	140.20
173.40	137.50
174.00	139.20
174.60	148.70
175.20	154.60
175.80	147.20
176.40	147.00
177.00	134.10
177.60	140.10
178.20	140.90
178.80	133.20
179.40	121.40
180.00	119.50
180.60	113.80
181.20	105.90
181.80	114.70
182.40	112.30
183.00	110.70
183.60	102.20
184.20	100.50
184.80	106.00
185.40	96.40
186.00	88.20
186.60	92.20
187.20	88.10
187.80	88.50
188.40	92.50
189.00	87.80
189.60	102.50
190.20	94.50
190.80	85.10
191.40	82.50
192.00	88.80
192.60	91.80
193.20	89.70
193.80	80.30
194.40	72.00
195.00	73.80
195.60	74.10
196.20	75.00
196.80	96.50
197.40	93.20
198.00	77.50
198.60	85.10
199.20	98.50
199.80	84.50
200.40	94.70
201.00	95.50
201.60	101.30
202.20	87.50
202.80	109.20
203.40	106.10
204.00	92.20
204.60	95.40
205.20	115.40
205.80	108.20
206.40	112.40
207.00	103.60
207.60	104.70
208.20	91.90
208.80	102.00
209.40	103.10
210.00	109.70
210.60	104.70
211.20	102.00
211.80	103.10
212.40	100.70
213.00	105.10
213.60	115.90
214.20	124.40
214.80	122.40
215.40	124.90
216.00	128.60
216.60	124.90
217.20	126.80
217.80	127.40
218.40	129.40
219.00	130.90
219.60	137.40
220.20	142.10
220.80	149.50
221.40	150.70
222.00	131.50
222.60	127.70
223.20	136.20
223.80	126.10
224.40	113.70
225.00	113.10
225.60	115.90
226.20	117.90
226.80	115.50
227.40	121.30
228.00	118.30
228.60	129.60
229.20	125.50
229.80	132.60
230.40	157.40
231.00	161.90
231.60	163.90
232.20	160.10
232.80	158.20
233.40	156.90
234.00	162.80
234.60	171.30
235.20	173.40
235.80	172.00
236.40	168.20
237.00	166.20
237.60	172.10
238.20	167.10
238.80	157.90
239.40	154.60
240.00	168.70
240.60	174.00
241.20	186.70
241.80	179.00
242.40	175.20
243.00	186.50
243.60	186.60
244.20	194.00
244.80	188.80
245.40	197.80
246.00	202.50
246.60	192.30
247.20	194.70
247.80	189.20
248.40	195.50
249.00	182.00
249.60	174.10
250.20	181.30
250.80	173.60
251.40	184.90
252.00	180.60
252.60	172.80
253.20	177.80
253.80	188.40
254.40	188.00
255.00	198.60
255.60	191.20
256.20	184.50
256.80	175.30
257.40	186.00
258.00	183.00
258.60	185.70
259.20	182.00
259.80	170.70
260.40	165.80
261.00	159.60
261.60	148.40
262.20	148.70
262.80	154.60
263.40	161.40
264.00	153.60
264.60	148.80
265.20	171.90
265.80	172.80
266.40	172.70
267.00	179.00
267.60	174.90
268.20	165.80
268.80	174.30
269.40	173.40
270.00	163.60
270.60	174.20
271.20	149.10
271.80	161.00
272.40	162.60
273.00	171.70
273.60	155.40
274.20	161.60
274.80	173.40
275.40	190.20
276.00	183.30
276.60	190.60
277.20	180.70
277.80	173.10
278.40	162.70
279.00	161.10
279.60	166.80
280.20	158.10
280.80	157.90
281.40	157.30
282.00	155.80
282.60	153.60
283.20	151.40
283.80	157.30
284.40	155.20
285.00	150.10
285.60	157.40
286.20	155.70
286.80	157.10
287.40	147.10
288.00	158.80
288.60	166.40
289.20	167.60
289.80	163.50
290.40	171.40
291.00	159.00
291.60	173.50
292.20	174.90
292.80	185.70
293.40	180.40
294.00	169.70
294.60	180.50
295.20	172.50
295.80	163.70
296.40	168.00
297.00	148.70
297.60	149.60
298.20	161.40
298.80	174.50
299.40	172.10
300.00	165.50
300.60	156.30
301.20	155.20
301.80	130.60
302.40	131.20
303.00	144.80
303.60	141.10
304.20	141.20
304.80	133.60
305.40	145.70
306.00	144.10
306.60	156.30
307.20	166.80
307.80	147.40
308.40	148.40
309.00	144.90
309.60	139.30
310.20	133.80
310.80	141.60
311.40	145.00
312.00	132.30
312.60	126.10
313.20	139.40
313.80	140.60
314.40	129.70
315.00	126.60
315.60	126.30
316.20	131.60
316.80	137.70
317.40	153.80
318.00	151.10
318.60	156.40
319.20	154.10
319.80	151.80
320.40	161.30
321.00	172.90
321.60	163.60
322.20	157.40
322.80	169.20
323.40	158.10
324.00	158.50
324.60	157.20
325.20	158.70
325.80	145.90
326.40	140.90
327.00	144.30
327.60	129.90
328.20	134.90
328.80	150.70
329.40	157.60
330.00	167.80
330.60	170.50
331.20	167.70
331.80	157.50
332.40	168.30
333.00	157.00
333.60	166.20
334.20	162.00
334.80	155.20
335.40	161.80
336.00	167.70
336.60	175.40
337.20	171.00
337.80	167.00
338.40	158.70
339.00	152.40
339.60	147.70
340.20	141.50
340.80	155.40
341.40	159.30
342.00	150.70
342.60	163.20
343.20	163.10
343.80	172.70
344.40	160.70
345.00	164.60
345.60	166.10
346.20	171.00
346.80	175.10
347.40	169.30
348.00	165.20
348.60	165.70
349.20	174.20
349.80	171.10
350.40	173.80
351.00	164.20
351.60	165.40
352.20	171.80
352.80	165.30
353.40	170.80
354.00	164.50
354.60	157.60
355.20	143.30
355.80	156.30
356.40	169.80
357.00	167.70
357.60	163.80
358.20	160.10
358.80	179.50
359.40	173.50
360.00	167.60
360.60	180.20
361.20	182.80
361.80	171.40
362.40	185.20
363.00	193.20
363.60	170.40
364.20	177.20
364.80	161.90
365.40	165.90
366.00	179.50
366.60	182.20
367.20	190.50
367.80	182.30
368.40	178.70
369.00	181.60
369.60	171.30
370.20	181.50
370.80	176.10
371.40	169.10
372.00	183.20
372.60	178.90
373.20	170.70
373.80	173.50
374.40	162.10
375.00	164.40
375.60	175.20
376.20	185.20
376.80	182.80
377.40	171.90
378.00	180.00
378.60	173.00
379.20	185.20
379.80	197.70
380.40	199.60
381.00	186.60
381.60	193.80
382.20	197.70
382.80	197.80
383.40	187.90
384.00	186.90
384.60	179.10
385.20	166.70
385.80	159.00
386.40	161.50
387.00	153.20
387.60	162.20
388.20	156.20
388.80	166.10
389.40	180.80
390.00	180.90
390.60	183.20
391.20	183.20
391.80	182.10
392.40	174.30
393.00	178.40
393.60	164.10
394.20	167.60
394.80	160.60
395.40	152.10
396.00	160.70
396.60	155.70
397.20	141.50
397.80	142.40
398.40	153.50
399.00	168.60
399.60	171.10
400.20	163.20
400.80	161.50
401.40	164.90
402.00	159.20
402.60	141.00
403.20	144.90
403.80	150.00
404.40	129.70
405.00	146.30
405.60	140.00
406.20	135.60
406.80	128.00
407.40	119.70
408.00	126.50
408.60	138.50
409.20	138.30
409.80	143.90
410.40	139.60
411.00	150.10
411.60	152.30
412.20	144.30
412.80	146.10
413.40	151.70
414.00	162.40
414.60	160.70
415.20	149.10
415.80	151.10
416.40	140.80
417.00	151.10
417.60	143.10
418.20	137.10
418.80	152.70
419.40	151.00
420.00	157.90
420.60	154.40
421.20	150.00
421.80	156.70
422.40	145.40
423.00	148.00
423.60	150.70
424.20	156.20
424.80	148.90
425.40	156.80
426.00	150.30
426.60	143.10
427.20	131.80
427.80	140.50
428.40	135.80
429.00	133.00
429.60	140.90
430.20	141.30
430.80	139.70
431.40	142.30
432.00	143.90
432.60	155.20
433.20	146.00
433.80	147.30
434.40	134.60
435.00	152.80
435.60	161.40
436.20	151.20
436.80	167.90
437.40	146.20
438.00	160.70
438.60	169.90
439.20	174.30
439.80	176.20
440.40	180.20
441.00	177.70
441.60	180.70
442.20	183.70
442.80	175.70
443.40	179.20
444.00	182.70
444.60	194.20
445.20	196.50
445.80	196.70
446.40	189.00
447.00	180.90
447.60	181.10
448.20	181.40
448.80	175.80
449.40	181.40
450.00	185.50
450.60	188.70
451.20	192.60
451.80	185.50
452.40	178.20
453.00	167.50
453.60	171.00
454.20	188.30
454.80	184.00
455.40	183.40
456.00	195.90
456.60	189.00
457.20	177.60
457.80	184.00
458.40	182.30
459.00	192.80
459.60	196.00
460.20	192.70
460.80	190.10
461.40	184.80
462.00	176.20
462.60	184.40
463.20	193.70
463.80	193.90
464.40	179.10
465.00	170.10
465.60	171.00
466.20	171.80
466.80	174.40
467.40	166.80
468.00	182.70
468.60	185.40
469.20	180.80
469.80	172.40
470.40	175.10
471.00	169.60
471.60	174.10
472.20	163.70
472.80	155.70
473.40	167.00
474.00	163.50
474.60	177.50
475.20	191.60
475.80	180.30
476.40	180.00
477.00	171.80
477.60	178.90
478.20	177.90
478.80	198.20
479.40	203.80
480.00	203.40
480.60	203.20
481.20	203.90
481.80	194.90
482.40	192.10
483.00	190.40
483.60	186.20
484.20	173.50
484.80	170.00
485.40	166.90
486.00	161.80
486.60	169.30
487.20	170.40
487.80	167.10
488.40	166.80
489.00	167.60
489.60	174.80
490.20	184.10
490.80	182.00
491.40	181.00
492.00	169.50
492.60	163.50
493.20	180.60
493.80	173.30
494.40	167.00
495.00	162.50
495.60	176.00
496.20	160.70
496.80	157.80
497.40	171.20
498.00	186.90
498.60	176.30
499.20	177.60
499.80	164.30
500.40	149.90
501.00	158.10
501.60	156.60
502.20	160.70
502.80	163.30
503.40	176.70
504.00	179.70
504.60	178.20
505.20	190.30
505.80	172.30
506.40	168.80
507.00	169.40
507.60	165.20
508.20	162.60
508.80	164.40
509.40	163.80
510.00	142.70
510.60	159.50
511.20	152.80
511.80	145.70
512.40	144.20
513.00	151.00
513.60	152.40
514.20	150.50
514.80	158.50
515.40	162.30
516.00	157.90
516.60	150.70
517.20	168.60
517.80	164.20
518.40	169.20
519.00	162.40
519.60	179.00
520.20	179.40
520.80	186.80
521.40	193.70
522.00	181.30
522.60	178.00
523.20	177.20
523.80	187.10
524.40	189.10
525.00	202.20
525.60	204.50
526.20	202.80
526.80	207.60
527.40	203.10
528.00	197.40
528.60	191.50
529.20	189.20
529.80	194.10
530.40	196.70
531.00	199.90
531.60	199.80
532.20	211.80
532.80	195.60
533.40	201.00
534.00	200.20
534.60	209.80
535.20	188.40
535.80	190.50
536.40	195.90
537.00	190.40
537.60	188.40
538.20	178.50
538.80	186.40
539.40	198.60
540.00	194.40
540.60	175.90
541.20	180.20
541.80	172.30
542.40	162.40
543.00	197.30
543.60	200.70
544.20	210.10
544.80	213.50
545.40	215.40
546.00	226.10
546.60	214.20
547.20	225.60
547.80	222.50
548.40	219.40
549.00	218.50
549.60	221.50
550.20	228.90
550.80	225.70
551.40	225.10
552.00	225.80
552.60	222.80
553.20	222.90
553.80	222.80
554.40	219.00
555.00	225.00
555.60	223.50
556.20	221.00
556.80	212.30
557.40	203.50
558.00	206.70
558.60	208.70
559.20	202.90
559.80	189.60
560.40	185.90
561.00	177.70
561.60	200.80
562.20	196.60
562.80	195.80
563.40	198.10
564.00	202.30
564.60	183.50
565.20	176.90
565.80	187.20
566.40	186.70
567.00	192.20
567.60	211.50
568.20	200.40
568.80	198.70
569.40	191.70
570.00	192.00
570.60	193.80
571.20	198.40
571.80	191.90
572.40	204.90
573.00	209.40
573.60	198.50
574.20	192.60
574.80	192.00
575.40	184.90
576.00	186.00
576.60	189.00
577.20	182.90
577.80	181.30
578.40	179.40
579.00	162.60
579.60	155.70
580.20	172.60
580.80	164.40
581.40	171.00
582.00	161.30
582.60	151.10
583.20	167.10
583.80	172.60
584.40	176.10
585.00	189.50
585.60	185.20
586.20	168.90
586.80	175.20
587.40	169.50
588.00	190.50
588.60	184.00
589.20	170.90
589.80	163.60
590.40	177.20
591.00	180.20
591.60	185.40
592.20	172.40
592.80	166.60
593.40	168.30
594.00	157.40
594.60	157.50
595.20	162.20
595.80	171.60
596.40	162.40
597.00	157.40
597.60	165.50
598.20	168.40
598.80	177.10
599.40	183.70
600.00	190.40
600.60	189.90
601.20	197.00
601.80	191.10
602.40	199.80
603.00	189.70
603.60	182.20
604.20	186.10
604.80	176.60
605.40	183.20
606.00	172.80
606.60	178.60
607.20	185.20
607.80	168.60
608.40	170.40
609.00	172.10
609.60	171.80
610.20	175.60
610.80	172.00
611.40	170.60
612.00	168.30
612.60	172.90
613.20	174.10
613.80	190.60
614.40	182.50
615.00	183.10
615.60	177.40
616.20	165.00
616.80	166.20
617.40	170.50
618.00	170.20
618.60	171.10
619.20	177.40
619.80	167.10
620.40	170.50
621.00	181.00
621.60	193.90
622.20	197.20
622.80	193.50
623.40	175.10
624.00	169.60
624.60	165.80
625.20	150.30
625.80	147.90
626.40	137.90
627.00	135.20
627.60	140.70
628.20	139.00
628.80	137.20
629.40	146.40
630.00	156.90
630.60	148.30
631.20	141.00
631.80	151.20
632.40	141.60
633.00	148.90
633.60	141.60
634.20	147.20
634.80	131.60
635.40	145.30
636.00	143.90
636.60	158.60
637.20	151.30
637.80	162.00
638.40	173.30
639.00	167.20
639.60	161.00
640.20	166.20
640.80	158.30
641.40	154.40
642.00	153.50
642.60	137.30
643.20	146.50
643.80	157.60
644.40	164.30
645.00	155.70
645.60	138.90
646.20	149.20
646.80	134.60
647.40	136.90
648.00	136.50
648.60	128.50
649.20	123.10
649.80	141.10
650.40	134.20
651.00	134.70
651.60	125.30
652.20	128.50
652.80	132.20
653.40	124.40
654.00	128.80
654.60	122.00
655.20	131.20
655.80	128.40
656.40	126.50
657.00	127.70
657.60	121.50
658.20	125.90
658.80	139.60
659.40	133.40
660.00	125.50
660.60	128.00
661.20	135.10
661.80	134.70
662.40	143.20
663.00	143.30
663.60	127.80
664.20	133.30
664.80	139.40
665.40	134.20
666.00	128.60
666.60	144.20
667.20	145.90
667.80	156.10
668.40	147.10
669.00	142.10
669.60	153.50
670.20	157.00
670.80	154.60
671.40	154.60
672.00	146.10
672.60	137.40
673.20	137.00
673.80	129.30
674.40	134.90
675.00	123.50
675.60	126.40
676.20	119.60
676.80	108.80
677.40	103.50
678.00	105.00
678.60	107.30
679.20	103.10
679.80	105.20
680.40	93.70
681.00	104.80
681.60	106.50
682.20	105.10
682.80	107.50
683.40	103.70
684.00	103.50
684.60	96.40
685.20	94.60
685.80	87.10
686.40	80.80
687.00	81.50
687.60	81.20
688.20	98.80
688.80	109.00
689.40	102.10
690.00	107.80
690.60	106.90
691.20	106.60
691.80	100.30
692.40	94.40
693.00	97.80
693.60	83.60
694.20	84.00
694.80	99.10
695.40	88.50
696.00	99.00
696.60	98.50
697.20	99.10
697.80	100.70
698.40	97.60
699.00	87.60
699.60	88.40
700.20	78.60
700.80	86.50
701.40	78.30
702.00	95.20
702.60	95.60
703.20	87.90
703.80	79.10
704.40	86.00
705.00	76.90
705.60	83.60
706.20	92.70
706.80	94.60
707.40	96.30
708.00	90.90
708.60	93.60
709.20	91.80
709.80	95.10
710.40	87.40
711.00	82.00
711.60	93.00
712.20	94.70
712.80	97.70
713.40	81.70
714.00	86.20
714.60	97.00
715.20	87.20
715.80	86.40
716.40	95.10
717.00	92.90
717.60	89.10
718.20	89.30
718.80	91.10
719.40	94.10
720.00	105.90
720.60	101.90
721.20	103.30
721.80	103.40
722.40	94.40
723.00	96.70
723.60	102.30
724.20	99.60
724.80	97.60
725.40	83.60
726.00	95.90
726.60	102.00
727.20	100.60
727.80	90.10
728.40	88.50
729.00	100.90
729.60	94.40
730.20	98.40
730.80	86.40
731.40	85.70
732.00	99.40
732.60	105.50
733.20	117.10
733.80	100.50
734.40	108.20
735.00	120.70
735.60	121.30
736.20	134.40
736.80	131.80
737.40	122.50
738.00	123.60
738.60	134.60
739.20	133.40
739.80	128.00
740.40	110.30
741.00	107.70
741.60	92.00
742.20	102.40
742.80	105.40
743.40	111.30
744.00	119.40
744.60	129.90
745.20	129.50
745.80	126.70
746.40	124.50
747.00	118.70
747.60	124.80
748.20	114.90
748.80	118.80
749.40	109.20
750.00	122.60
750.60	129.30
751.20	126.40
751.80	122.10
752.40	119.10
753.00	103.60
753.60	119.20
754.20	111.80
754.80	111.00
755.40	107.10
756.00	109.50
756.60	103.30
757.20	113.20
757.80	114.30
758.40	115.30
759.00	115.30
759.60	106.70
760.20	107.70
760.80	108.00
761.40	119.90
762.00	128.70
762.60	122.70
763.20	125.70
763.80	110.20
764.40	104.60
765.00	100.90
765.60	110.40
766.20	107.00
766.80	106.40
767.40	95.70
768.00	100.60
768.60	111.50
769.20	100.30
769.80	115.10
770.40	99.80
771.00	106.50
771.60	103.40
772.20	101.10
772.80	120.70
773.40	121.10
774.00	120.30
774.60	120.50
775.20	129.80
775.80	112.20
776.40	111.40
777.00	106.40
777.60	103.10
778.20	106.20
778.80	101.70
779.40	97.40
780.00	106.40
780.60	103.50
781.20	108.20
781.80	104.30
782.40	108.20
783.00	132.50
783.60	132.10
784.20	126.30
784.80	128.20
785.40	121.80
786.00	120.40
786.60	105.80
787.20	110.70
787.80	103.60
788.40	93.50
789.00	93.80
789.60	92.70
790.20	92.40
790.80	87.30
791.40	79.30
792.00	74.40
792.60	70.60
793.20	56.70
793.80	57.90
794.40	62.80
795.00	71.20
795.60	69.90
796.20	66.10
796.80	68.20
797.40	69.30
798.00	70.70
798.60	67.10
799.20	66.30
799.80	77.10
800.40	77.30
801.00	70.20
801.60	69.70
802.20	79.30
802.80	78.00
803.40	64.70
804.00	50.80
804.60	72.20
805.20	64.30
805.80	70.70
806.40	68.80
807.00	63.20
807.60	70.80
808.20	78.90
808.80	85.10
809.40	77.30
810.00	88.80
810.60	91.60
811.20	90.90
811.80	83.00
812.40	84.50
813.00	70.60
813.60	58.20
814.20	41.70
814.80	44.10
815.40	43.80
816.00	48.90
816.60	52.60
817.20	50.60
817.80	51.60
818.40	50.00
819.00	61.90
819.60	56.60
820.20	44.80
820.80	35.60
821.40	41.30
822.00	46.40
822.60	37.30
823.20	40.30
823.80	45.30
824.40	46.80
825.00	47.80
825.60	50.90
826.20	58.50
826.80	65.10
827.40	76.50
828.00	91.10
828.60	80.40
829.20	83.40
829.80	76.50
830.40	67.10
831.00	77.20
831.60	78.40
832.20	69.00
832.80	72.10
833.40	74.20
834.00	68.50
834.60	50.80
835.20	55.40
835.80	51.90
836.40	49.10
837.00	55.00
837.60	47.80
838.20	45.40
838.80	47.50
839.40	40.30
840.00	41.90
840.60	50.40
841.20	48.80
841.80	53.60
842.40	59.10
843.00	56.40
843.60	56.70
844.20	53.60
844.80	50.80
845.40	55.10
846.00	41.30
846.60	41.50
847.20	25.00
847.80	32.80
848.40	32.70
849.00	42.90
849.60	39.20
850.20	48.20
850.80	44.00
851.40	28.00
852.00	34.50
852.60	36.50
853.20	28.30
853.80	31.00
854.40	32.00
855.00	51.70
855.60	40.40
856.20	37.50
856.80	30.30
857.40	27.90
858.00	14.20
858.60	10.50
859.20	18.70
859.80	16.90
860.40	20.20
861.00	9.50
861.60	33.30
862.20	32.40
862.80	42.40
863.40	44.30
864.00	40.60
864.60	46.20
865.20	30.50
865.80	33.80
866.40	44.50
867.00	39.90
867.60	40.80
868.20	51.50
868.80	46.20
869.40	43.30
870.00	55.30
870.60	64.60
871.20	73.90
871.80	84.80
872.40	80.40
873.00	84.40
873.60	76.30
874.20	82.10
874.80	73.70
875.40	69.70
876.00	72.80
876.60	71.30
877.20	81.90
877.80	83.70
878.40	67.50
879.00	58.80
879.60	62.00
880.20	66.90
880.80	61.50
881.40	53.80
882.00	54.60
882.60	60.20
883.20	63.50
883.80	61.50
884.40	61.50
885.00	72.90
885.60	71.80
886.20	69.10
886.80	77.60
887.40	77.00
888.00	87.70
888.60	76.40
889.20	74.10
889.80	59.90
890.40	69.40
891.00	62.60
891.60	55.60
892.20	69.00
892.80	68.40
893.40	73.30
894.00	82.40
894.60	81.70
895.20	96.00
895.80	101.60
896.40	86.90
897.00	91.90
897.60	95.90
898.20	82.40
898.80	72.00
899.40	72.60
900.00	78.80
900.60	77.80
901.20	56.50
901.80	72.00
902.40	66.00
903.00	74.00
903.60	80.50
904.20	81.40
904.80	74.80
905.40	73.90
906.00	72.20
906.60	77.40
907.20	83.30
907.80	83.60
908.40	71.60
909.00	71.20
909.60	72.30
910.20	57.60
910.80	62.70
911.40	70.00
912.00	67.00
912.60	60.50
913.20	66.50
913.80	72.40
914.40	69.70
915.00	54.10
915.60	52.20
916.20	51.30
916.80	61.40
917.40	57.00
918.00	43.80
918.60	54.90
919.20	49.40
919.80	54.30
920.40	42.10
921.00	38.90
921.60	36.20
922.20	32.30
922.80	38.70
923.40	39.00
924.00	37.20
924.60	34.50
925.20	37.60
925.80	54.50
926.40	46.70
927.00	46.40
927.60	49.50
928.20	51.80
928.80	61.70
929.40	50.10
930.00	62.80
930.60	59.70
931.20	55.20
931.80	58.30
932.40	43.10
933.00	50.00
933.60	50.20
934.20	47.60
934.80	56.50
935.40	74.20
936.00	61.30
936.60	61.20
937.20	59.90
937.80	63.60
938.40	73.90
939.00	68.60
939.60	62.70
940.20	53.10
940.80	50.60
941.40	54.70
942.00	64.80
942.60	65.90
943.20	64.30
943.80	81.90
944.40	66.80
945.00	63.80
945.60	56.90
946.20	62.50
946.80	53.90
947.40	49.40
948.00	51.40
948.60	63.60
949.20	66.50
949.80	60.30
950.40	68.20
951.00	66.90
951.60	80.60
952.20	80.90
952.80	72.40
953.40	75.10
954.00	70.40
954.60	81.40
955.20	83.90
955.80	84.40
956.40	79.80
957.00	83.50
957.60	85.30
958.20	94.00
958.80	89.20
959.40	99.00
960.00	113.00
960.60	117.40
961.20	114.70
961.80	120.50
962.40	134.20
963.00	126.00
963.60	128.70
964.20	148.50
964.80	153.50
965.40	131.00
966.00	122.60
966.60	126.60
967.20	120.60
967.80	121.80
968.40	121.10
969.00	121.20
969.60	120.00
970.20	123.80
970.80	126.80
971.40	139.30
972.00	121.00
972.60	124.00
973.20	123.80
973.80	113.80
974.40	104.60
975.00	106.20
975.60	98.40
976.20	100.00
976.80	88.40
977.40	90.20
978.00	75.60
978.60	90.90
979.20	105.70
979.80	104.70
980.40	116.70
981.00	115.40
981.60	103.10
982.20	113.00
982.80	107.80
983.40	107.00
984.00	98.50
984.60	88.80
985.20	110.00
985.80	105.40
986.40	100.90
987.00	100.00
987.60	101.00
988.20	99.70
988.80	108.70
989.40	105.70
990.00	103.00
990.60	116.00
991.20	120.00
991.80	132.10
992.40	121.50
993.00	136.80
993.60	131.00
994.20	132.90
994.80	141.20
995.40	143.40
996.00	153.40
996.60	153.30
997.20	142.00
997.80	153.70
998.40	159.90
999.00	156.40
999.60	156.70
1000.20	166.70
1000.80	153.90
1001.40	147.40
1002.00	150.00
1002.60	149.90
1003.20	152.90
1003.80	165.20
1004.40	153.80
1005.00	155.10
1005.60	169.50
1006.20	167.50
1006.80	162.10
1007.40	148.10
1008.00	159.80
1008.60	162.20
1009.20	170.30
1009.80	164.70
1010.40	166.30
1011.00	149.10
1011.60	163.40
1012.20	151.90
1012.80	151.20
1013.40	138.80
1014.00	136.70
1014.60	141.90
1015.20	141.50
1015.80	138.70
1016.40	135.10
1017.00	124.60
1017.60	114.10
1018.20	123.70
1018.80	127.70
1019.40	123.40
1020.00	121.10
1020.60	112.60
1021.20	111.30
1021.80	113.00
1022.40	121.70
1023.00	108.60
1023.60	107.00
1024.20	127.10
1024.80	133.10
1025.40	132.70
1026.00	133.40
1026.60	122.80
1027.20	117.80
1027.80	121.70
1028.40	122.30
1029.00	125.60
1029.60	132.00
1030.20	127.30
1030.80	119.10
1031.40	134.80
1032.00	151.80
1032.60	148.10
1033.20	146.10
1033.80	143.40
1034.40	142.70
1035.00	155.00
1035.60	155.20
1036.20	139.30
1036.80	149.70
1037.40	138.70
1038.00	145.40
1038.60	151.40
1039.20	157.60
1039.80	140.00
1040.40	148.10
1041.00	145.20
1041.60	154.80
1042.20	148.60
