#time	SIM_15_0/
0.60	160.30
1.20	160.40
1.80	163.00
2.40	165.40
3.00	157.70
3.60	164.10
4.20	161.90
4.80	166.30
5.40	160.90
6.00	166.10
6.60	167.80
7.20	166.80
7.80	168.00
8.40	166.30
9.00	173.50
9.60	183.20
10.20	180.00
10.80	178.20
11.40	179.60
12.00	189.40
12.60	181.60
13.20	179.30
13.80	177.10
14.40	174.90
15.00	180.70
15.60	182.70
16.20	186.10
16.80	188.10
17.40	176.90
18.00	184.90
18.60	191.40
19.20	193.90
19.80	197.20
20.40	193.90
21.00	204.10
21.60	195.90
22.20	198.60
22.80	204.50
23.40	201.00
24.00	195.50
24.60	186.90
25.20	187.70
25.80	187.20
26.40	194.80
27.00	193.90
27.60	192.80
28.20	205.70
28.80	206.40
29.40	208.40
30.00	206.30
30.60	206.00
31.20	212.80
31.80	202.20
32.40	201.00
33.00	199.20
33.60	206.30
34.20	219.10
34.80	220.50
35.40	218.50
36.00	223.00
36.60	224.80
37.20	223.80
37.80	231.40
38.40	228.50
39.00	231.20
39.60	225.40
40.20	220.90
40.80	210.20
41.40	220.20
42.00	219.90
42.60	210.30
43.20	205.80
43.80	215.70
44.40	220.00
45.00	210.90
45.60	214.50
46.20	214.80
46.80	206.50
47.40	209.80
48.00	209.50
48.60	211.70
49.20	211.50
49.80	218.10
50.40	218.30
51.00	208.70
51.60	216.90
52.20	213.00
52.80	214.20
53.40	213.20
54.00	214.30
54.60	214.80
55.20	221.60
55.80	229.40
56.40	227.20
57.00	223.40
57.60	228.20
58.20	219.50
58.80	219.70
59.40	223.10
60.00	231.70
60.60	234.40
61.20	240.70
61.80	229.90
62.40	229.80
63.00	220.20
63.60	218.50
64.20	216.70
64.80	224.60
65.40	229.70
66.00	220.30
66.60	226.30
67.20	238.60
67.80	243.40
68.40	239.80
69.00	240.50
69.60	241.50
70.20	224.50
70.80	228.30
71.40	216.60
72.00	221.70
72.60	216.30
73.20	214.80
73.80	225.10
74.40	221.00
75.00	222.40
75.60	224.80
76.20	215.90
76.80	214.90
77.40	227.30
78.00	220.40
78.60	233.30
79.20	223.70
79.80	216.70
80.40	222.90
81.00	220.10
81.60	218.70
82.20	226.60
82.80	233.80
83.40	238.70
84.00	236.40
84.60	239.50
85.20	235.30
85.80	238.30
86.40	236.30
87.00	238.80
87.60	235.60
88.20	236.60
88.80	238.60
89.40	245.80
90.00	240.00
90.60	241.90
91.20	235.40
91.80	241.00
92.40	229.10
93.00	232.40
93.60	233.70
94.20	230.80
94.80	212.50
95.40	219.10
96.00	219.00
96.60	220.40
97.20	225.30
97.80	220.50
98.40	236.30
99.00	228.00
99.60	225.00
100.20	219.70
100.80	212.00
101.40	203.10
102.00	208.80
102.60	213.10
103.20	213.80
103.80	223.70
104.40	221.50
105.00	210.00
105.60	224.10
106.20	228.30
106.80	231.30
107.40	220.10
108.00	221.20
108.60	228.40
