0.000000000000000000e+00 3.961998000000000000e+06 3.962001000000000000e+06 3.962005000000000000e+06 3.961989000000000000e+06
2.941175999999999860e-02 2.144892500000000000e+06 2.145292000000000000e+06 2.145289000000000000e+06 2.144095000000000000e+06
5.882352999999999887e-02 2.836135000000000000e+06 2.836293000000000000e+06 2.836287000000000000e+06 2.835824500000000000e+06
8.823528999999999400e-02 3.189259000000000000e+06 3.189159500000000000e+06 3.189173500000000000e+06 3.189444000000000000e+06
1.176471000000000044e-01 2.859768000000000000e+06 2.860023000000000000e+06 2.860021500000000000e+06 2.859260000000000000e+06
1.470587999999999895e-01 1.055628149999999907e+06 1.055827750000000000e+06 1.055814250000000000e+06 1.055241350000000093e+06
1.764706000000000052e-01 2.742070000000000000e+06 2.742524000000000000e+06 2.742545500000000000e+06 2.741139500000000000e+06
2.058823999999999932e-01 3.587968500000000000e+06 3.587584500000000000e+06 3.587561000000000000e+06 3.588758500000000000e+06
2.352941000000000060e-01 3.571830000000000000e+06 3.571775500000000000e+06 3.571775500000000000e+06 3.571939000000000000e+06
2.647058999999999940e-01 3.663327500000000000e+06 3.643433000000000000e+06 3.642664500000000000e+06 3.703885000000000000e+06
2.941175999999999791e-01 2.974373399999999907e+06 2.139136250000000000e+06 2.168465399999999907e+06 4.615518599999999627e+06
3.235294000000000225e-01 1.831718500000000000e+06 8.530235000000000000e+05 8.255350000000000000e+05 3.816594500000000000e+06
3.529412000000000105e-01 -2.107983500000000000e+07 -1.410281500000000000e+07 -1.417559500000000000e+07 -3.496109500000000000e+07
3.823528999999999956e-01 -4.854511000000000000e+07 -3.820947000000000000e+07 -3.811085000000000000e+07 -6.931501000000000000e+07
4.117646999999999835e-01 -2.175895150000000000e+07 -2.665833200000000000e+07 -2.694771500000000000e+07 -1.167079950000000000e+07
4.411765000000000270e-01 4.058751500000000000e+07 3.197431000000000000e+07 3.215804500000000000e+07 5.763020000000000000e+07
4.705882000000000120e-01 2.038691550000000000e+07 1.832210264999999851e+07 1.845412639999999851e+07 2.438451700000000000e+07
5.000000000000000000e-01 2.038691550000000000e+07 1.832210264999999851e+07 1.845412639999999851e+07 2.438451700000000000e+07
5.294117999999999880e-01 4.058751500000000000e+07 3.197431000000000000e+07 3.215804500000000000e+07 5.763020000000000000e+07
5.588235000000000285e-01 -2.175895150000000000e+07 -2.665833200000000000e+07 -2.694771500000000000e+07 -1.167079950000000000e+07
5.882353000000000165e-01 -4.854511000000000000e+07 -3.820947000000000000e+07 -3.811085000000000000e+07 -6.931501000000000000e+07
6.176471000000000044e-01 -2.107983500000000000e+07 -1.410281500000000000e+07 -1.417559500000000000e+07 -3.496109500000000000e+07
6.470588000000000450e-01 1.831718500000000000e+06 8.530235000000000000e+05 8.255350000000000000e+05 3.816594500000000000e+06
6.764706000000000330e-01 2.974373399999999907e+06 2.139136250000000000e+06 2.168465399999999907e+06 4.615518599999999627e+06
7.058824000000000209e-01 3.663327500000000000e+06 3.643433000000000000e+06 3.642664500000000000e+06 3.703885000000000000e+06
7.352940999999999505e-01 3.571830000000000000e+06 3.571775500000000000e+06 3.571775500000000000e+06 3.571939000000000000e+06
7.647059000000000495e-01 3.587968500000000000e+06 3.587584500000000000e+06 3.587561000000000000e+06 3.588758500000000000e+06
7.941175999999999791e-01 2.742070000000000000e+06 2.742524000000000000e+06 2.742545500000000000e+06 2.741139500000000000e+06
8.235293999999999670e-01 1.055628149999999907e+06 1.055827750000000000e+06 1.055814250000000000e+06 1.055241350000000093e+06
8.529411999999999550e-01 2.859768000000000000e+06 2.860023000000000000e+06 2.860021500000000000e+06 2.859260000000000000e+06
8.823528999999999956e-01 3.189259000000000000e+06 3.189159500000000000e+06 3.189173500000000000e+06 3.189444000000000000e+06
9.117646999999999835e-01 2.836135000000000000e+06 2.836293000000000000e+06 2.836287000000000000e+06 2.835824500000000000e+06
9.411764999999999715e-01 2.144892500000000000e+06 2.145292000000000000e+06 2.145289000000000000e+06 2.144095000000000000e+06
9.705882000000000120e-01 3.961998000000000000e+06 3.962001000000000000e+06 3.962005000000000000e+06 3.961989000000000000e+06
