#time	SIM_10/
0.60	223.70
1.20	223.70
1.80	233.70
2.40	239.60
3.00	232.20
3.60	237.20
4.20	224.20
4.80	231.30
5.40	233.50
6.00	238.10
6.60	237.00
7.20	241.00
7.80	235.70
8.40	243.00
9.00	240.70
9.60	235.90
10.20	238.90
10.80	235.90
11.40	241.70
12.00	239.20
12.60	239.40
13.20	238.10
13.80	229.60
14.40	233.10
15.00	235.60
15.60	239.20
16.20	234.70
16.80	241.00
17.40	242.80
18.00	235.20
18.60	233.50
19.20	235.10
19.80	238.00
20.40	233.80
21.00	232.70
21.60	231.10
22.20	231.00
22.80	238.40
23.40	231.90
24.00	230.50
24.60	231.60
25.20	238.40
25.80	226.90
26.40	232.80
27.00	225.80
27.60	236.60
28.20	230.70
28.80	238.40
29.40	236.00
30.00	226.90
30.60	229.80
31.20	233.90
31.80	239.30
32.40	234.30
33.00	236.70
33.60	237.00
34.20	235.20
34.80	242.40
35.40	235.60
36.00	237.80
36.60	237.80
37.20	240.40
37.80	233.80
38.40	236.30
39.00	218.50
39.60	231.90
40.20	229.60
40.80	237.10
41.40	238.70
42.00	240.80
42.60	241.90
43.20	236.70
43.80	235.30
44.40	244.70
45.00	245.30
45.60	240.10
46.20	241.10
46.80	229.40
47.40	233.40
48.00	234.00
48.60	232.60
49.20	244.00
49.80	240.90
50.40	234.10
51.00	229.60
51.60	238.70
52.20	239.80
52.80	228.50
53.40	225.50
54.00	230.00
54.60	233.10
55.20	229.80
55.80	227.50
56.40	232.70
57.00	236.80
57.60	235.50
58.20	234.10
58.80	238.90
59.40	232.50
60.00	237.60
60.60	243.10
61.20	231.80
61.80	232.30
62.40	232.80
63.00	230.20
63.60	243.50
64.20	234.50
64.80	241.80
65.40	238.50
66.00	240.00
66.60	236.10
67.20	243.70
67.80	242.30
68.40	237.50
69.00	235.60
69.60	237.10
70.20	239.60
70.80	241.80
71.40	245.90
72.00	247.30
72.60	240.00
73.20	236.20
73.80	238.50
74.40	240.60
75.00	235.00
75.60	236.40
76.20	227.60
76.80	231.20
77.40	239.70
78.00	243.70
78.60	237.20
79.20	238.80
79.80	237.20
80.40	238.30
81.00	236.60
81.60	238.20
82.20	248.90
82.80	236.80
83.40	236.90
84.00	244.00
84.60	239.50
85.20	227.80
85.80	235.20
86.40	237.50
87.00	241.60
87.60	241.50
88.20	239.10
88.80	241.50
89.40	237.80
90.00	235.40
90.60	240.50
91.20	237.40
91.80	239.40
92.40	234.40
93.00	231.80
93.60	233.30
94.20	235.20
94.80	242.40
95.40	245.00
96.00	239.70
96.60	243.00
97.20	248.20
97.80	244.50
98.40	245.80
99.00	243.20
99.60	243.70
100.20	234.60
100.80	235.70
101.40	237.80
102.00	235.90
102.60	241.40
103.20	237.50
103.80	241.50
104.40	235.80
105.00	231.40
105.60	233.30
106.20	233.60
106.80	244.90
107.40	242.20
108.00	244.50
108.60	242.10
109.20	236.70
109.80	238.70
110.40	243.90
111.00	243.00
111.60	235.30
112.20	237.40
