#	SIM_0.2_-5.71		#	SIM_20_-5.71		#	SIM_2_-5.71	
1	477338.968537987	1	-101175.180979695	1	-740204.540835445
20000	59392.4606147114	20000	1183523.08399720	20000	-99874.9003890459
40000	145245.417442145	40000	296440.285518522	40000	226801.841843353
60000	269847.561942129	60000	305872.121197376	60000	841037.763968238
80000	281640.782520695	80000	-886042.267826495	80000	-698905.232920269
100000	697486.826746327	100000	287779.836285469	100000	-1037019.12294589
120000	281412.341349337	120000	301311.664014009	120000	-665316.594525902
140000	-43766.8960001272	140000	72744.8260813941	140000	-243769.395290792
160000	1304824.38266536	160000	-126403.964064740	160000	1438350.67520851
180000	1252118.41000313	180000	133771.916188119	180000	-654816.834835013
200000	57136.4241519529	200000	964124.827424506	200000	69631.0909924777
220000	367469.531566746	220000	657719.690558445	220000	-112387.573267606
240000	-464382.525987831	240000	-1626498.49973772	240000	940859.271569464
260000	39128.4726668907	260000	116627.898685568	260000	-1270249.80268846
280000	99871.3085177671	280000	50377.4700649601	280000	848767.683392441
300000	-166046.688478468	300000	254222.272433974	300000	364182.370809404
320000	782646.474874826	320000	-677507.015699703	320000	-63107.9437720229
340000	180429.755332882	340000	673040.686367773	340000	20596.1719008720
360000	269131.027152484	360000	715781.302560165	360000	956816.397622718
380000	106409.325910767	380000	550481.497533316	380000	-599457.429521022
400000	-42215.5226963395	400000	1146419.23581214	400000	-820466.327795709
