A-S-P-S -22.651102 21.697426
C-S-P-S -30.215764 20.765600
G-S-P-S -22.495246 21.478203
P-S-P-S -157.267857 20.382166
S-P-S-A 46.667383 20.562195
S-P-S-C 53.350124 22.481750
S-P-S-G 46.331592 21.609009
S-P-S-P 179.966586 19.416277
S-P-S-T 54.765425 19.535835
T-S-P-S -30.541712 19.721415
