0.000000000000000000e+00 4.080633000000000000e+06 4.080615000000000000e+06 4.080664000000000000e+06 4.080620000000000000e+06
3.030303000000000163e-02 1.590028500000000000e+06 1.590007000000000000e+06 1.589982500000000000e+06 1.590096500000000000e+06
6.060606000000000326e-02 3.862571500000000000e+06 3.862459000000000000e+06 3.862469000000000000e+06 3.862787500000000000e+06
9.090908999999999796e-02 4.178006000000000000e+06 4.178090000000000000e+06 4.178106000000000000e+06 4.177823500000000000e+06
1.212121000000000032e-01 3.767280000000000000e+06 3.767052000000000000e+06 3.767047000000000000e+06 3.767742000000000000e+06
1.515151999999999888e-01 4.821815500000000000e+06 4.821610000000000000e+06 4.821599500000000000e+06 4.822236500000000000e+06
1.818182000000000131e-01 2.577876500000000000e+06 2.577632000000000000e+06 2.577616000000000000e+06 2.578382000000000000e+06
2.121212000000000097e-01 4.325389000000000000e+06 4.327227000000000000e+06 4.327212000000000000e+06 4.321727000000000000e+06
2.424242000000000063e-01 4.972521000000000000e+06 4.926592000000000000e+06 4.928861000000000000e+06 5.062109500000000000e+06
2.727273000000000058e-01 6.525166500000000000e+06 5.578611500000000000e+06 5.602618000000000000e+06 8.394272500000000000e+06
3.030302999999999747e-01 3.442609500000000000e+06 3.316257500000000000e+06 3.273023000000000000e+06 3.738548500000000000e+06
3.333332999999999990e-01 -2.020585150000000000e+07 -1.389567100000000000e+07 -1.405242150000000000e+07 -3.266945500000000000e+07
3.636364000000000263e-01 -3.640336000000000000e+07 -2.978616500000000000e+07 -2.948634000000000000e+07 -4.993758000000000000e+07
3.939393999999999951e-01 -2.624212500000000000e+07 -3.132996500000000000e+07 -3.121924000000000000e+07 -1.617717500000000000e+07
4.242424000000000195e-01 8.898686000000000000e+06 3.118901000000000000e+06 3.458829500000000000e+06 2.011832800000000000e+07
4.545454999999999912e-01 2.932012000000000000e+07 2.819299000000000000e+07 2.832169500000000000e+07 3.144567500000000000e+07
4.848485000000000156e-01 1.587243000000000000e+07 1.503087000000000000e+07 1.502412000000000000e+07 1.756230000000000000e+07
5.151514999999999844e-01 2.932012000000000000e+07 2.819299000000000000e+07 2.832169500000000000e+07 3.144567500000000000e+07
5.454544999999999533e-01 8.898686000000000000e+06 3.118901000000000000e+06 3.458829500000000000e+06 2.011832800000000000e+07
5.757575999999999805e-01 -2.624212500000000000e+07 -3.132996500000000000e+07 -3.121924000000000000e+07 -1.617717500000000000e+07
6.060605999999999494e-01 -3.640336000000000000e+07 -2.978616500000000000e+07 -2.948634000000000000e+07 -4.993758000000000000e+07
6.363636000000000292e-01 -2.020585150000000000e+07 -1.389567100000000000e+07 -1.405242150000000000e+07 -3.266945500000000000e+07
6.666666999999999454e-01 3.442609500000000000e+06 3.316257500000000000e+06 3.273023000000000000e+06 3.738548500000000000e+06
6.969697000000000253e-01 6.525166500000000000e+06 5.578611500000000000e+06 5.602618000000000000e+06 8.394272500000000000e+06
7.272726999999999942e-01 4.972521000000000000e+06 4.926592000000000000e+06 4.928861000000000000e+06 5.062109500000000000e+06
7.575758000000000214e-01 4.325389000000000000e+06 4.327227000000000000e+06 4.327212000000000000e+06 4.321727000000000000e+06
7.878787999999999903e-01 2.577876500000000000e+06 2.577632000000000000e+06 2.577616000000000000e+06 2.578382000000000000e+06
8.181817999999999591e-01 4.821815500000000000e+06 4.821610000000000000e+06 4.821599500000000000e+06 4.822236500000000000e+06
8.484848000000000390e-01 3.767280000000000000e+06 3.767052000000000000e+06 3.767047000000000000e+06 3.767742000000000000e+06
8.787878999999999552e-01 4.178006000000000000e+06 4.178090000000000000e+06 4.178106000000000000e+06 4.177823500000000000e+06
9.090909000000000351e-01 3.862571500000000000e+06 3.862459000000000000e+06 3.862469000000000000e+06 3.862787500000000000e+06
9.393939000000000039e-01 1.590028500000000000e+06 1.590007000000000000e+06 1.589982500000000000e+06 1.590096500000000000e+06
9.696970000000000312e-01 4.080633000000000000e+06 4.080615000000000000e+06 4.080664000000000000e+06 4.080620000000000000e+06
