A-S-P-S -30.223692 33.643452
C-S-P-S -31.344322 30.109671
G-S-P-S -26.915202 35.219626
P-S-P-S -157.015894 28.262697
S-P-S-A 49.261006 37.241270
S-P-S-C 51.753526 32.076627
S-P-S-G 53.233382 33.729958
S-P-S-P -178.328143 32.120608
S-P-S-T 57.612737 20.441290
T-S-P-S -45.045790 26.088352
