#	SIM_0		#	SIM_-10		#	SIM_10		#	SIM_15		#	SIM_20		#	SIM_25		#	SIM_30		#	SIM_-5		#	SIM_5	
1	178027140.002544	1	146059344.503323	1	189125188.976492	1	184368775.155604	1	185912597.793319	1	184303238.948466	1	185976739.935244	1	162334227.153680	1	192630208.128069
10000	178793639.760670	10000	146373677.605389	10000	188400743.060749	10000	184783383.729199	10000	185556209.943462	10000	183389355.057033	10000	186579806.381619	10000	163153614.777572	10000	193165236.315368
20000	178547735.846420	20000	147536935.029862	20000	187879580.060030	20000	186002279.605964	20000	185692700.842794	20000	183081894.092497	20000	185743651.506560	20000	161993917.752861	20000	192863945.822729
30000	178929312.461007	30000	146216009.520772	30000	188606795.631020	30000	183873255.392785	30000	185173189.075375	30000	183512532.584986	30000	185640819.307348	30000	162030003.376741	30000	193030210.973354
40000	179241668.064172	40000	146127084.791266	40000	188026292.645561	40000	186500829.347613	40000	185722358.666974	40000	183941413.557288	40000	186589604.316293	40000	163040249.603696	40000	192676892.287150
50000	178438938.900212	50000	146752849.086033	50000	187971617.896933	50000	185512639.833216	50000	185628070.700593	50000	183140914.054919	50000	186724769.698179	50000	163383853.563593	50000	193715140.306142
60000	178834451.644459	60000	146452094.112533	60000	189131721.675449	60000	185134755.856745	60000	185823320.644886	60000	183170423.402228	60000	185445901.767257	60000	162412365.005901	60000	192858455.113863
70000	178528613.166133	70000	146584264.098062	70000	189294780.951957	70000	185496360.136390	70000	185232719.180249	70000	184759295.034705	70000	185939371.493373	70000	162956010.544683	70000	193600664.918348
80000	179846114.647157	80000	145920501.877807	80000	188303166.688496	80000	185346157.156349	80000	185557531.908283	80000	183275462.837775	80000	185673447.254206	80000	163481315.312244	80000	193449971.368352
90000	178230753.873332	90000	145318368.300045	90000	189686318.678379	90000	185247991.637010	90000	185203410.228077	90000	183255983.933740	90000	185256145.734685	90000	161479676.435858	90000	193386613.765819
100000	178447864.665530	100000	146499408.729790	100000	189198960.391896	100000	184566314.047621	100000	186202765.760696	100000	184368260.724993	100000	185981989.648307	100000	163002613.415036	100000	192917711.575862
110000	178930966.197921	110000	145621075.770035	110000	189460135.013580	110000	184771998.423718	110000	185550317.768840	110000	184035799.481233	110000	185351890.801649	110000	162425698.599543	110000	193519009.270167
120000	179352006.489851	120000	145794700.433610	120000	188543499.695517	120000	186062965.626329	120000	187361081.206193	120000	183638639.897016	120000	186484525.937760	120000	162855252.397121	120000	193335176.940013
130000	177510648.001847	130000	145745449.921328	130000	189037025.862559	130000	184546482.286444	130000	186161054.204305	130000	183091997.125084	130000	184909568.293389	130000	162530811.939392	130000	191801531.062304
140000	177926829.319758	140000	146211794.116241	140000	188437727.387966	140000	185486602.396474	140000	186093177.991608	140000	183323148.733675	140000	185644626.786510	140000	162945067.097759	140000	192569106.204553
150000	178958703.731778	150000	145975286.681764	150000	186831843.071920	150000	184993836.252260	150000	185536477.442988	150000	184197342.006682	150000	186258679.591438	150000	162608181.774260	150000	193163400.659827
160000	179248121.127114	160000	145542972.262192	160000	190182634.922463	160000	185448919.625141	160000	185379906.707834	160000	183026517.891517	160000	184316517.458103	160000	162060547.083209	160000	192752087.499190
170000	178225633.296640	170000	146564679.566630	170000	189282229.597929	170000	185194488.970710	170000	185788380.609044	170000	183486767.094939	170000	187408752.602254	170000	163017260.933323	170000	193835872.795605
180000	178963085.725685	180000	146268424.151560	180000	188498813.239006	180000	185085695.895897	180000	185863694.569202	180000	183666538.842513	180000	186577237.071669	180000	163007374.551580	180000	193272622.303762
190000	180287780.594980	190000	145936516.842965	190000	189881823.218441	190000	184703108.678818	190000	185350445.585970	190000	183831426.722295	190000	186604872.273304	190000	163234753.882875	190000	193896153.541654
200000	179774254.795503	200000	145314034.884783	200000	188464852.133706	200000	184789869.995942	200000	185858201.473055	200000	183773310.775362	200000	185635554.464195	200000	162992418.407639	200000	193043128.648957
210000	178036108.475475	210000	145748472.505354	210000	189685744.413162	210000	185413246.061155	210000	186556999.438289	210000	183056802.176681	210000	185906857.823316	210000	162576978.681167	210000	193325625.352629
220000	179208287.963110	220000	145595495.162330	220000	188534635.235877	220000	184877342.823634	220000	186699128.886511	220000	183766177.187392	220000	185286977.601358	220000	163167035.025415	220000	193291800.122024
230000	178942342.650616	230000	146085250.290002	230000	189867321.415104	230000	185070146.097531	230000	186697485.038483	230000	184486938.260008	230000	186456674.755530	230000	162093013.483004	230000	193229938.193804
240000	177676292.888804	240000	145741820.412211	240000	187664931.029863	240000	185826604.034671	240000	184468808.817167	240000	183858529.253686	240000	185139947.646833	240000	163563880.248268	240000	192594594.984306
250000	178200787.010617	250000	146446009.940428	250000	187933601.117250	250000	185299836.320044	250000	186460634.053691	250000	183957855.845599	250000	185885493.539690	250000	162121319.237954	250000	192926595.263785
260000	178979695.623995	260000	146119470.676643	260000	187689497.952690	260000	184932881.652585	260000	185761437.282759	260000	184707728.414967	260000	186004785.421040	260000	162625480.680390	260000	192583414.805219
270000	179031499.181256	270000	145475222.040978	270000	188522786.681618	270000	184517640.102008	270000	185568068.819816	270000	184000296.098473	270000	186178640.438832	270000	162336472.008333	270000	193509477.377793
280000	178910263.949760	280000	144463874.932146	280000	188956599.864399	280000	184276581.491487	280000	185902123.650438	280000	183498833.669182	280000	185092586.523061	280000	162022053.766431	280000	191961726.203489
290000	179132970.360721	290000	146026830.100339	290000	188960354.155301	290000	185245874.498923	290000	186533202.800749	290000	183241805.566414	290000	185834252.122655	290000	162655772.353760	290000	193326811.667751
