#	SIM_0.2_-7.14		#	SIM_200_-7.14		#	SIM_20_-7.14		#	SIM_2_-7.14	
1	208148.871506396	1	-84032.9326691359	1	689430.952025565	1	1113014.94478395
500	821576.872678760	500	-414509.873751798	500	112996.692858897	500	548445.440909090
1000	-136843.407285068	1000	36242.7230547244	1000	-64832.8482238432	1000	-773266.646052184
1500	-12667.6185201513	1500	-16569.2346461437	1500	24629.9967449217	1500	944421.550482076
2000	-47205.6762972848	2000	-508434.878101851	2000	424614.731819035	2000	192007.234285389
2500	434606.455738243	2500	146168.413077210	2500	-739316.455765250	2500	-7637.92582717101
3000	1036568.14928891	3000	-727723.468737222	3000	223516.546799480	3000	-291656.712735667
3500	-1110390.76606572	3500	512896.535173414	3500	457994.448205486	3500	-693463.525053876
4000	553035.725896062	4000	1202916.13515695	4000	1280227.17243300	4000	68436.6701278606
4500	2104350.59624840	4500	-255328.739785076	4500	-422404.318891993	4500	25185.5268575031
5000	-792611.054744863	5000	208046.238214032	5000	-610974.730784799	5000	450725.643713305
5500	-124501.791069961	5500	96946.5657347596	5500	-62720.3753550153	5500	-72398.9430214359
6000	-262409.052518431	6000	772082.817149314	6000	80153.2579751982	6000	500869.023584875
6500	-1720364.82236398	6500	229010.343499261	6500	276645.628169089	6500	-26887.0397840405
7000	-605265.375100172	7000	7374.12831602901	7000	57328.2508463654	7000	-620667.305837602
7500	-480507.435297430	7500	-15618.5917307728	7500	147715.626052132	7500	-842229.245758046
8000	1079228.51501694	8000	-801754.152827856	8000	232144.679036470	8000	945989.562287150
8500	-1547243.27758001	8500	-8314.66432167403	8500	1294646.92743819	8500	333862.248312131
9000	1135459.78528182	9000	-384193.991781237	9000	466169.399240915	9000	-125567.725408544
9500	-170378.100994997	9500	-61578.1964177750	9500	489472.560359991	9500	995125.200920664
10000	410838.294632935	10000	455107.303529861	10000	-105989.183373227	10000	-986942.375673323
10500	-160859.132070065	10500	157924.738993789	10500	140186.005803626	10500	-1002655.33590421
11000	-721363.958234343	11000	330635.794426675	11000	1176818.34334749	11000	158070.462620144
11500	4385.98284811074	11500	63707.3562200958	11500	-804181.743529118	11500	946984.647607690
12000	-420486.189450577	12000	889365.584068142	12000	-580839.828796207	12000	-246341.704332948
12500	246950.824175973	12500	-297946.164026380	12500	188439.652392699	12500	-121891.811478476
13000	445067.363625192	13000	81768.2974082930	13000	21755.6602974690	13000	909414.226455200
13500	358508.942306062	13500	16344.2290011179	13500	356171.043201466	13500	-16309.0888124109
14000	325992.262065549	14000	389786.330714470	14000	45216.3019723000	14000	-955284.259426260
14500	266396.467529968	14500	198341.730531425	14500	604332.018973193	14500	428542.502389927
15000	-266471.378395302	15000	-982909.915835193	15000	-116564.656939448	15000	-258613.192485946
15500	-842664.101405933	15500	-162444.236625490	15500	95253.8890933403	15500	-578275.406623985
16000	213608.213911907	16000	-723961.378746466	16000	408895.313931948	16000	-191670.897287584
16500	-118250.894743708	16500	567673.785744471	16500	142702.070815202	16500	250777.482572232
17000	-317264.115664741	17000	-141193.085712030	17000	165091.031059351	17000	-413319.414839467
17500	402602.248826833	17500	-131959.516015642	17500	132828.330858467	17500	-1588994.32695614
18000	650855.492455654	18000	-144901.635304278	18000	678357.533113292	18000	184794.911489614
18500	515627.955298282	18500	136293.555593749	18500	-643776.235413212	18500	-362617.238644643
19000	-763896.398093324	19000	707684.292767899	19000	923736.155269134	19000	216241.321796591
19500	1501963.92119117	19500	3490.98031084383	19500	50160.0620348091	19500	-697498.465266222
20000	1067963.33753155	20000	305741.908701440	20000	939862.968285372	20000	280600.611887314
20500	-799592.812257250	20500	-354454.186470745	20500	1058686.93556844	20500	-626008.501435969
21000	232935.817487644	21000	662536.765874201	21000	194683.239942521	21000	-249000.459876459
21500	152159.621904853	21500	1129785.81603588	21500	701899.506393911	21500	-346285.322630791
22000	-5323.28775059603	22000	-847542.472225449	22000	-441556.543437786	22000	583551.526545533
22500	-652028.251143129	22500	-120179.985720670	22500	-664893.280222688	22500	-673119.748672617
23000	-189318.181240129	23000	94860.6189066883	23000	126672.678467105	23000	-250986.391163989
23500	337516.690351172	23500	-91624.9475816844	23500	538180.606687857	23500	855541.031537507
24000	661578.086877518	24000	431145.700345778	24000	117346.405841176	24000	876611.489291126
24500	519869.303577717	24500	-211540.872503824	24500	-648812.006009761	24500	-694016.831649190
25000	-170500.768782275	25000	-559503.749538620	25000	176161.136737427	25000	189379.701367967
25500	38815.2075262032	25500	-173722.242990645	25500	35120.4141556301	25500	179212.655468792
26000	-660822.500952631	26000	-611975.118454466	26000	-291461.848698203	26000	-573893.716135959
26500	-226147.733893772	26500	-242842.714993816	26500	-398773.928920401	26500	155758.565189646
27000	-506761.693779087	27000	748900.223651476	27000	-408752.831531106	27000	30302.7764997510
27500	178437.542475246	27500	582980.027014010	27500	-636464.919127418	27500	-104109.610571891
28000	-671690.814414647	28000	-276927.306836865	28000	-536095.095885555	28000	-201452.763499719
28500	242001.287519921	28500	-270813.430659021	28500	-856293.256002443	28500	335472.232310794
29000	220613.153379502	29000	117871.146935708	29000	232367.966450707	29000	16642.3243820564
29500	-710558.183674539	29500	-502095.119658468	29500	-595972.562532564	29500	239121.964364963
30000	-906472.941226421	30000	25875.7547186274	30000	-61494.7822247208	30000	-1197849.42871348
30500	383756.550633741	30500	-490812.648658627	30500	-261483.815964859	30500	-302852.924519123
31000	523195.241877543	31000	-220269.974352724	31000	65230.0629272386	31000	-619071.673697349
31500	386653.079603705	31500	393183.915098672	31500	215275.347682456	31500	1072178.78067808
