A-S-P	 113.13		5
C-S-P	 103.49		5
G-S-P	 113.52		5
P-S-A	 108.38		5
P-S-C	 112.39		5	
P-S-G	 108.12		5
P-S-P	 120.15 	5
P-S-T	 112.72		5
S-P-S 	 94.49 		5
T-S-P	 102.79		5
