A-S-P	 112.07		5
C-S-P	 110.33		5
G-S-P	 110.12		5
P-S-A	 103.53		5
P-S-C	 103.79		5	
P-S-G	 107.40		5
P-S-P	 120.15 	5
P-S-T	 92.06		5
S-P-S 	 94.49 		5
T-S-P	 116.68		5
