#	SIM_0.03_20		#	SIM_0.05_20		#	SIM_0.10_20	
1	909.289948672000	1	909.289948672000	1	909.289948672000
100	912.004497599171	100	910.848351856254	100	909.982537258456
200	915.039042410311	200	912.796430248796	200	911.044209956623
300	917.974582861277	300	914.732160290242	300	912.126342886530
400	920.798086358368	400	916.616857412534	400	913.213421891626
500	923.533299791651	500	918.464716218792	500	914.284194366115
600	926.169494441770	600	920.266310537988	600	915.342542828242
700	928.712049898575	700	922.027652652206	700	916.383142894891
800	931.179725805210	800	923.725395754402	800	917.404947964885
900	933.535020877667	900	925.402003355745	900	918.444389879697
1000	935.811086023129	1000	927.046663093853	1000	919.460007238506
1100	938.002426950208	1100	928.655318617614	1100	920.462375955857
1200	940.119710364193	1200	930.226532799158	1200	921.454769755424
1300	942.158124836684	1300	931.759145569417	1300	922.418682980089
1400	944.145928802305	1400	933.260161093891	1400	923.366695676420
1500	946.052211102852	1500	934.727976110830	1500	924.298285470818
1600	947.890118755842	1600	936.171189706341	1600	925.230037501341
1700	949.664375602040	1700	937.574284542077	1700	926.152954944009
1800	951.392358351398	1800	938.943080565048	1800	927.053005890787
1900	953.044332549002	1900	940.298175995508	1900	927.961719983724
2000	954.629951175352	2000	941.604850447631	2000	928.845945504547
2100	956.174853596954	2100	942.882697383585	2100	929.723219768384
2200	957.677853751137	2200	944.122319047369	2200	930.595028879410
2300	959.103909516435	2300	945.352976849996	2300	931.457393193167
2400	960.491512745029	2400	946.544639336880	2400	932.320207901403
2500	961.843974148299	2500	947.710446020531	2500	933.158656198044
2600	963.140716529143	2600	948.850282659369	2600	933.970048525309
2700	964.389461623270	2700	949.956269669392	2700	934.770261418043
2800	965.600134748354	2800	951.061915811299	2800	935.566669579427
2900	966.754003565291	2900	952.141642630568	2900	936.364801809396
3000	967.876873428086	3000	953.178266071677	3000	937.130355920522
3100	968.973846083014	3100	954.195157039092	3100	937.898318808137
3200	970.010585287318	3200	955.201983312385	3200	938.668688978900
3300	971.034089048966	3300	956.181339444071	3300	939.419567541874
3400	972.028548986334	3400	957.156641563080	3400	940.163907269442
3500	972.991229167929	3500	958.096075029821	3500	940.898334187978
3600	973.914054775251	3600	959.020960436003	3600	941.610254348038
3700	974.809584774454	3700	959.924025143708	3700	942.315368261954
3800	975.671392547310	3800	960.803337766751	3800	943.024810851387
3900	976.478739153561	3900	961.650928568233	3900	943.711755914129
4000	977.268250300395	4000	962.482436434035	4000	944.396202119441
4100	978.031148025166	4100	963.293943153424	4100	945.081399938676
4200	978.776048617856	4200	964.093320147054	4200	945.762950089940
4300	979.493431121416	4300	964.879629977851	4300	946.431279309199
4400	980.182917270515	4400	965.659534647216	4400	947.097433749474
4500	980.860305384140	4500	966.407422891444	4500	947.764879511271
4600	981.512193633100	4600	967.139094692276	4600	948.406400709052
4700	982.131253733797	4700	967.859140694679	4700	949.034176848481
4800	982.731790488781	4800	968.561270175206	4800	949.654538549707
4900	983.313006307815	4900	969.243482346282	4900	950.269459279632
5000	983.864651060253	5000	969.935065729131	5000	950.883963351503
5100	984.412472506471	5100	970.604670674652	5100	951.491333966599
5200	984.945726714369	5200	971.243190433088	5200	952.084029113309
5300	985.464131370022	5300	971.888494378186	5300	952.678062212841
5400	985.953029850841	5400	972.529421795367	5400	953.266918251285
5500	986.439252912050	5500	973.153361121123	5500	953.837741249185
5600	986.887422068619	5600	973.770237825135	5600	954.404802515571
5700	987.330366487478	5700	974.358556024991	5700	954.970489142579
5800	987.766487275191	5800	974.934418066521	5800	955.517764164853
5900	988.184777896083	5900	975.495743635075	5900	956.048516493576
6000	988.588697951061	6000	976.038615249638	6000	956.599452835563
6100	988.975573635982	6100	976.575803173362	6100	957.122233869843
6200	989.349267964432	6200	977.084192437578	6200	957.652879716821
6300	989.719210183468	6300	977.573155623422	6300	958.162957266593
6400	990.067643378859	6400	978.057429034933	6400	958.671884670757
6500	990.408473118851	6500	978.542219855070	6500	959.198058197463
6600	990.735459630640	6600	979.023279266708	6600	959.709686104516
6700	991.048250883614	6700	979.504301649445	6700	960.207021621716
6800	991.362561101576	6800	979.957654974062	6800	960.683580758512
6900	991.661352705399	6900	980.398888421941	6900	961.149690889622
7000	991.950255846837	7000	980.814243246956	7000	961.612154707467
7100	992.238242652806	7100	981.244018615417	7100	962.073209637128
7200	992.519802675268	7200	981.670503752374	7200	962.522647441623
7300	992.789566786615	7300	982.075161594265	7300	962.977305906070
7400	993.051421708291	7400	982.457349304625	7400	963.430687072503
7500	993.282547558489	7500	982.846797488213	7500	963.877208955655
7600	993.511833040460	7600	983.222224916693	7600	964.318441623708
7700	993.731545467764	7700	983.609737609346	7700	964.748701055842
7800	993.951213555083	7800	983.973094402539	7800	965.186661820438
7900	994.165555714299	7900	984.340853695505	7900	965.611968059759
8000	994.377879973926	8000	984.695747324485	8000	966.032160263881
8100	994.567643785443	8100	985.057969884849	8100	966.447796181830
8200	994.766488841062	8200	985.397125608696	8200	966.875706657123
8300	994.943177221051	8300	985.731930331534	8300	967.289933706919
8400	995.113434369565	8400	986.073919303603	8400	967.698775197584
8500	995.302370397908	8500	986.389294175490	8500	968.099050599689
8600	995.471351796203	8600	986.686021003077	8600	968.493688255932
8700	995.650307254418	8700	986.984737817625	8700	968.881414487159
8800	995.819716780459	8800	987.281894958256	8800	969.266644601569
8900	995.979728633264	8900	987.558133059028	8900	969.645475326147
9000	996.110798466072	9000	987.839467803526	9000	970.021287634910
9100	996.251717257310	9100	988.117945324816	9100	970.380802726573
9200	996.372620893769	9200	988.376649469527	9200	970.726706460698
