#	SIM_20_0.05_0		#	SIM_20_0.05_-10		#	SIM_20_0.05_-12		#	SIM_20_0.05_-15		#	SIM_20_0.05_-2		#	SIM_20_0.05_-4		#	SIM_20_0.05_-5		#	SIM_20_0.05_-6		#	SIM_20_0.05_-7		#	SIM_20_0.05_-8		#	SIM_20_0.05_-9	
1	180809155.212879	1	193583506.006027	1	195822171.909283	1	198007610.399329	1	183512310.135860	1	186987531.698131	1	188101703.485519	1	189694426.587750	1	189937349.823943	1	192081568.378730	1	192509703.819626
500	181052487.736196	500	193924196.776530	500	195704886.783853	500	196714875.655007	500	184024586.939142	500	186867041.471829	500	187953318.012021	500	188773775.513376	500	190594970.726597	500	190920761.905508	500	192233817.811166
1000	180813874.795593	1000	193620459.959239	1000	196270099.646207	1000	197352704.599027	1000	183277713.114644	1000	186875142.007217	1000	187685290.933427	1000	189248628.050809	1000	191326782.567166	1000	190738555.943945	1000	191076980.188236
1500	180338008.371660	1500	194175232.643270	1500	196092391.826815	1500	196651997.458356	1500	183414443.734805	1500	186341341.252242	1500	187247098.446482	1500	188933270.864983	1500	190514612.642271	1500	191666692.198028	1500	193014348.301670
2000	180099902.345165	2000	193740165.098912	2000	195063527.939747	2000	198273088.474695	2000	184270368.642718	2000	185963313.252724	2000	187591839.034730	2000	188965405.604732	2000	190508654.407809	2000	191736448.428591	2000	192171318.193630
2500	179728912.908369	2500	193124015.623004	2500	194503274.069947	2500	197534764.977048	2500	182919806.020653	2500	186578850.013294	2500	187104579.962008	2500	188650520.028175	2500	190425530.103332	2500	191070758.643254	2500	191590608.212651
3000	179983093.747279	3000	193842946.705862	3000	194578146.709924	3000	197472128.424316	3000	184087514.630435	3000	187264109.962598	3000	188778508.479535	3000	190125331.993728	3000	189726634.991888	3000	192157449.823170	3000	192862129.046773
3500	181202573.121121	3500	193997175.679128	3500	196995810.778968	3500	197852187.419842	3500	182778591.089926	3500	187928225.811254	3500	187772468.650248	3500	188764540.220204	3500	190834795.507665	3500	191651092.250667	3500	192185564.438674
4000	180084680.382492	4000	193586906.813928	4000	195506333.074853	4000	198310342.969307	4000	183039010.357280	4000	186867240.427957	4000	188246398.547805	4000	188834701.074172	4000	190238358.049042	4000	191634990.400850	4000	193628725.714296
4500	180120536.528989	4500	192710811.684138	4500	195180172.532221	4500	196866871.505117	4500	184467278.880257	4500	185650427.080953	4500	187118974.067559	4500	189843581.107887	4500	190225143.279887	4500	190831434.103700	4500	192081232.338671
5000	180168085.565280	5000	194158619.380522	5000	195668030.118755	5000	198382327.773796	5000	183487745.017125	5000	186377498.620373	5000	187537008.467573	5000	189923238.204595	5000	190755309.686575	5000	191862226.202323	5000	193009863.564595
5500	179346168.384396	5500	194199704.173514	5500	195088282.927341	5500	197527071.920058	5500	184564192.850247	5500	186357688.340867	5500	186954036.814974	5500	188932878.288142	5500	190711074.376492	5500	191194325.443717	5500	192326911.043855
6000	180029311.410551	6000	193631176.878392	6000	194815387.133540	6000	197608248.388077	6000	184134386.885072	6000	186599126.669599	6000	187379023.006651	6000	188725908.375757	6000	189769243.091880	6000	190931891.778193	6000	193136347.360896
6500	180285373.291096	6500	191969165.206253	6500	194715584.714335	6500	197429017.019201	6500	183912135.414833	6500	185098977.235670	6500	186619694.822137	6500	188275453.805697	6500	189605820.909101	6500	190331141.733094	6500	192257541.976300
7000	179459556.545972	7000	193882272.730651	7000	194963616.056719	7000	197955716.678367	7000	182896739.084802	7000	186643890.568861	7000	187366241.797973	7000	188640492.974085	7000	190068500.022996	7000	191036689.214877	7000	191762845.450859
7500	180349891.736584	7500	193349849.634616	7500	196887344.316668	7500	196907193.996282	7500	182714173.654630	7500	187485470.369681	7500	187038302.446037	7500	188313682.485572	7500	190704460.815864	7500	190227073.808092	7500	191182508.188184
8000	180161984.839093	8000	193972102.845100	8000	195861005.177788	8000	197485301.092382	8000	182982541.301824	8000	186339175.145847	8000	187053160.573411	8000	188559664.337127	8000	190656424.660954	8000	189813739.184112	8000	192777356.922375
8500	180102329.241052	8500	192532602.141384	8500	195156149.752702	8500	197571971.693226	8500	183572728.911074	8500	185470959.125072	8500	186409664.378925	8500	189033991.800032	8500	190212428.706091	8500	190455079.382787	8500	192859538.785055
9000	181360764.333285	9000	192589258.032122	9000	195728576.572435	9000	197366082.448218	9000	183473747.620308	9000	186710989.692283	9000	186934597.283198	9000	189250409.811917	9000	190040780.231361	9000	190998721.592349	9000	192342327.908667
9500	180282282.729175	9500	193510347.983257	9500	194759824.617538	9500	196774372.463113	9500	183490307.867508	9500	186534324.102816	9500	187013502.626670	9500	189152445.590484	9500	189751330.408632	9500	191978176.461162	9500	192706629.533808
10000	180139557.140582	10000	193409535.262620	10000	195441481.736007	10000	197591454.247492	10000	183841485.713317	10000	186642301.691013	10000	187523261.967311	10000	187635499.415958	10000	189781297.247632	10000	191013688.935270	10000	191867189.614650
10500	179683457.097712	10500	192625231.922457	10500	196073861.513390	10500	197818144.681775	10500	183543762.251176	10500	186579537.061872	10500	188285284.462636	10500	188873598.434868	10500	190259149.142069	10500	191672093.756498	10500	192458111.974533
11000	180874888.277835	11000	193971089.319604	11000	195606657.096494	11000	197713469.108096	11000	182969623.360553	11000	185444808.975729	11000	187694425.654989	11000	189302533.299922	11000	190324894.816416	11000	191345339.828209	11000	192837612.244972
11500	180341329.193035	11500	193915566.995641	11500	194984716.752774	11500	197352070.694846	11500	183160523.352442	11500	186625504.250477	11500	187127759.647267	11500	188473552.062280	11500	189636278.552221	11500	191219702.975904	11500	192207412.908415
