0.000000E+00	-3.567348E+07	2.460948E+00	2.046968E+01	8.393843E+00	3.961431E+07	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.125000E-02	-3.315389E+07	-2.818688E+02	-2.958296E+02	-9.724986E+02	3.996188E+07	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
6.250000E-02	-3.615583E+07	-2.892263E+02	-3.034444E+02	-7.404085E+02	3.956279E+07	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
9.375000E-02	-3.942180E+07	2.837317E+02	2.653796E+02	8.609594E+02	3.911990E+07	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
1.250000E-01	-3.560974E+07	1.849718E+00	5.468173E+01	1.681564E+02	3.963057E+07	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
1.562500E-01	-3.616965E+07	-6.572273E+02	-6.830670E+02	-1.990894E+03	3.953771E+07	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
1.875000E-01	-3.531924E+07	5.212195E+02	5.540656E+02	1.438752E+03	3.965283E+07	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
2.187500E-01	-3.507815E+07	-7.148865E+02	-8.026475E+02	-2.168360E+03	3.970468E+07	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
2.500000E-01	-3.366190E+07	3.410353E+03	3.418790E+03	9.735057E+03	3.991058E+07	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
2.812500E-01	-3.555736E+07	-6.322995E+03	-6.486173E+03	-1.925989E+04	3.962100E+07	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.125000E-01	-4.017891E+07	-8.317032E+04	-8.267830E+04	-2.498845E+05	3.901589E+07	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.437500E-01	-4.800965E+07	3.570987E+05	3.588607E+05	1.033572E+06	3.806516E+07	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.750000E-01	-5.613228E+07	5.017667E+06	5.023953E+06	1.460758E+07	3.813350E+07	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
4.062500E-01	-4.925079E+07	2.014867E+07	2.017362E+07	5.861949E+07	3.688339E+07	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
4.375000E-01	-1.323611E+07	1.716717E+07	1.717138E+07	5.004731E+07	3.953427E+07	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
4.687500E-01	6.758021E+06	2.809844E+06	2.808694E+06	8.202230E+06	4.474143E+07	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
5.000000E-01	-1.248040E+07	1.043809E+05	1.049499E+05	3.008655E+05	4.273749E+07	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
5.312500E-01	-7.221442E+06	6.079770E+05	6.108132E+05	1.761211E+06	4.332454E+07	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
5.625000E-01	2.194687E+06	7.007604E+06	7.019217E+06	2.024549E+07	4.336354E+07	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
5.937500E-01	-3.023948E+07	2.237845E+07	2.241394E+07	6.487899E+07	3.685808E+07	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
6.250000E-01	-5.483824E+07	1.400428E+07	1.404273E+07	4.106154E+07	3.802810E+07	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
6.562500E-01	-5.070175E+07	2.000125E+06	2.011050E+06	5.902905E+06	3.825710E+07	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
6.875000E-01	-4.387373E+07	-4.070602E+04	-3.879684E+04	-1.271866E+05	3.850153E+07	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
7.187500E-01	-3.772938E+07	-3.795484E+04	-3.766961E+04	-1.143843E+05	3.939897E+07	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
7.500000E-01	-3.354005E+07	3.398184E+02	4.465824E+02	1.204867E+03	3.991213E+07	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
7.812500E-01	-3.312580E+07	1.828271E+03	1.766642E+03	4.591020E+03	3.995886E+07	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
8.125000E-01	-3.561617E+07	-2.749528E+02	-2.823285E+02	-5.121689E+02	3.970152E+07	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
8.437500E-01	-3.669447E+07	2.286954E+02	2.369947E+02	5.355533E+02	3.953185E+07	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
8.750000E-01	-3.454805E+07	-2.094764E+02	-2.078336E+02	-4.134683E+02	3.976021E+07	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
9.062500E-01	-3.619921E+07	-4.674434E+02	-4.965454E+02	-1.544452E+03	3.953499E+07	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
9.375000E-01	-3.709499E+07	-3.590899E+01	-2.303319E+01	-1.541173E+02	3.946206E+07	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
9.687500E-01	-3.677166E+07	3.881534E+02	3.463566E+02	1.273837E+03	3.945761E+07	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
1.000000E+00	-3.567348E+07	2.460948E+00	2.046968E+01	8.393843E+00	3.961431E+07	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
