0 165552407.201967 625611.304707
-10 170782197.137244 637446.011620
-12 171511878.053546 612200.039612
-15 172249291.448416 664892.209444
-2 166988449.082841 632857.657952
-4 168202859.386799 644435.444181
-5 168743424.930514 639581.329303
-6 169279432.898915 614412.194607
-7 169768279.129949 585682.019920
-8 170112201.287405 605367.233841
-9 170483010.733521 612186.918978
