-0 95066.069850 502.342983
-10 108450.459757 600.539671
-15 93835.038184 4114.605201
-2 98476.747922 477.120114
-4 101470.585221 525.460122
-5 102797.785467 540.421885
-6 104091.425969 543.747386
-7 105308.495952 518.340738
-8 106445.026810 550.344766
-9 107474.030607 569.514994
