0.692415 -14.154682 -1.817266 0 3.668041 1.640378
6.704273 -29.023167 -23.158243 0 0.590863 0.296022
3.463707 -10.878809 -4.554365 0 1.092819 0.510883
2.207856 -18.375496 -9.312529 0 3.832029 2.010056
4.732087 -24.712001 -26.271746 0 0.642860 0.297911
9.076059 -23.576912 -4.424268 0 0.462955 0.363617
8.036598 -8.925739 -25.980437 0 4.224679 3.615239
4.239793 -3.706256 -12.390227 0 5.666403 2.889250
4.542715 -5.872484 -16.627494 0 1.748545 0.901501
4.721831 -7.438227 -26.080284 0 11.597787 6.504745
9.134230 -23.531481 -4.284617 0 0.505187 0.227362
5.457342 -28.315287 -25.196246 0 1.661452 1.644482
4.835519 -25.242969 -26.117226 0 3.487898 2.966867
4.716388 -24.630821 -26.295185 0 0.914947 0.426416
6.505712 -28.926900 -23.483306 0 0.605076 0.353810
9.061256 -23.564052 -4.559063 0 0.415159 0.280622
4.523838 -5.649953 -15.116948 0 4.018103 2.328011
9.058444 -23.546432 -4.646358 0 0.394462 0.185151
8.681305 -23.550802 -6.723080 0 0.493234 0.281120
4.553893 -6.010673 -22.009976 0 7.029052 5.312312
9.030163 -23.540902 -4.821406 0 0.374558 0.190345
4.596905 -6.141193 -16.209364 0 3.149335 1.947563
4.498152 -5.713184 -17.564667 0 4.244346 1.138100
4.632510 -5.931371 -15.266457 0 11.419052 4.970168
5.500028 -5.320757 -15.039911 0 7.219974 7.000315
4.548511 -6.172063 -16.818783 0 4.378677 2.292200
4.486085 -5.361292 -16.165012 0 2.880945 0.980090
6.605032 -28.975048 -23.320711 0 0.509610 0.234221
4.289537 -5.446446 -15.069589 0 4.170270 2.385032
8.892333 -23.480511 -5.919876 0 0.368214 0.136161
8.539193 -23.786884 -6.028198 0 0.432358 0.198217
6.281173 -23.589486 -6.083107 0 0.341208 0.123471
6.782234 -28.555125 -24.313848 0 0.542166 0.225740
2.072722 -28.602497 -23.100864 0 7.841126 3.751479
6.429094 -28.949195 -23.498805 0 0.492236 0.178158
5.926341 -28.559220 -24.376235 0 0.794294 0.444764
9.469971 -23.750631 -6.039720 0 0.498023 0.339106
9.393088 -23.562890 -6.078707 0 0.384910 0.169871
2.668519 -23.567180 -6.593565 0 0.669593 0.324251
3.874769 -23.515372 -5.881385 0 1.090596 0.651925
7.286541 -23.471845 -5.933605 0 0.484297 0.234702
6.889407 -23.590793 -6.088743 0 0.360048 0.146374
10.000000 -23.572908 -6.787415 0 0.667027 0.523326
10.000000 -23.529222 -4.805173 0 0.413684 0.227476
5.241988 -5.525485 -16.238030 0 3.271798 1.498999
9.478018 -28.515114 -24.327335 0 0.571593 0.330549
10.000000 -23.554156 -4.769280 0 0.391881 0.162450
10.000000 -23.788644 -5.944888 0 0.415353 0.211444
10.000000 -23.586721 -6.098947 0 0.407071 0.177069
4.174575 -23.589980 -6.072670 0 0.553909 0.320531
10.000000 -23.546525 -4.442215 0 0.666803 0.511939
10.000000 -23.553524 -6.117202 0 0.433171 0.285597
7.607593 -23.537487 -4.157405 0 0.880019 0.500005
9.484798 -23.588281 -4.563189 0 0.476603 0.408653
10.000000 -23.819551 -5.940302 0 0.440008 0.296745
5.290710 -28.910187 -23.721929 0 0.542206 0.198222
2.284461 -24.692229 -26.076531 0 6.463517 4.347919
3.502049 -24.652529 -26.391384 0 2.889608 1.610116
3.960776 -29.041242 -23.189045 0 0.908924 0.610889
3.711656 -23.584838 -4.323875 0 1.449582 0.910849
7.980608 -23.511693 -4.265283 0 0.526921 0.345506
4.818997 -23.465552 -5.895909 0 0.590712 0.362542
6.052340 -23.573952 -4.455893 0 0.388596 0.147136
8.909404 -28.870753 -23.862401 0 0.502945 0.224180
5.095621 -28.760208 -24.080359 0 0.595857 0.241124
3.338223 -23.586149 -6.691665 0 1.271251 0.661381
9.548692 -23.533176 -6.727497 0 0.517021 0.243240
2.324599 -28.628261 -24.206090 0 3.929792 2.033882
5.384455 -28.774435 -24.067269 0 1.754237 0.559389
0.751183 -28.873945 -23.838019 0 10.193876 8.643640
4.619620 -28.721201 -24.105967 0 2.500077 1.270852
5.216964 -24.694311 -26.330615 0 6.951398 5.723864
4.285045 -29.048369 -23.242032 0 1.400698 1.130888
4.596121 -24.707618 -26.256110 0 1.264697 0.556569
8.713256 -23.593803 -6.224733 0 0.494835 0.307482
7.039312 -23.556196 -5.940277 0 0.381349 0.150010
6.076928 -23.571531 -4.564974 0 0.476776 0.255335
9.133285 -28.583902 -24.233504 0 0.530751 0.260992
5.004423 -23.535205 -5.901334 0 0.531160 0.355783
6.407918 -28.513377 -24.465751 0 0.699228 0.324195
9.714449 -23.548908 -4.754305 0 0.439724 0.290421
4.601495 -23.542377 -5.870324 0 0.774111 0.421626
4.420629 -24.673478 -26.262391 0 2.256389 1.720023
6.329435 -23.582995 -6.046309 0 0.446356 0.195041
6.147020 -23.600036 -6.174375 0 0.446999 0.201493
4.656391 -24.639649 -26.298927 0 0.926377 0.507397
4.409240 -5.559200 -16.196825 0 4.689695 4.272227
4.655904 -24.588655 -26.142692 0 1.232408 0.639548
6.254452 -23.592754 -6.103159 0 0.510761 0.219959
6.026436 -23.591327 -6.220283 0 0.443192 0.162189
5.148654 -28.906008 -23.716132 0 1.498025 0.657473
5.356582 -28.914057 -23.719056 0 0.812041 0.340168
7.169112 -23.550552 -5.984256 0 0.441261 0.168963
8.095313 -23.526095 -4.565248 0 0.429879 0.229091
8.584699 -23.755332 -5.976963 0 0.536743 0.270653
4.058509 -29.102771 -23.098700 0 0.794131 0.487288
9.784721 -23.578218 -6.387132 0 0.373167 0.164491
8.952413 -23.540051 -6.421746 0 0.425922 0.241378
9.003214 -23.505455 -5.732364 0 0.586031 0.451579
6.928140 -23.568287 -6.103338 0 0.586597 0.415591
