#time	SIM_25/
0.60	223.70
1.20	223.70
1.80	239.10
2.40	235.20
3.00	236.20
3.60	238.20
4.20	240.90
4.80	240.00
5.40	237.20
6.00	236.00
6.60	231.40
7.20	236.20
7.80	234.10
8.40	238.50
9.00	236.70
9.60	238.10
10.20	240.10
10.80	240.60
11.40	237.10
12.00	234.60
12.60	230.30
13.20	236.00
13.80	230.50
14.40	234.40
15.00	234.00
15.60	238.40
16.20	239.80
16.80	236.00
17.40	233.00
18.00	242.70
18.60	230.00
19.20	234.40
19.80	233.90
20.40	223.50
21.00	231.60
21.60	236.10
22.20	237.00
22.80	237.80
23.40	237.20
24.00	228.10
24.60	236.80
25.20	229.00
25.80	228.40
26.40	235.10
27.00	235.50
27.60	242.20
28.20	233.60
28.80	231.00
29.40	225.50
30.00	227.50
30.60	232.00
31.20	220.00
31.80	228.10
32.40	225.30
33.00	230.80
33.60	238.60
34.20	233.40
34.80	232.00
35.40	232.50
36.00	228.50
36.60	226.50
37.20	227.70
37.80	229.60
38.40	234.60
39.00	231.30
39.60	236.40
40.20	235.90
40.80	225.60
41.40	228.00
42.00	227.00
42.60	237.10
43.20	242.70
43.80	237.70
44.40	243.20
45.00	239.90
45.60	239.10
46.20	238.30
46.80	237.20
47.40	234.00
48.00	240.30
48.60	239.80
49.20	241.90
49.80	237.60
50.40	231.40
51.00	241.10
51.60	237.80
52.20	247.10
52.80	246.90
53.40	242.10
54.00	241.10
54.60	235.70
55.20	238.90
55.80	245.20
56.40	241.40
57.00	241.80
57.60	243.60
58.20	243.60
58.80	238.90
59.40	245.30
60.00	239.20
60.60	233.00
61.20	239.00
61.80	238.60
62.40	240.50
63.00	240.60
63.60	237.10
64.20	240.30
64.80	228.30
65.40	231.50
66.00	229.50
66.60	235.90
67.20	235.20
67.80	230.50
68.40	231.80
69.00	232.70
69.60	235.00
70.20	243.50
70.80	236.50
71.40	237.90
72.00	237.00
72.60	242.60
73.20	241.40
73.80	244.80
74.40	238.20
75.00	246.40
75.60	238.10
76.20	244.60
76.80	244.10
77.40	240.20
78.00	236.00
78.60	244.70
79.20	243.20
79.80	242.10
80.40	232.00
81.00	243.50
81.60	233.50
82.20	233.90
82.80	245.50
83.40	237.20
84.00	238.80
84.60	234.20
85.20	234.00
85.80	235.70
86.40	236.50
87.00	232.30
87.60	226.90
88.20	229.20
88.80	221.30
89.40	231.80
90.00	226.40
90.60	233.40
91.20	236.80
91.80	235.10
92.40	235.60
93.00	236.80
93.60	237.40
94.20	234.50
94.80	231.10
95.40	227.70
96.00	228.40
96.60	229.30
97.20	232.90
97.80	235.00
98.40	240.10
99.00	230.00
99.60	238.60
100.20	236.10
100.80	236.40
101.40	229.10
102.00	234.10
102.60	235.20
103.20	223.10
103.80	237.80
104.40	238.90
105.00	238.40
105.60	234.80
106.20	230.20
106.80	226.90
107.40	231.70
108.00	231.70
108.60	234.50
109.20	232.30
109.80	238.80
110.40	229.50
111.00	231.10
111.60	230.50
112.20	226.00
