#time	SIM_12/
0.60	223.70
1.20	223.70
1.80	240.10
2.40	235.90
3.00	241.80
3.60	237.60
4.20	230.10
4.80	241.10
5.40	243.80
6.00	239.50
6.60	243.50
7.20	235.70
7.80	237.90
8.40	243.00
9.00	245.40
9.60	244.60
10.20	241.80
10.80	245.60
11.40	244.40
12.00	248.30
12.60	240.40
13.20	243.70
13.80	235.30
14.40	239.00
15.00	238.80
15.60	236.50
16.20	237.40
16.80	243.40
17.40	237.50
18.00	247.60
18.60	247.50
19.20	240.50
19.80	244.70
20.40	243.50
21.00	239.60
21.60	233.80
22.20	233.30
22.80	232.20
23.40	237.00
24.00	235.50
24.60	236.40
25.20	229.60
25.80	235.50
26.40	227.40
27.00	228.10
27.60	234.80
28.20	236.10
28.80	233.40
29.40	238.30
30.00	234.00
30.60	234.00
31.20	225.60
31.80	224.70
32.40	224.20
33.00	235.80
33.60	226.70
34.20	241.80
34.80	247.20
35.40	241.60
36.00	252.50
36.60	238.50
37.20	234.30
37.80	234.60
38.40	241.20
39.00	242.30
39.60	248.80
40.20	234.80
40.80	238.30
41.40	247.10
42.00	242.20
42.60	248.80
43.20	244.80
43.80	250.80
44.40	240.80
45.00	236.00
45.60	237.10
46.20	238.10
46.80	238.30
47.40	240.70
48.00	247.50
48.60	234.10
49.20	232.10
49.80	231.60
50.40	235.60
51.00	224.20
51.60	225.50
52.20	222.60
52.80	218.10
53.40	230.10
54.00	237.80
54.60	232.20
55.20	236.10
55.80	237.00
56.40	240.80
57.00	234.10
57.60	237.80
58.20	237.40
58.80	237.80
59.40	233.30
60.00	230.50
60.60	235.80
61.20	232.40
61.80	239.50
62.40	242.20
63.00	244.90
63.60	247.60
64.20	239.70
64.80	239.70
65.40	240.10
66.00	241.30
66.60	229.60
67.20	230.50
67.80	235.80
68.40	240.30
69.00	239.50
69.60	242.70
70.20	240.00
70.80	241.90
71.40	249.50
72.00	251.60
72.60	253.40
73.20	244.30
73.80	242.10
74.40	239.10
75.00	242.00
75.60	240.90
76.20	231.00
76.80	232.50
77.40	238.20
78.00	240.80
78.60	233.50
79.20	236.30
79.80	241.00
80.40	234.30
81.00	239.80
81.60	235.20
82.20	227.30
82.80	236.80
83.40	237.20
84.00	234.10
84.60	236.40
85.20	238.40
85.80	243.00
86.40	233.10
87.00	242.90
87.60	238.20
88.20	238.60
88.80	238.20
89.40	238.70
90.00	236.90
90.60	236.90
91.20	235.70
91.80	235.40
92.40	227.60
93.00	227.80
93.60	228.00
94.20	225.10
94.80	218.90
95.40	222.20
96.00	237.30
96.60	234.90
97.20	242.10
97.80	235.20
98.40	233.80
99.00	226.40
99.60	226.40
100.20	230.40
100.80	232.00
101.40	231.50
102.00	234.10
102.60	235.90
103.20	227.60
103.80	232.30
104.40	227.50
105.00	230.10
105.60	243.80
106.20	243.80
106.80	245.70
107.40	238.80
108.00	234.20
108.60	237.70
109.20	229.60
109.80	227.30
110.40	229.10
111.00	222.00
111.60	221.50
112.20	227.70
