5 0.029 0.889 1.463 3.158 6.561 0.166 69.67275000000001 102.3325 132.18725 179.889
6 0.017 0.559 0.775 1.083 1.868 37.949 105.43549999999999 131.51350000000002 150.43 179.819
7 0.017 0.563 0.77 1.05925 1.803 31.426 102.27375 129.807 149.506 179.924
8 0.014 0.476 0.639 0.849 1.408 79.594 126.86275 145.29149999999998 158.38 179.826
9 0.026 0.474 0.633 0.83 1.363 75.905 125.25125 144.55 158.15 179.973
10 0.339 1.89 2.426 2.925 4.477 0.153 51.858 80.2175 114.86725 179.731
