79.904	12.160	79.920	10.484	0.98509
79.903	12.159	79.919	10.482	0.98508
80.662	6.463	80.197	3.205	0.98383
81.066	6.377	80.631	2.583	0.98712
81.242	6.484	80.803	2.615	0.98618
81.346	6.521	80.946	2.811	0.98339
81.421	6.635	81.038	2.981	0.98370
81.473	6.707	81.019	3.071	0.98323
81.560	6.851	81.132	3.375	0.98029
81.521	6.764	81.122	3.277	0.98150
81.456	6.761	81.003	3.182	0.98186
81.495	6.821	81.101	3.286	0.98111
81.626	6.858	81.252	3.328	0.98131
81.554	6.868	81.104	3.397	0.98066
81.497	6.905	81.060	3.527	0.97855
81.546	6.999	81.072	3.702	0.97832
81.560	7.006	81.160	3.777	0.97862
81.550	7.003	81.079	3.833	0.97841
81.539	6.963	81.123	3.673	0.97928
81.527	7.091	81.034	3.882	0.97745
81.604	7.148	81.126	4.051	0.97506
81.577	7.090	81.165	3.920	0.97712
81.511	7.215	81.090	4.141	0.97463
81.616	7.177	81.170	4.075	0.97619
81.424	7.232	81.007	4.162	0.97348
81.463	7.201	81.022	4.071	0.97496
81.509	7.113	81.051	3.968	0.97580
81.509	7.113	81.051	3.968	0.97580
81.509	7.114	81.051	3.970	0.97579
81.542	7.206	81.098	4.158	0.97401
81.484	7.158	81.097	4.114	0.97371
81.479	7.237	81.070	4.188	0.97342
81.461	7.307	81.066	4.266	0.97251
81.552	7.312	81.087	4.304	0.97404
81.415	7.322	80.979	4.369	0.97122
81.451	7.313	80.944	4.278	0.97349
81.534	7.294	81.071	4.353	0.97234
81.486	7.321	81.021	4.303	0.97273
81.595	7.297	81.214	4.298	0.97405
81.564	7.327	81.146	4.358	0.97301
81.627	7.348	81.244	4.431	0.97155
81.559	7.253	81.145	4.263	0.97439
81.460	7.304	81.068	4.346	0.97307
81.522	7.297	81.130	4.280	0.97349
81.603	7.229	81.119	4.211	0.97423
81.634	7.399	81.157	4.533	0.97103
81.557	7.396	81.086	4.428	0.97316
81.726	7.430	81.240	4.513	0.97134
81.532	7.358	81.084	4.433	0.97240
81.556	7.418	81.082	4.497	0.97010
81.660	7.427	81.249	4.574	0.96945
81.494	7.313	81.102	4.355	0.97132
81.596	7.243	81.145	4.273	0.97383
81.495	7.280	81.065	4.261	0.97388
81.528	7.284	81.133	4.287	0.97322
81.580	7.299	81.176	4.343	0.97314
81.584	7.238	81.165	4.238	0.97463
81.513	7.304	81.103	4.308	0.97323
81.496	7.272	81.073	4.286	0.97397
81.541	7.196	81.137	4.124	0.97671
81.484	7.261	81.070	4.247	0.97553
81.507	7.287	81.143	4.253	0.97509
81.484	7.204	81.126	4.132	0.97592
81.518	7.199	81.158	4.111	0.97544
81.552	7.250	81.165	4.197	0.97470
81.425	7.246	81.025	4.211	0.97464
81.491	7.243	81.081	4.205	0.97499
81.615	7.355	81.152	4.352	0.97314
81.469	7.370	81.056	4.364	0.97270
81.394	7.281	80.971	4.198	0.97509
81.545	7.261	81.100	4.307	0.97434
81.581	7.384	81.147	4.430	0.97280
81.618	7.394	81.256	4.484	0.97150
81.476	7.369	81.155	4.325	0.97359
81.522	7.333	81.203	4.412	0.97315
81.560	7.412	81.195	4.497	0.97345
81.590	7.338	81.245	4.359	0.97335
81.534	7.357	81.153	4.466	0.97304
81.522	7.406	81.136	4.477	0.97445
81.603	7.388	81.224	4.505	0.97402
81.611	7.284	81.186	4.322	0.97615
81.697	7.370	81.301	4.439	0.97332
81.549	7.364	81.192	4.392	0.97291
81.514	7.315	81.074	4.291	0.97462
81.535	7.345	81.125	4.364	0.97474
81.556	7.321	81.112	4.343	0.97472
81.573	7.408	81.159	4.516	0.97374
81.598	7.439	81.225	4.456	0.97292
81.705	7.486	81.288	4.585	0.97194
81.610	7.474	81.128	4.598	0.97285
81.612	7.470	81.122	4.599	0.97241
81.502	7.357	81.068	4.426	0.97544
81.617	7.383	81.247	4.382	0.97328
81.620	7.363	81.220	4.468	0.97289
81.507	7.244	81.102	4.148	0.97594
81.623	7.222	81.163	4.155	0.97630
81.598	7.261	81.150	4.233	0.97476
81.532	7.314	81.118	4.255	0.97625
81.655	7.229	81.209	4.198	0.97675
81.619	7.274	81.169	4.270	0.97558
81.508	7.296	81.133	4.319	0.97436
81.525	7.356	81.080	4.459	0.97409
81.566	7.404	81.138	4.461	0.97276
81.594	7.452	81.163	4.639	0.97123
81.657	7.375	81.212	4.459	0.97145
81.687	7.388	81.226	4.523	0.97117
81.626	7.369	81.138	4.483	0.97107
81.626	7.336	81.136	4.425	0.97310
81.653	7.395	81.134	4.519	0.97162
81.642	7.367	81.190	4.439	0.97299
81.622	7.418	81.223	4.470	0.97202
81.643	7.424	81.230	4.628	0.96947
81.597	7.386	81.170	4.434	0.97200
81.525	7.329	81.032	4.369	0.97299
81.694	7.448	81.285	4.591	0.97037
81.630	7.351	81.225	4.427	0.97346
81.547	7.347	81.098	4.341	0.97387
81.591	7.393	81.170	4.530	0.97132
81.497	7.321	81.058	4.372	0.97401
81.481	7.379	81.072	4.387	0.97339
81.548	7.449	81.195	4.509	0.97248
81.544	7.420	81.177	4.549	0.97249
81.481	7.410	81.166	4.490	0.97258
81.538	7.391	81.190	4.535	0.97113
81.537	7.315	81.165	4.323	0.97320
81.528	7.248	81.125	4.257	0.97428
81.537	7.193	81.133	4.169	0.97638
81.545	7.223	81.105	4.165	0.97683
81.581	7.269	81.139	4.265	0.97440
81.644	7.262	81.223	4.295	0.97327
81.572	7.354	81.230	4.309	0.97259
81.618	7.312	81.249	4.282	0.97359
81.642	7.371	81.268	4.401	0.97279
81.541	7.270	81.116	4.203	0.97448
81.507	7.241	81.097	4.151	0.97570
81.401	7.157	80.989	4.049	0.97526
81.490	7.164	80.983	4.032	0.97522
81.484	7.152	81.003	4.024	0.97424
