#	SIM_20_0.05_0		#	SIM_20_0.05_-10		#	SIM_20_0.05_-12		#	SIM_20_0.05_-15		#	SIM_20_0.05_-2		#	SIM_20_0.05_-4		#	SIM_20_0.05_-5		#	SIM_20_0.05_-6		#	SIM_20_0.05_-7		#	SIM_20_0.05_-8		#	SIM_20_0.05_-9	
1	104150.384577118	1	116700.935924096	1	118193.274842100	1	119711.283764463	1	105532.563872706	1	109448.151595642	1	111132.012543650	1	111200.770366877	1	112564.689735545	1	114018.845000551	1	114698.533376503
500	102759.422190259	500	115695.569258454	500	117277.167147948	500	119402.754168268	500	105732.186132638	500	108492.926958658	500	109387.516685138	500	111149.768410412	500	112256.615643460	500	112797.487852892	500	113598.162215991
1000	103714.255219779	1000	115073.480964133	1000	116883.302658051	1000	119968.347478763	1000	105277.370182118	1000	108919.719055719	1000	109412.679562534	1000	109952.794932230	1000	112626.715380438	1000	112723.620990816	1000	114651.128682348
1500	103122.306054412	1500	114878.385047826	1500	117178.419592337	1500	119093.966699631	1500	106560.595354473	1500	108264.237576204	1500	110028.140751289	1500	110999.521088620	1500	111584.935134114	1500	112392.745828325	1500	113947.701673478
2000	102857.228677106	2000	115610.195234799	2000	117338.592559286	2000	119294.310208327	2000	105789.100949876	2000	108573.325419038	2000	109683.666565381	2000	110572.753152446	2000	112180.436597390	2000	112966.908581928	2000	114196.996292499
2500	103086.948858644	2500	115508.703995701	2500	116845.254576619	2500	118794.299322128	2500	105229.424082831	2500	108611.881266750	2500	109733.838779593	2500	111242.252991113	2500	110888.072164092	2500	113333.342531935	2500	113710.325989588
3000	103473.183572308	3000	115742.869664548	3000	116814.742812510	3000	120410.031426851	3000	105390.392320448	3000	108330.479653279	3000	108718.811371357	3000	111016.470014245	3000	111827.248250508	3000	112535.367767753	3000	114084.688598297
3500	102871.189447890	3500	115513.673331635	3500	117704.174620828	3500	119630.613910266	3500	106354.443007340	3500	108567.057207804	3500	109045.991741704	3500	111367.610194593	3500	112658.723677976	3500	114307.787971694	3500	113747.272625818
4000	103059.772756237	4000	115387.650663048	4000	116808.257433605	4000	118846.723742285	4000	106625.753421858	4000	108389.715387349	4000	110130.194484566	4000	110791.058730934	4000	111488.358364630	4000	112869.861540978	4000	114781.902929685
4500	103289.244893626	4500	115208.103796516	4500	116994.798446119	4500	119953.750309284	4500	107033.640869059	4500	107366.148276046	4500	110183.927409222	4500	111128.214913049	4500	111785.697531455	4500	112707.381614273	4500	114843.514863703
5000	102545.107237356	5000	114976.620511590	5000	115938.411983252	5000	119827.003209369	5000	106602.349724232	5000	108560.840897311	5000	109561.986067280	5000	110691.574960551	5000	112130.822247985	5000	112738.205589229	5000	114537.947852576
5500	102630.736514331	5500	115186.299649435	5500	116787.828110794	5500	119677.659527457	5500	106723.368554943	5500	108286.404511375	5500	109952.384251850	5500	110783.440584923	5500	112210.992138417	5500	112536.158487918	5500	113261.590377931
6000	103675.929975910	6000	115583.544993833	6000	117420.031127103	6000	120081.286772616	6000	105629.453060843	6000	108776.943636317	6000	109889.871746540	6000	110745.678879123	6000	112115.506374430	6000	113353.694844597	6000	114072.253947180
6500	102685.856134024	6500	114198.429785230	6500	116331.835737975	6500	119233.610712071	6500	105337.173425753	6500	107839.656665262	6500	110103.518106422	6500	111447.849639970	6500	112421.126786391	6500	113097.716225251	6500	113597.930898347
7000	102602.619645406	7000	114532.580021311	7000	117175.959537562	7000	119172.160019373	7000	106096.426895204	7000	108418.189931032	7000	109682.645830075	7000	110432.604029115	7000	112627.745337238	7000	112094.192644331	7000	114654.669835127
7500	103723.428012773	7500	114700.545305932	7500	116794.988204579	7500	120222.271326367	7500	106071.484787569	7500	108544.632584056	7500	109617.053878289	7500	111087.704343044	7500	111758.849632150	7500	112909.803502312	7500	114346.085454846
8000	102999.425524491	8000	116009.446069360	8000	116731.039766729	8000	119633.293228375	8000	105796.678289208	8000	108663.921027263	8000	109257.745828164	8000	110979.118359101	8000	112980.616768969	8000	113077.086286037	8000	114860.506290798
8500	102768.721168310	8500	114674.931170528	8500	116894.005999820	8500	119741.738443740	8500	105933.423285180	8500	108191.468876104	8500	108951.358880899	8500	110461.815739160	8500	111965.229450381	8500	112304.716827211	8500	113845.907852714
9000	102685.878370858	9000	115223.970948362	9000	116525.937534526	9000	119764.726434036	9000	105949.034543474	9000	107926.353919844	9000	108411.342596775	9000	110669.559196968	9000	112515.062745446	9000	113088.350161004	9000	113471.619491450
9500	103769.804382935	9500	115015.529829710	9500	116877.622364235	9500	119834.432920899	9500	106432.162938704	9500	108645.905779261	9500	110117.029578289	9500	111508.805116815	9500	111753.304540360	9500	113362.422940377	9500	114384.688305567
10000	103515.094709277	10000	115277.538910045	10000	116990.699789005	10000	119329.802714650	10000	106743.564444455	10000	108604.526618417	10000	109373.615485117	10000	111299.500411997	10000	112449.738902932	10000	112992.505320874	10000	114122.590927898
10500	102291.250709664	10500	114981.610575843	10500	116369.780675619	10500	119865.307771980	10500	106821.225021922	10500	108926.445707418	10500	110011.121927069	10500	111051.656553730	10500	112176.922814850	10500	112655.658176149	10500	114907.201779354
11000	102774.810633636	11000	115215.032851499	11000	116961.141792376	11000	120263.880675723	11000	106491.740845996	11000	108258.954066810	11000	110044.905810377	11000	110609.832386375	11000	111666.803318189	11000	112602.026348978	11000	114184.005291211
11500	102496.069712341	11500	115372.068470548	11500	117220.074709371	11500	119804.495416368	11500	105859.108005214	11500	108962.289295501	11500	110346.663794185	11500	112731.105938161	11500	111796.348207404	11500	113564.051637877	11500	114309.579654158
12000	103125.214612165	12000	114796.456212227	12000	117082.050116674	12000	120222.553155166	12000	105944.497032167	12000	108073.940949908	12000	109926.674323182	12000	110026.091046028	12000	112048.083085821	12000	112819.012204118	12000	114929.423064560
12500	103125.824662746	12500	114369.770928132	12500	116942.968970502	12500	118249.305038970	12500	105488.131602128	12500	108856.888853261	12500	109372.958144692	12500	111428.176583281	12500	112491.968819990	12500	114281.147411450	12500	114870.782004252
13000	103532.669543852	13000	115010.090354445	13000	117377.504289730	13000	120548.413844100	13000	105936.720624022	13000	108595.617152138	13000	109377.287376136	13000	110146.486015599	13000	110911.545167061	13000	112486.988816057	13000	113647.510779274
13500	103015.987352652	13500	114888.648849846	13500	116889.095038148	13500	118912.759165183	13500	105988.338858898	13500	108413.680492599	13500	109623.447614262	13500	110987.059344940	13500	112397.912856875	13500	112896.348687464	13500	114697.135677228
14000	101820.987926205	14000	114335.227433153	14000	116031.646192167	14000	119562.716940096	14000	106416.520266019	14000	107333.101827841	14000	109466.660009424	14000	110899.867909533	14000	111335.408297083	14000	112689.613853270	14000	114180.679583880
14500	102359.347459806	14500	115124.816847126	14500	116636.598120282	14500	119630.010500976	14500	106190.385852476	14500	108111.118573418	14500	108981.194179508	14500	110707.222507980	14500	112043.422656553	14500	112733.238014480	14500	114259.854705852
15000	102799.047675084	15000	114916.279774455	15000	117350.911668886	15000	119498.757211889	15000	106283.403928112	15000	108920.519455720	15000	110839.290514558	15000	111292.917529327	15000	112254.098771986	15000	112780.655219125	15000	114920.266638042
15500	103509.361675224	15500	116087.722016161	15500	116316.948685526	15500	119497.488401575	15500	106743.403597075	15500	108116.509670877	15500	109929.139375913	15500	111042.415393550	15500	113169.409885294	15500	113336.610789303	15500	113799.323271322
16000	102851.457391759	16000	115401.904260836	16000	117145.487603805	16000	120015.124970975	16000	106048.861796384	16000	108841.527835077	16000	109756.733543069	16000	110688.754639078	16000	112103.367311683	16000	113210.721072804	16000	114214.567191053
16500	103933.489248766	16500	115064.298677131	16500	116776.703596110	16500	119452.193376090	16500	107043.240158693	16500	107858.045722223	16500	110318.560451734	16500	111247.743880812	16500	112161.792545510	16500	112889.534749988	16500	113827.191271757
17000	102633.848833906	17000	115677.116712945	17000	117388.643153614	17000	120087.772346072	17000	105569.979735673	17000	108240.354701512	17000	109274.876496596	17000	111174.628725821	17000	112111.365899417	17000	112711.649755034	17000	114459.314695979
17500	102768.009484523	17500	115449.124712545	17500	116705.553074291	17500	119859.412320141	17500	105993.753791575	17500	109015.451964708	17500	109559.615481159	17500	110244.294767385	17500	112764.280987441	17500	112657.773642711	17500	114088.234003631
